scenario,episode_id,task_id,mec_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint
light,0,18,16,0,0.0,5.0,671513600.0,3357568000.0,52.795376,text,1,1.1638935,1.1638935,0,0.0,discrete
light,0,19,18,0,0.0,2.0,575000000.0,1150000000.0,88.10379,image,0,,,0,0.0,discrete
light,0,20,18,0,0.0,5.0,994612160.0,4973060600.0,46.398926,image,0,,,0,0.0,discrete
light,0,21,19,0,0.0,4.0,575116500.0,2300466000.0,105.77489,image,0,,,0,0.0,discrete
light,0,22,0,1,1.0,2.0,824407740.0,1648815500.0,57.86999,image,0,,,0,0.0,discrete
light,0,23,0,1,1.0,3.0,903998900.0,2711997000.0,73.88753,sensor,0,,,0,0.0,discrete
light,0,24,0,1,1.0,5.0,810546240.0,4052731100.0,89.459435,sensor,0,,,0,0.0,discrete
light,0,25,1,1,1.0,4.0,1226763100.0,4907052500.0,52.27746,sensor,0,,,1,0.3716996,continuous
light,0,26,1,1,1.0,5.0,449348000.0,2246740000.0,66.18904,image,0,,,0,0.0,discrete
light,0,27,2,1,1.0,3.0,1597686700.0,4793060000.0,42.991367,video,0,,,0,0.0,discrete
light,0,28,8,1,1.0,3.0,656357800.0,1969073400.0,45.7584,sensor,0,,,1,0.5983772,continuous
light,0,29,10,1,1.0,2.0,1576234800.0,3152469500.0,53.67526,image,0,,,0,0.0,discrete
light,0,30,11,1,1.0,5.0,805461100.0,4027305700.0,56.041294,image,0,,,0,0.0,discrete
light,0,31,12,1,1.0,5.0,994010100.0,4970050600.0,55.23404,image,0,,,0,0.0,discrete
light,0,32,12,1,1.0,3.0,689961540.0,2069884500.0,78.629364,text,0,,,1,0.41383523,continuous
light,0,33,12,1,1.0,2.0,797178100.0,1594356200.0,52.44449,image,0,,,1,0.51090187,continuous
light,0,34,13,1,1.0,2.0,1145352700.0,2290705400.0,71.65562,image,0,,,0,0.0,discrete
light,0,35,13,1,1.0,4.0,789825700.0,3159303000.0,56.689068,text,0,,,1,0.5284137,continuous
light,0,36,15,1,1.0,2.0,629937000.0,1259874000.0,77.97133,video,1,1.7855957,2.7855957,1,0.28072813,continuous
light,0,37,16,1,1.0,4.0,1242804900.0,4971219500.0,68.89954,video,0,,,1,0.73539615,continuous
light,0,38,17,1,1.0,4.0,659790500.0,2639162000.0,60.850094,image,0,,,1,0.66779256,continuous
light,0,39,19,1,1.0,5.0,715998800.0,3579994000.0,69.576035,image,0,,,0,0.0,discrete
light,0,40,19,1,1.0,4.0,525486370.0,2101945500.0,94.52702,video,1,1.653229,2.653229,0,0.0,discrete
light,0,41,1,2,2.0,3.0,1076317200.0,3228951600.0,54.50378,image,0,,,1,0.26342708,continuous
light,0,42,1,2,2.0,5.0,1084784500.0,5423922700.0,55.638367,text,0,,,0,0.0,discrete
light,0,43,2,2,2.0,2.0,614812200.0,1229624400.0,61.84976,sensor,0,,,0,0.0,discrete
light,0,44,5,2,2.0,2.0,866147300.0,1732294700.0,60.03052,video,0,,,0,0.0,discrete
light,0,45,5,2,2.0,4.0,1497869700.0,5991479000.0,71.50794,video,0,,,0,0.0,discrete
light,0,46,6,2,2.0,2.0,650502900.0,1301005800.0,70.33863,image,0,,,0,0.0,discrete
light,0,47,6,2,2.0,4.0,913291700.0,3653166800.0,77.18861,text,0,,,0,0.0,discrete
light,0,48,6,2,2.0,3.0,1863455700.0,5590367000.0,48.384827,video,1,0.9768414,2.9768414,0,0.0,discrete
light,0,49,8,2,2.0,2.0,1221956100.0,2443912200.0,96.80389,image,0,,,0,0.0,discrete
light,0,50,11,2,2.0,3.0,997087360.0,2991262000.0,68.25344,image,0,,,0,0.0,discrete
light,0,51,12,2,2.0,5.0,2007655000.0,10038275000.0,98.987045,text,1,0.9111405,2.9111404,0,0.0,discrete
light,0,52,14,2,2.0,3.0,930979700.0,2792939000.0,44.927845,text,0,,,0,0.0,discrete
light,0,53,17,2,2.0,2.0,589605100.0,1179210200.0,115.63065,image,0,,,0,0.0,discrete
light,0,54,18,2,2.0,3.0,825661630.0,2476984800.0,59.74177,video,0,,,0,0.0,discrete
light,0,55,19,2,2.0,4.0,708748500.0,2834994000.0,49.52192,sensor,0,,,0,0.0,discrete
light,0,56,19,2,2.0,2.0,629783360.0,1259566700.0,59.159023,image,0,,,0,0.0,discrete
light,0,57,0,3,3.0,3.0,802110400.0,2406331100.0,56.24564,sensor,1,0.9091805,3.9091804,0,0.0,discrete
light,0,58,2,3,3.0,2.0,826236300.0,1652472600.0,37.792866,text,0,,,0,0.0,discrete
light,0,59,4,3,3.0,2.0,1121239400.0,2242478800.0,70.50986,text,0,,,0,0.0,discrete
light,0,60,7,3,3.0,2.0,1007529000.0,2015058000.0,58.079067,sensor,0,,,0,0.0,discrete
light,0,61,8,3,3.0,5.0,1106703700.0,5533519000.0,53.926178,text,0,,,0,0.0,discrete
light,0,62,9,3,3.0,2.0,712627700.0,1425255400.0,59.29594,image,0,,,1,0.39679766,continuous
light,0,63,11,3,3.0,3.0,1709539600.0,5128619000.0,119.691536,sensor,0,,,0,0.0,discrete
light,0,64,15,3,3.0,4.0,1302819500.0,5211278000.0,119.41232,video,0,,,0,0.0,discrete
light,0,65,16,3,3.0,5.0,1614540200.0,8072701000.0,81.24285,image,0,,,1,0.73505867,continuous
light,0,66,17,3,3.0,5.0,831370800.0,4156854000.0,97.5614,image,0,,,0,0.0,discrete
light,0,67,17,3,3.0,4.0,975756100.0,3903024400.0,112.12994,video,0,,,0,0.0,discrete
light,0,68,19,3,3.0,3.0,603094700.0,1809284100.0,79.98707,image,0,,,1,0.40174657,continuous
light,0,69,0,4,4.0,3.0,1153063600.0,3459190800.0,58.00601,sensor,1,1.2684635,5.2684636,0,0.0,discrete
light,0,70,1,4,4.0,2.0,610077500.0,1220155000.0,54.349064,video,0,,,0,0.0,discrete
light,0,71,2,4,4.0,5.0,769172030.0,3845860000.0,74.83142,text,0,,,0,0.0,discrete
light,0,72,3,4,4.0,3.0,527098140.0,1581294500.0,63.111706,sensor,0,,,0,0.0,discrete
light,0,73,3,4,4.0,5.0,1605852500.0,8029263000.0,108.78485,text,0,,,0,0.0,discrete
light,0,74,3,4,4.0,2.0,1126055700.0,2252111400.0,27.364492,sensor,0,,,0,0.0,discrete
light,0,75,4,4,4.0,3.0,1185691100.0,3557073200.0,54.396545,video,0,,,0,0.0,discrete
light,0,76,4,4,4.0,4.0,1269947900.0,5079791600.0,71.37695,sensor,0,,,0,0.0,discrete
light,0,77,5,4,4.0,2.0,1034356350.0,2068712700.0,44.33467,text,0,,,0,0.0,discrete
light,0,78,8,4,4.0,3.0,800493600.0,2401480700.0,50.10801,image,1,1.7101414,5.710141,0,0.0,discrete
light,0,79,8,4,4.0,3.0,1088534500.0,3265603600.0,89.3087,image,0,,,0,0.0,discrete
light,0,80,9,4,4.0,2.0,1447714400.0,2895428900.0,79.39121,image,0,,,1,0.7144609,continuous
light,0,81,9,4,4.0,5.0,1193331600.0,5966658000.0,95.1245,sensor,0,,,1,0.4874651,continuous
light,0,82,11,4,4.0,2.0,1288658000.0,2577316000.0,72.51224,sensor,0,,,0,0.0,discrete
light,0,83,11,4,4.0,4.0,647648500.0,2590594000.0,48.861694,text,0,,,0,0.0,discrete
light,0,84,13,4,4.0,4.0,1460981000.0,5843924000.0,93.42786,video,0,,,0,0.0,discrete
light,0,85,16,4,4.0,4.0,2373548500.0,9494194000.0,53.417645,text,0,,,0,0.0,discrete
light,0,86,17,4,4.0,5.0,1392794900.0,6963974000.0,33.781338,video,0,,,1,0.6204761,continuous
light,0,87,18,4,4.0,4.0,1441417600.0,5765670400.0,46.112114,text,0,,,0,0.0,discrete
light,0,88,0,5,5.0,4.0,1387299600.0,5549198300.0,76.07203,text,0,,,0,0.0,discrete
light,0,89,1,5,5.0,5.0,860709900.0,4303549400.0,44.992054,text,1,1.5060436,6.5060434,0,0.0,discrete
light,0,90,2,5,5.0,2.0,971036160.0,1942072300.0,70.75397,video,0,,,0,0.0,discrete
light,0,91,2,5,5.0,4.0,552835600.0,2211342300.0,66.71415,text,0,,,0,0.0,discrete
light,0,92,3,5,5.0,4.0,1495670800.0,5982683000.0,47.73633,text,1,1.9485995,6.9485993,0,0.0,discrete
light,0,93,5,5,5.0,3.0,1068811100.0,3206433300.0,92.882256,sensor,0,,,0,0.0,discrete
light,0,94,5,5,5.0,2.0,1406910800.0,2813821700.0,84.27379,text,1,1.8108703,6.81087,0,0.0,discrete
light,0,95,6,5,5.0,2.0,1541224600.0,3082449200.0,69.297356,text,0,,,1,0.6635916,continuous
light,0,96,8,5,5.0,5.0,889412900.0,4447064600.0,66.55915,text,0,,,0,0.0,discrete
light,0,97,8,5,5.0,2.0,1014355140.0,2028710300.0,70.07435,text,0,,,1,0.70411783,continuous
light,0,98,9,5,5.0,3.0,999261400.0,2997784000.0,46.01622,sensor,0,,,0,0.0,discrete
light,0,99,10,5,5.0,4.0,980405600.0,3921622500.0,49.114323,text,0,,,1,0.66727936,continuous
light,0,100,13,5,5.0,3.0,682820160.0,2048460500.0,53.781624,sensor,0,,,0,0.0,discrete
light,0,101,13,5,5.0,4.0,614970940.0,2459883800.0,39.794476,sensor,0,,,0,0.0,discrete
light,0,102,15,5,5.0,2.0,960861700.0,1921723400.0,83.874985,text,0,,,1,0.29590973,continuous
light,0,103,15,5,5.0,3.0,1117819300.0,3353457700.0,47.63038,image,0,,,0,0.0,discrete
light,0,104,16,5,5.0,2.0,1873590900.0,3747181800.0,94.19585,video,0,,,1,0.70824873,continuous
light,0,105,19,5,5.0,2.0,748960000.0,1497920000.0,55.069225,image,0,,,0,0.0,discrete
light,0,106,19,5,5.0,3.0,710917600.0,2132752900.0,120.13808,image,1,1.3457046,6.3457046,1,0.28259048,continuous
light,0,107,19,5,5.0,3.0,634904640.0,1904713900.0,53.54548,text,1,1.9823763,6.9823766,0,0.0,discrete
light,0,108,0,6,6.0,4.0,673037440.0,2692149800.0,43.260616,image,0,,,0,0.0,discrete
light,0,109,1,6,6.0,2.0,978078600.0,1956157200.0,45.06644,sensor,0,,,1,0.44858927,continuous
light,0,110,1,6,6.0,3.0,739850200.0,2219550500.0,77.28761,text,0,,,0,0.0,discrete
light,0,111,1,6,6.0,5.0,619675200.0,3098376000.0,114.914604,image,0,,,0,0.0,discrete
light,0,112,5,6,6.0,4.0,796463600.0,3185854500.0,37.6646,image,0,,,0,0.0,discrete
light,0,113,5,6,6.0,4.0,738126660.0,2952506600.0,53.046818,video,0,,,0,0.0,discrete
light,0,114,5,6,6.0,2.0,1048526000.0,2097052000.0,89.76287,sensor,0,,,1,0.33385783,continuous
light,0,115,9,6,6.0,2.0,1648415700.0,3296831500.0,59.826576,text,0,,,0,0.0,discrete
light,0,116,9,6,6.0,5.0,844428600.0,4222143000.0,94.211296,image,0,,,0,0.0,discrete
light,0,117,10,6,6.0,2.0,982519800.0,1965039600.0,108.15472,image,0,,,0,0.0,discrete
light,0,118,10,6,6.0,3.0,311278850.0,933836540.0,63.396973,text,0,,,0,0.0,discrete
light,0,119,10,6,6.0,3.0,848566000.0,2545698000.0,35.44333,text,0,,,1,0.26847872,continuous
light,0,120,12,6,6.0,3.0,1630943400.0,4892829700.0,92.63882,image,0,,,0,0.0,discrete
light,0,121,12,6,6.0,4.0,546831700.0,2187326700.0,54.52005,sensor,1,1.1425686,7.1425686,0,0.0,discrete
light,0,122,12,6,6.0,2.0,852106800.0,1704213600.0,61.53252,video,0,,,0,0.0,discrete
light,0,123,12,6,6.0,3.0,1147222100.0,3441666300.0,49.16136,image,0,,,1,0.3217593,continuous
light,0,124,12,6,6.0,5.0,1084178200.0,5420890600.0,85.6792,image,0,,,0,0.0,discrete
light,0,125,17,6,6.0,3.0,783366700.0,2350100200.0,34.550117,image,0,,,1,0.26412344,continuous
light,0,126,17,6,6.0,3.0,738596860.0,2215790600.0,72.29057,text,0,,,0,0.0,discrete
light,0,127,17,6,6.0,5.0,647187500.0,3235937500.0,53.07259,sensor,1,1.1719792,7.171979,0,0.0,discrete
light,0,128,18,6,6.0,4.0,861092000.0,3444368000.0,64.12517,sensor,0,,,0,0.0,discrete
light,0,129,18,6,6.0,5.0,1188645400.0,5943227000.0,107.86439,video,0,,,0,0.0,discrete
light,0,130,2,7,7.0,5.0,816752500.0,4083762700.0,63.84535,image,0,,,1,0.68134046,continuous
light,0,131,4,7,7.0,2.0,548196540.0,1096393100.0,76.98836,image,0,,,1,0.4215185,continuous
light,0,132,4,7,7.0,4.0,747812030.0,2991248100.0,126.09183,sensor,0,,,0,0.0,discrete
light,0,133,5,7,7.0,4.0,1812255100.0,7249020400.0,59.75575,sensor,0,,,0,0.0,discrete
light,0,134,5,7,7.0,5.0,1048201660.0,5241008000.0,25.340588,video,0,,,0,0.0,discrete
light,0,135,6,7,7.0,4.0,886255400.0,3545021700.0,68.392044,sensor,0,,,1,0.5933987,continuous
light,0,136,7,7,7.0,2.0,692150100.0,1384300200.0,64.42019,sensor,0,,,0,0.0,discrete
light,0,137,8,7,7.0,3.0,1671328900.0,5013987000.0,130.07552,sensor,0,,,0,0.0,discrete
light,0,138,9,7,7.0,5.0,1820092800.0,9100464000.0,45.36468,image,0,,,0,0.0,discrete
light,0,139,9,7,7.0,5.0,1163773700.0,5818868000.0,87.037125,text,0,,,0,0.0,discrete
light,0,140,10,7,7.0,3.0,852343600.0,2557031000.0,45.945786,image,0,,,0,0.0,discrete
light,0,141,11,7,7.0,2.0,1110966000.0,2221932000.0,58.011833,image,0,,,0,0.0,discrete
light,0,142,11,7,7.0,5.0,666170100.0,3330850800.0,88.43981,video,0,,,0,0.0,discrete
light,0,143,11,7,7.0,5.0,1016161200.0,5080806000.0,51.36315,text,0,,,0,0.0,discrete
light,0,144,12,7,7.0,4.0,1537113100.0,6148452400.0,52.10842,sensor,0,,,0,0.0,discrete
light,0,145,1,8,8.0,4.0,1723309600.0,6893238300.0,47.984966,sensor,0,,,0,0.0,discrete
light,0,146,1,8,8.0,3.0,1150295300.0,3450885600.0,130.16008,text,0,,,1,0.28076735,continuous
light,0,147,1,8,8.0,5.0,2373548500.0,11867742000.0,50.332916,text,0,,,0,0.0,discrete
light,0,148,2,8,8.0,2.0,1284978600.0,2569957000.0,80.81337,image,0,,,0,0.0,discrete
light,0,149,4,8,8.0,4.0,812836350.0,3251345400.0,106.17749,text,0,,,0,0.0,discrete
light,0,150,4,8,8.0,4.0,553228200.0,2212913000.0,43.59288,text,0,,,0,0.0,discrete
light,0,151,4,8,8.0,4.0,1892495000.0,7569980000.0,72.1508,image,0,,,0,0.0,discrete
light,0,152,5,8,8.0,5.0,417041630.0,2085208200.0,71.29293,text,0,,,1,0.50959957,continuous
light,0,153,6,8,8.0,4.0,1344927500.0,5379710000.0,97.49031,image,0,,,0,0.0,discrete
light,0,154,8,8,8.0,5.0,449552800.0,2247764000.0,42.26817,image,0,,,1,0.65313303,continuous
light,0,155,12,8,8.0,2.0,538911700.0,1077823400.0,62.490845,video,0,,,0,0.0,discrete
light,0,156,13,8,8.0,3.0,646882700.0,1940648100.0,33.711628,image,0,,,1,0.69000745,continuous
light,0,157,13,8,8.0,3.0,1387739300.0,4163217700.0,45.54702,text,0,,,0,0.0,discrete
light,0,158,15,8,8.0,3.0,1362558100.0,4087674400.0,70.140396,image,0,,,0,0.0,discrete
light,0,159,16,8,8.0,4.0,773885500.0,3095542000.0,54.226612,sensor,0,,,0,0.0,discrete
light,0,160,16,8,8.0,5.0,968819100.0,4844095500.0,82.78116,video,0,,,0,0.0,discrete
light,0,161,18,8,8.0,5.0,902233800.0,4511169000.0,122.49908,image,0,,,1,0.461903,continuous
light,0,162,0,9,9.0,3.0,735299460.0,2205898500.0,69.51514,sensor,0,,,0,0.0,discrete
light,0,163,1,9,9.0,2.0,890992000.0,1781984000.0,90.09649,text,0,,,1,0.5188349,continuous
light,0,164,2,9,9.0,3.0,813467600.0,2440402700.0,76.85844,image,1,1.3522612,10.352262,0,0.0,discrete
light,0,165,2,9,9.0,5.0,1291199200.0,6455996400.0,60.956722,text,0,,,0,0.0,discrete
light,0,166,3,9,9.0,2.0,1056441800.0,2112883600.0,49.21658,text,0,,,0,0.0,discrete
light,0,167,4,9,9.0,4.0,1697639600.0,6790558000.0,65.22664,sensor,0,,,0,0.0,discrete
light,0,168,5,9,9.0,3.0,897533100.0,2692599300.0,38.38553,video,1,1.0459939,10.045994,0,0.0,discrete
light,0,169,5,9,9.0,5.0,1346426500.0,6732132400.0,122.698074,text,0,,,0,0.0,discrete
light,0,170,7,9,9.0,3.0,929373630.0,2788120800.0,110.4288,text,0,,,0,0.0,discrete
light,0,171,7,9,9.0,2.0,1170477700.0,2340955400.0,76.86461,text,0,,,0,0.0,discrete
light,0,172,8,9,9.0,3.0,1153192100.0,3459576300.0,44.62621,image,0,,,0,0.0,discrete
light,0,173,10,9,9.0,5.0,2373548500.0,11867742000.0,61.10329,image,0,,,0,0.0,discrete
light,0,174,10,9,9.0,5.0,448917980.0,2244590000.0,69.88022,text,0,,,1,0.32262662,continuous
light,0,175,12,9,9.0,5.0,794602500.0,3973012700.0,50.773323,text,0,,,0,0.0,discrete
light,0,176,12,9,9.0,4.0,1137881900.0,4551527400.0,51.52334,text,0,,,0,0.0,discrete
light,0,177,13,9,9.0,2.0,1586043300.0,3172086500.0,86.898254,image,1,1.2215796,10.22158,0,0.0,discrete
light,0,178,14,9,9.0,3.0,1466762000.0,4400285700.0,67.91033,text,0,,,0,0.0,discrete
light,0,179,15,9,9.0,5.0,746554560.0,3732772900.0,47.49083,image,0,,,1,0.5115069,continuous
light,0,180,16,9,9.0,5.0,1249863600.0,6249317400.0,91.198296,sensor,1,0.8517012,9.851701,0,0.0,discrete
light,0,181,16,9,9.0,3.0,532027680.0,1596083000.0,45.416237,video,0,,,1,0.25882563,continuous
light,0,182,17,9,9.0,2.0,1154912400.0,2309824800.0,65.227974,image,0,,,0,0.0,discrete
light,0,183,19,9,9.0,5.0,991176060.0,4955880000.0,33.763924,video,0,,,0,0.0,discrete
light,0,184,19,9,9.0,5.0,2373548500.0,11867742000.0,64.4673,text,0,,,0,0.0,discrete
light,0,185,19,9,9.0,5.0,773791940.0,3868959700.0,96.38191,sensor,0,,,0,0.0,discrete
light,0,186,19,9,9.0,3.0,777937340.0,2333812000.0,69.47612,image,0,,,0,0.0,discrete
light,0,187,0,10,10.0,2.0,1266511100.0,2533022200.0,93.56142,image,0,,,0,0.0,discrete
light,0,188,0,10,10.0,2.0,1565808300.0,3131616500.0,56.32169,image,1,1.237065,11.237065,1,0.29016668,continuous
light,0,189,1,10,10.0,2.0,1212454700.0,2424909300.0,68.57845,image,0,,,0,0.0,discrete
light,0,190,1,10,10.0,5.0,923468900.0,4617344500.0,42.673763,video,0,,,0,0.0,discrete
light,0,191,3,10,10.0,5.0,1195484900.0,5977424400.0,58.650963,video,1,1.9820915,11.982092,0,0.0,discrete
light,0,192,3,10,10.0,4.0,816516160.0,3266064600.0,31.741482,text,0,,,0,0.0,discrete
light,0,193,3,10,10.0,3.0,1177002500.0,3531007500.0,102.020164,image,0,,,0,0.0,discrete
light,0,194,4,10,10.0,4.0,1516169700.0,6064679000.0,61.880795,image,0,,,0,0.0,discrete
light,0,195,4,10,10.0,3.0,1133462700.0,3400387800.0,101.416824,image,0,,,1,0.6408118,continuous
light,0,196,5,10,10.0,5.0,1313858300.0,6569291300.0,111.25474,text,0,,,0,0.0,discrete
light,0,197,6,10,10.0,2.0,1042382900.0,2084765800.0,84.41331,image,1,1.1652668,11.165267,0,0.0,discrete
light,0,198,7,10,10.0,3.0,941568700.0,2824706000.0,90.22223,image,0,,,0,0.0,discrete
light,0,199,7,10,10.0,4.0,1030259800.0,4121039000.0,72.84411,video,0,,,1,0.5201067,continuous
light,0,200,10,10,10.0,4.0,810861950.0,3243447800.0,77.69121,text,0,,,0,0.0,discrete
light,0,201,10,10,10.0,2.0,894383200.0,1788766500.0,45.538376,video,0,,,1,0.3318141,continuous
light,0,202,10,10,10.0,2.0,1325962900.0,2651925800.0,106.708176,image,0,,,0,0.0,discrete
light,0,203,13,10,10.0,4.0,622232700.0,2488930800.0,42.834877,image,1,1.3811332,11.381133,0,0.0,discrete
light,0,204,13,10,10.0,4.0,431694400.0,1726777600.0,47.62341,video,0,,,0,0.0,discrete
light,0,205,14,10,10.0,4.0,652310660.0,2609242600.0,94.32804,image,0,,,0,0.0,discrete
light,0,206,14,10,10.0,5.0,759504060.0,3797520400.0,73.46148,image,0,,,1,0.56626475,continuous
light,0,207,14,10,10.0,5.0,996493950.0,4982469600.0,48.162575,image,0,,,0,0.0,discrete
light,0,208,14,10,10.0,3.0,1368533500.0,4105600300.0,59.242928,text,0,,,0,0.0,discrete
light,0,209,16,10,10.0,3.0,936404000.0,2809212000.0,51.40945,video,0,,,1,0.44712725,continuous
light,0,210,16,10,10.0,5.0,1700397000.0,8501986000.0,80.32503,sensor,0,,,1,0.45184383,continuous
light,0,211,18,10,10.0,4.0,1230176900.0,4920707600.0,84.66531,image,0,,,0,0.0,discrete
light,0,212,19,10,10.0,3.0,1057878340.0,3173635000.0,88.25673,video,0,,,0,0.0,discrete
light,0,213,19,10,10.0,5.0,1098301600.0,5491508000.0,48.910484,sensor,0,,,0,0.0,discrete
light,0,214,1,11,11.0,5.0,1158290300.0,5791451600.0,104.54468,sensor,0,,,0,0.0,discrete
light,0,215,2,11,11.0,3.0,1003668740.0,3011006200.0,69.50208,text,0,,,0,0.0,discrete
light,0,216,2,11,11.0,2.0,1514744800.0,3029489700.0,66.70946,text,0,,,0,0.0,discrete
light,0,217,2,11,11.0,2.0,1378620200.0,2757240300.0,139.9989,sensor,0,,,0,0.0,discrete
light,0,218,3,11,11.0,3.0,1146955500.0,3440866600.0,68.007,video,0,,,0,0.0,discrete
light,0,219,3,11,11.0,4.0,1061798340.0,4247193300.0,45.580395,video,1,1.5120008,12.512001,0,0.0,discrete
light,0,220,4,11,11.0,4.0,1503060700.0,6012243000.0,48.579487,text,1,1.0307013,12.030702,0,0.0,discrete
light,0,221,4,11,11.0,2.0,775719400.0,1551438800.0,81.47259,text,0,,,0,0.0,discrete
light,0,222,4,11,11.0,3.0,737434200.0,2212302600.0,57.386147,video,0,,,1,0.6174808,continuous
light,0,223,5,11,11.0,3.0,805377800.0,2416133400.0,69.70631,image,0,,,0,0.0,discrete
light,0,224,5,11,11.0,3.0,727923500.0,2183770600.0,86.94297,text,0,,,0,0.0,discrete
light,0,225,6,11,11.0,2.0,563404400.0,1126808800.0,133.62445,text,1,1.8141975,12.814198,0,0.0,discrete
light,0,226,6,11,11.0,3.0,1123460200.0,3370380800.0,45.659286,video,0,,,1,0.52917874,continuous
light,0,227,8,11,11.0,5.0,1071440640.0,5357203000.0,102.96617,image,0,,,0,0.0,discrete
light,0,228,9,11,11.0,4.0,780719170.0,3122876700.0,50.37349,image,1,1.1594983,12.159498,0,0.0,discrete
light,0,229,12,11,11.0,3.0,727189900.0,2181569500.0,50.09904,text,1,1.7847666,12.784766,0,0.0,discrete
light,0,230,12,11,11.0,3.0,1001511500.0,3004534500.0,49.092556,sensor,0,,,0,0.0,discrete
light,0,231,18,11,11.0,2.0,2000983900.0,4001967900.0,73.759926,image,0,,,0,0.0,discrete
light,0,232,18,11,11.0,4.0,879625700.0,3518503000.0,95.801254,text,0,,,1,0.51753247,continuous
light,0,233,18,11,11.0,4.0,1435543300.0,5742173000.0,65.94439,image,0,,,0,0.0,discrete
light,0,234,19,11,11.0,2.0,1078335900.0,2156671700.0,52.307262,image,0,,,0,0.0,discrete
light,0,235,19,11,11.0,3.0,496980960.0,1490942800.0,111.32226,sensor,0,,,0,0.0,discrete
light,0,236,19,11,11.0,2.0,1221257500.0,2442515000.0,82.3543,image,0,,,0,0.0,discrete
light,0,237,0,12,12.0,5.0,597573500.0,2987867600.0,84.019966,image,1,0.8163329,12.816333,0,0.0,discrete
light,0,238,1,12,12.0,3.0,1986163000.0,5958489000.0,52.558323,text,0,,,0,0.0,discrete
light,0,239,1,12,12.0,5.0,973695740.0,4868479000.0,72.15885,sensor,0,,,0,0.0,discrete
light,0,240,1,12,12.0,2.0,813001500.0,1626003000.0,51.70523,text,0,,,0,0.0,discrete
light,0,241,3,12,12.0,3.0,881495400.0,2644486400.0,95.655,sensor,0,,,0,0.0,discrete
light,0,242,5,12,12.0,4.0,1255113600.0,5020454400.0,57.301327,text,0,,,0,0.0,discrete
light,0,243,6,12,12.0,2.0,1031981400.0,2063962800.0,34.05511,video,0,,,0,0.0,discrete
light,0,244,7,12,12.0,2.0,1543510100.0,3087020300.0,38.609543,sensor,0,,,1,0.3625219,continuous
light,0,245,8,12,12.0,2.0,1288770700.0,2577541400.0,81.19647,video,0,,,1,0.4692025,continuous
light,0,246,8,12,12.0,2.0,774915500.0,1549831000.0,68.40716,image,0,,,0,0.0,discrete
light,0,247,8,12,12.0,2.0,1116289300.0,2232578600.0,35.579025,image,0,,,0,0.0,discrete
light,0,248,10,12,12.0,4.0,1532259500.0,6129038000.0,52.047787,image,1,1.0604206,13.060421,0,0.0,discrete
light,0,249,11,12,12.0,4.0,1694706200.0,6778824700.0,113.695274,video,0,,,1,0.737306,continuous
light,0,250,11,12,12.0,3.0,1849698400.0,5549095400.0,76.37548,video,1,1.938184,13.938184,1,0.4017288,continuous
light,0,251,12,12,12.0,3.0,700548900.0,2101646700.0,40.81209,video,0,,,0,0.0,discrete
