scenario,episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint
moderate,0,27,3,10,10.0,2.999997815495086,1200001571.37874,3600002092.726891,64.00000549015645,sensor,1,1.2546566396044607,11.25465663960446,0,0.0,discrete
moderate,0,28,12,10,10.0,2.9999981105921516,1200001760.992751,3600003015.6855073,64.00007568324945,sensor,0,,,0,0.0,discrete
moderate,0,29,13,11,11.0,2.9999988004175475,1199997977.6230187,3599992493.372539,63.99998848602392,video,0,,,0,0.0,discrete
moderate,0,30,2,12,12.0,3.0000019426857674,1199998757.0468798,3599998602.3611455,63.99999982258672,video,0,,,0,0.0,discrete
moderate,0,31,16,12,12.0,3.0000019166575003,1200001160.5268278,3600005781.571708,63.999967897962065,sensor,1,0.8797735473748718,12.879773547374871,1,0.7243524580839251,continuous
moderate,0,32,17,12,12.0,2.9999982305562223,1199999644.660985,3599996810.6510506,63.99995342960515,image,0,,,0,0.0,discrete
moderate,0,33,2,13,13.0,2.9999983040155525,1200001381.5745664,3600002109.540019,63.99996340371067,text,0,,,1,0.7976942832270713,continuous
moderate,0,34,3,13,13.0,2.9999966700722576,1200000163.672423,3599996495.1034327,63.99997328271273,image,0,,,1,0.49225430878464277,continuous
moderate,0,35,14,13,13.0,3.000002761612094,1200002038.678065,3600009429.974338,63.999952662681984,text,0,,,0,0.0,discrete
moderate,0,36,4,14,14.0,3.000003454065284,1199999042.8204885,3600001273.3365,63.99997967622007,sensor,1,0.8713036562091858,14.871303656209186,0,0.0,discrete
moderate,0,37,5,14,14.0,3.000000965161397,1199998751.28868,3599997412.0585113,64.00002078916361,video,0,,,1,0.690937632031412,continuous
moderate,0,38,6,15,15.0,2.9999961835287015,1199999660.035281,3599994400.341582,64.00003894183817,image,0,,,1,0.41712943692777765,continuous
moderate,0,39,12,15,15.0,3.0000053526381567,1199996934.243726,3599997225.880556,63.99995474506182,sensor,0,,,1,0.6651348522352126,continuous
moderate,0,40,17,16,16.0,3.000001397843422,1199999905.2918558,3600001393.2875414,63.999958359217025,image,0,,,0,0.0,discrete
moderate,0,41,7,17,17.0,2.999998729651128,1199999086.714789,3599995735.7268806,64.00008523041794,text,1,1.3163579040711673,18.316357904071168,0,0.0,discrete
moderate,0,42,8,17,17.0,3.000002921907867,1199998192.5900393,3599998084.0542774,64.00010366662517,video,0,,,0,0.0,discrete
moderate,0,43,11,17,17.0,2.999999803110415,1199998992.4604723,3599996741.1141133,63.99996724029268,text,0,,,1,0.6231989105358388,continuous
moderate,0,44,14,17,17.0,2.9999997621656513,1200000003.5644143,3599999725.2920237,64.00000167442909,sensor,0,,,1,0.49013060273546677,continuous
moderate,0,45,9,18,18.0,2.9999956877350105,1200001408.0188391,3599999049.332458,64.00000468745074,image,1,0.914665505415402,18.914665505415403,0,0.0,discrete
moderate,0,46,12,18,18.0,2.9999968719723267,1200000249.5107949,3599996994.898396,63.99994162446302,image,0,,,0,0.0,discrete
moderate,0,47,13,18,18.0,2.999998095827689,1199999076.1779583,3599994943.5288606,63.999976611117276,sensor,0,,,1,0.4975697828767872,continuous
moderate,0,48,6,19,19.0,3.0000023368821664,1200000951.690841,3600005659.3333464,64.00007608483624,text,1,1.2336916187826148,20.233691618782615,0,0.0,discrete
moderate,0,49,12,20,20.0,2.999997167710097,1200000209.513896,3599997229.793211,63.999990585882344,text,0,,,0,0.0,discrete
moderate,0,50,16,20,20.0,2.9999980657305776,1200001438.3153102,3600001993.819842,63.999992158829684,text,0,,,0,0.0,discrete
moderate,0,51,0,21,21.0,2.99999799098251,1200001243.5401742,3600001319.797036,64.00009729986344,text,0,,,0,0.0,discrete
moderate,0,52,3,21,21.0,3.0000097597650277,1199999421.174597,3600009975.236175,63.999974110692264,text,0,,,0,0.0,discrete
moderate,0,53,14,21,21.0,2.99999678318397,1200002206.5206227,3600002759.375534,63.999912440602614,video,0,,,0,0.0,discrete
moderate,0,54,14,22,22.0,2.9999990379328874,1200001459.7467177,3600003224.7582135,63.99999141105529,image,0,,,1,0.4750034656861862,continuous
moderate,0,55,16,22,22.0,2.999999967108716,1200001273.269133,3600003780.3378167,64.00008584703843,text,0,,,1,0.4492710663689662,continuous
moderate,0,56,3,23,23.0,2.999998545785371,1199998868.5841856,3599994860.696647,63.99988226270243,video,0,,,0,0.0,discrete
moderate,0,57,0,24,24.0,3.000000680995936,1200001422.8069847,3600005085.6170464,63.99993394806002,text,0,,,0,0.0,discrete
moderate,0,58,9,24,24.0,2.9999974652292245,1200000275.2860992,3599997784.132669,63.99993383870522,video,0,,,0,0.0,discrete
moderate,0,59,14,27,27.0,3.0000000702848495,1200000567.5364962,3600001786.951348,63.99999268391622,text,0,,,0,0.0,discrete
moderate,0,60,1,29,29.0,3.0000018298909557,1200000452.0818913,3600003552.115648,64.00002890571724,sensor,0,,,0,0.0,discrete
moderate,0,61,3,29,29.0,3.0000012685773854,1199999704.1418371,3600000634.7179985,64.00007411778225,text,1,0.7677365369047172,29.767736536904717,0,0.0,discrete
moderate,0,62,4,29,29.0,2.9999982656818007,1200001178.563174,3600001454.505639,63.999978059426425,image,0,,,1,0.3917555399878015,continuous
moderate,0,63,5,29,29.0,2.999995853638033,1200001249.7698045,3599998773.669871,64.00007521968543,video,0,,,0,0.0,discrete
moderate,0,64,9,29,29.0,3.0000014671434507,1200000399.9981124,3600002960.5670652,64.00006384749388,image,0,,,1,0.7757900782983613,continuous
moderate,0,65,10,29,29.0,2.999999149753714,1199999551.0546181,3599997632.868693,63.9999428756392,video,0,,,0,0.0,discrete
moderate,0,66,12,29,29.0,3.000000998896172,1199997494.995656,3599993683.659872,64.00016596460928,image,0,,,0,0.0,discrete
moderate,0,67,5,30,30.0,2.999994224207983,1200000092.2950962,3599993345.9343348,64.00002556342756,video,1,0.8391369510103712,30.83913695101037,0,0.0,discrete
moderate,0,68,15,30,30.0,2.999995469291635,1199998171.0147629,3599989076.2025375,63.99987325312995,image,0,,,1,0.7359446999124621,continuous
moderate,0,69,15,30,30.0,2.999997624990956,1200001198.6982512,3600000746.0810537,64.0000596462967,sensor,1,0.635972453533148,30.63597245353315,0,0.0,discrete
moderate,0,70,8,31,31.0,3.000000201730949,1199999622.514692,3599999109.6211386,64.00004051837443,image,1,0.612710752398166,31.612710752398165,1,0.5195358233284335,continuous
moderate,0,71,11,31,31.0,2.9999991817722136,1200000140.8494134,3599999440.6747813,64.00003824194582,sensor,0,,,0,0.0,discrete
moderate,0,72,1,32,32.0,3.0000033555886487,1200000024.7800028,3600004101.04647,63.999980428080974,text,0,,,1,0.5922599207265442,continuous
moderate,0,73,12,32,32.0,3.0000021176424543,1200000137.961837,3600002955.0567484,63.99997425085108,video,0,,,1,0.35835727059316363,continuous
moderate,0,74,3,33,33.0,3.0000021800264745,1200000049.8486845,3600002765.577932,63.999962517762675,sensor,0,,,0,0.0,discrete
moderate,0,75,6,33,33.0,3.0000089515815596,1200000149.7283154,3600011191.084158,64.00002564121405,sensor,0,,,0,0.0,discrete
moderate,0,76,3,34,34.0,3.0000066995733805,1200000261.8551373,3600008825.055223,63.999850880287156,image,0,,,1,0.4746604631235471,continuous
moderate,0,77,8,34,34.0,2.999996996292492,1199997901.7426121,3599990100.785129,63.99998440155588,video,0,,,0,0.0,discrete
moderate,0,78,12,34,34.0,2.9999989468532275,1199997633.1675842,3599991635.7291183,63.99994589465171,video,0,,,0,0.0,discrete
moderate,0,79,6,35,35.0,3.0000033298247097,1199997374.168564,3599996118.2866006,64.00002791628752,image,1,0.7275203552330626,35.72752035523306,0,0.0,discrete
moderate,0,80,6,35,35.0,2.9999977047690063,1199998053.6132815,3599991406.5671196,63.999883385459874,text,0,,,0,0.0,discrete
moderate,0,81,13,35,35.0,3.0000018642556423,1200001027.5963337,3600005319.897688,63.99996664069258,image,0,,,0,0.0,discrete
moderate,0,82,4,36,36.0,2.9999991613142813,1200000589.4478114,3600000761.9200773,64.000036657573,text,0,,,1,0.4681431833690644,continuous
moderate,0,83,6,36,36.0,3.000003913410505,1199999011.9103017,3600001731.8196445,64.0000427867068,sensor,1,0.647666924297102,36.6476669242971,1,0.328064149133292,continuous
moderate,0,84,6,36,36.0,2.9999998478003884,1200000849.2066414,3600002364.9802613,63.999996620462305,text,0,,,0,0.0,discrete
moderate,0,85,3,37,37.0,3.000000797899142,1200001746.8552392,3600006198.0460815,63.999872427054605,text,0,,,1,0.6397972522840769,continuous
moderate,0,86,14,37,37.0,2.9999966250033823,1199995502.1997368,3599982456.618449,63.99991513949973,text,0,,,0,0.0,discrete
moderate,0,87,2,38,38.0,3.000002874898229,1200001149.4817472,3600006898.326421,64.0000335328992,image,0,,,0,0.0,discrete
moderate,0,88,3,38,38.0,2.9999969428298168,1200003021.402661,3600005395.5945263,64.00005602887387,text,0,,,0,0.0,discrete
moderate,0,89,3,38,38.0,3.0000001612255796,1199999532.973204,3599998792.390232,63.99993476027956,sensor,0,,,0,0.0,discrete
moderate,0,90,6,38,38.0,3.0000022633060532,1200002145.794134,3600009153.354522,64.0000213925421,text,0,,,0,0.0,discrete
moderate,0,91,9,38,38.0,2.999998416069085,1199998954.4968417,3599994962.775083,63.99994843107368,sensor,0,,,1,0.7695316312903964,continuous
moderate,0,92,8,39,39.0,3.0000043977829134,1200000074.2786117,3600005500.1756577,63.99989001575478,text,0,,,0,0.0,discrete
moderate,0,93,13,39,39.0,3.0000004220202934,1199998369.871633,3599995616.0385633,63.99998781304788,image,0,,,1,0.3946265128783029,continuous
moderate,0,94,15,39,39.0,3.0000041546170384,1199998872.298395,3600001602.430946,63.99996764732671,text,0,,,0,0.0,discrete
moderate,0,95,15,39,39.0,2.9999985595216176,1200000636.8002553,3600000181.82579,64.00005196668137,image,1,1.0480119225901259,40.04801192259013,0,0.0,discrete
moderate,0,96,4,40,40.0,2.999994925896834,1199999938.5475898,3599993726.7192817,64.0000012295382,image,0,,,0,0.0,discrete
moderate,0,97,5,40,40.0,2.9999974766823674,1200001790.592891,3600002343.7929955,63.999823342070144,text,0,,,0,0.0,discrete
moderate,0,98,7,40,40.0,3.0000015655869445,1200000610.440749,3600003710.027536,64.00000019940231,image,0,,,1,0.541747462597469,continuous
moderate,0,99,16,40,40.0,2.999999804984178,1200000635.5723472,3600001672.697931,63.99993361769209,image,0,,,1,0.48131256217141455,continuous
moderate,0,100,17,40,40.0,3.0000013111215025,1200000948.2815716,3600004418.191761,63.99989258911741,video,0,,,1,0.49050465482529954,continuous
moderate,0,101,9,41,41.0,3.000002533418387,1200001016.5199833,3600006089.6645894,63.999997903232796,image,0,,,0,0.0,discrete
moderate,0,102,14,41,41.0,3.0000026541515896,1200000377.4867215,3600004317.443074,63.999903605417536,video,0,,,0,0.0,discrete
moderate,0,103,17,41,41.0,3.0000016900006337,1200000239.0011878,3600002745.004728,64.00005236323497,text,0,,,0,0.0,discrete
moderate,0,104,7,42,42.0,2.9999997461490633,1200002626.2433932,3600007574.108389,63.99995819059853,sensor,0,,,0,0.0,discrete
moderate,0,105,12,42,42.0,2.9999986480010246,1199999850.4158728,3599997928.84905,63.99997631380869,video,0,,,0,0.0,discrete
moderate,0,106,2,43,43.0,2.9999973322224145,1199999428.749155,3599995084.9158864,63.99997129095424,image,0,,,0,0.0,discrete
moderate,0,107,12,43,43.0,2.9999978510193532,1200000006.147142,3599997439.6646366,64.0000931694265,text,0,,,0,0.0,discrete
moderate,0,108,15,43,43.0,2.9999985009973704,1200000717.3453903,3600000353.2319403,64.00001381449708,sensor,0,,,1,0.795984277110125,continuous
moderate,0,109,9,44,44.0,3.0000023366676962,1200000316.1150813,3600003752.347218,64.00000915149491,video,1,1.4750839563724158,45.475083956372416,0,0.0,discrete
moderate,0,110,2,45,45.0,2.9999970349080334,1199999316.4315877,3599994391.18643,63.999925286539835,image,0,,,0,0.0,discrete
moderate,0,111,3,46,46.0,3.0000044737140157,1200000138.2994018,3600005783.355643,63.99999941106373,image,1,1.2561421422644645,47.256142142264466,1,0.5826176439541121,continuous
moderate,0,112,3,47,47.0,3.0000004269108156,1200000257.7248511,3600001285.4676423,64.00001784893507,sensor,0,,,0,0.0,discrete
moderate,0,113,3,47,47.0,2.999998508702845,1200000917.6816711,3600000963.4870586,63.9999568162442,text,0,,,0,0.0,discrete
moderate,0,114,9,47,47.0,3.0000012427495433,1199996744.3556647,3599991724.3624,64.00005244747386,text,1,1.4599860826475404,48.45998608264754,1,0.486353335797088,continuous
moderate,0,115,13,47,47.0,2.999999609168977,1200000504.191998,3600001043.5785694,64.00002150583147,text,0,,,0,0.0,discrete
moderate,0,116,16,47,47.0,2.999999247175557,1199999772.1249967,3599998412.9858303,64.00011181383218,image,1,0.5635362051051889,47.56353620510519,1,0.5898486384463368,continuous
moderate,0,117,1,48,48.0,3.000003560653686,1199999504.100354,3600002785.0837193,64.00006872397118,text,0,,,0,0.0,discrete
moderate,0,118,12,48,48.0,3.0000030227525394,1199997949.3619442,3599997475.3826814,63.999985781299266,sensor,0,,,0,0.0,discrete
moderate,0,119,14,48,48.0,3.000007195700732,1200001827.4459589,3600014117.191905,63.99996668744706,text,0,,,0,0.0,discrete
moderate,0,120,14,48,48.0,3.000001281111094,1199999456.366415,3599999906.4318614,63.999940193567575,image,0,,,1,0.5170296836974145,continuous
moderate,0,121,16,48,48.0,2.9999979562447634,1200000380.8945098,3599998690.176467,63.9999912235021,image,1,1.170744789371059,49.17074478937106,0,0.0,discrete
moderate,0,122,5,49,49.0,2.999997969499574,1200000608.8509712,3599999389.951166,63.99998346683112,text,1,1.376730298964835,50.37673029896484,0,0.0,discrete
moderate,0,123,7,49,49.0,2.9999975465830615,1199999645.8760555,3599995993.528709,64.00010201996167,text,0,,,1,0.47915144530661,continuous
moderate,0,124,10,49,49.0,2.99999975149997,1200000712.0293536,3600001837.887848,63.99984844016857,image,0,,,0,0.0,discrete
moderate,0,125,1,50,50.0,3.0000012373925635,1200000073.7471457,3600001706.1126046,63.99999202986279,video,0,,,0,0.0,discrete
moderate,0,126,12,50,50.0,3.000003594255531,1200000260.5893166,3600005094.8755236,64.00004534876588,video,0,,,0,0.0,discrete
moderate,0,127,17,50,50.0,2.9999976583485948,1199998327.927246,3599992173.8039675,63.999877189119076,sensor,0,,,1,0.5488109623573367,continuous
moderate,0,128,7,51,51.0,3.0000040644354184,1199999413.299522,3600003117.2186832,63.99998368820895,image,0,,,0,0.0,discrete
moderate,0,129,2,52,52.0,3.0000024096529634,1200001929.5693226,3600008680.2961736,64.00002394306719,text,0,,,1,0.7514978390919322,continuous
moderate,0,130,17,52,52.0,2.999999044201329,1200000438.813136,3600000169.4805837,64.00009749876045,image,1,1.0132346467386986,53.013234646738695,1,0.5226983141112981,continuous
moderate,0,131,2,53,53.0,3.000003805841722,1200000511.1826541,3600006100.5599747,64.00007420398141,image,0,,,0,0.0,discrete
moderate,0,132,2,54,54.0,3.0000066679593993,1199999120.9792202,3600005364.4830785,63.99992650381881,video,1,1.0282503282609081,55.02825032826091,0,0.0,discrete
moderate,0,133,3,54,54.0,2.9999958773612363,1200001256.5832245,3599998822.5779767,64.00003663541975,text,0,,,0,0.0,discrete
moderate,0,134,4,54,54.0,2.9999952804348036,1199999224.507445,3599992010.0477595,63.99998124950286,video,0,,,0,0.0,discrete
moderate,0,135,6,54,54.0,3.000003201783308,1200000771.2178757,3600006155.796066,63.9999179054792,image,0,,,1,0.7904274264226658,continuous
moderate,0,136,10,54,54.0,2.999999967770142,1200000385.1643543,3600001116.817221,63.99987838044868,sensor,0,,,0,0.0,discrete
moderate,0,137,12,54,54.0,2.999999683760152,1199998310.629875,3599994552.4023414,64.00004364809595,text,0,,,1,0.5683559288624118,continuous
moderate,0,138,0,55,55.0,3.0000011742611945,1200000388.5456932,3600002574.750969,64.0000055480446,video,0,,,1,0.5640813343474107,continuous
moderate,0,139,1,55,55.0,3.000001822293361,1200000717.2471306,3600004338.4947324,64.00004156908113,text,0,,,0,0.0,discrete
moderate,0,140,4,55,55.0,3.000002078697102,1200002284.0512915,3600009346.5951447,64.00007248935349,sensor,0,,,1,0.7060525698346625,continuous
moderate,0,141,10,55,55.0,2.999996126853633,1200002008.0959315,3600001376.5043764,63.99993232375244,sensor,1,1.0938786635622029,56.0938786635622,0,0.0,discrete
moderate,0,142,7,56,56.0,3.0000004356757115,1200001027.47203,3600003605.2273912,63.999933345333844,image,0,,,1,0.6921092917719128,continuous
moderate,0,143,7,56,56.0,2.999999342112284,1200000068.0087595,3599999414.5609746,63.99991687122982,text,0,,,0,0.0,discrete
moderate,0,144,2,57,57.0,3.0000013664849736,1199998974.2947392,3599998562.6647844,64.00011455308021,sensor,0,,,1,0.5111926224097538,continuous
moderate,0,145,4,58,58.0,2.9999971867604796,1200000010.571686,3599996655.827604,64.0000068585336,image,0,,,0,0.0,discrete
moderate,0,146,14,58,58.0,2.9999993873095696,1200000175.2457757,3599999790.508703,63.99999192130693,sensor,0,,,0,0.0,discrete
moderate,0,147,13,59,59.0,2.9999896725471444,1199999426.9650214,3599985887.9575553,63.999949337900624,text,1,0.5552337644641826,59.555233764464184,0,0.0,discrete
moderate,0,148,14,60,60.0,3.00000120521198,1200000190.3895087,3600002017.4231315,63.9999540916274,sensor,0,,,0,0.0,discrete
moderate,0,149,0,61,61.0,2.999996675174325,1199997788.380325,3599989375.357518,63.99996799070717,image,0,,,1,0.47295888837014277,continuous
moderate,0,150,11,61,61.0,3.000005964836936,1200000873.7641075,3600009779.101857,63.99992053045148,video,0,,,0,0.0,discrete
moderate,0,151,9,62,62.0,2.999998462588164,1200000185.96762,3599998713.0083704,63.99998226227603,video,0,,,1,0.7724359857203642,continuous
moderate,0,152,13,62,62.0,2.9999968743313405,1200001062.594877,3599999436.9789186,64.00002010843714,text,1,1.0847341409790308,63.08473414097903,0,0.0,discrete
moderate,0,153,0,63,63.0,3.000005237688405,1199998904.1102052,3600002997.550962,63.9999110459001,text,0,,,1,0.7321235531283802,continuous
moderate,0,154,0,63,63.0,3.000001319897875,1199998609.1673005,3599997411.377516,63.999926454131355,sensor,1,0.6598089613512443,63.659808961351246,1,0.44584941205832174,continuous
moderate,0,155,1,63,63.0,3.0000014687362735,1199999220.2487106,3599999423.2285147,63.99995932633561,image,0,,,1,0.6071969921131579,continuous
moderate,0,156,2,64,64.0,2.999995041819246,1200001034.509133,3599997153.705365,63.999948967549216,image,0,,,0,0.0,discrete
moderate,0,157,4,64,64.0,3.0000016543428236,1199999643.0464776,3600000914.3502307,63.99983228256716,video,0,,,1,0.3586671206923571,continuous
moderate,0,158,9,64,64.0,2.999998517723775,1200000221.1692789,3599998884.776039,64.00004693425855,image,0,,,0,0.0,discrete
moderate,0,159,15,64,64.0,2.999999709775889,1199999720.4698198,3599998813.1406074,63.99994844428215,text,1,1.2435944196483995,65.2435944196484,0,0.0,discrete
moderate,0,160,4,66,66.0,2.999995566187926,1200000088.4306715,3599994944.7171335,64.00000581813693,text,0,,,1,0.6115793521565023,continuous
moderate,0,161,4,66,66.0,3.000000516262943,1200001041.2786531,3600003743.352029,63.99988220243084,video,0,,,1,0.6048485819904262,continuous
moderate,0,162,6,67,67.0,2.999996616816224,1199999250.467028,3599993691.5830884,64.0000288545533,video,0,,,0,0.0,discrete
moderate,0,163,12,67,67.0,2.9999946093770284,1199998771.920505,3599989847.0205693,64.00009247446684,image,0,,,1,0.5014970021237202,continuous
moderate,0,164,6,68,68.0,3.0000012279752895,1200000183.9790323,3600002025.50767,64.00003788868611,video,1,1.0409617786717718,69.04096177867177,0,0.0,discrete
moderate,0,165,13,68,68.0,3.000001801071453,1200000153.2738872,3600002621.107681,63.999968388927236,text,0,,,0,0.0,discrete
moderate,0,166,0,69,69.0,3.0000034905758555,1199997937.4655182,3599998001.080382,64.00003869077962,image,0,,,0,0.0,discrete
moderate,0,167,7,69,69.0,3.000002921246055,1200001112.7632954,3600006843.7884026,63.99994366585632,video,0,,,0,0.0,discrete
moderate,0,168,13,69,69.0,3.000004363120396,1199998879.291037,3600001873.6126966,63.999875372171985,image,0,,,0,0.0,discrete
moderate,0,169,4,70,70.0,2.9999975063716984,1199998680.7423582,3599993049.8764024,63.9999206318524,image,0,,,0,0.0,discrete
moderate,0,170,16,70,70.0,2.9999993199981647,1200001791.25955,3600004557.77523,63.99997404463745,text,1,0.9163697551806104,70.91636975518061,1,0.3392328006318833,continuous
moderate,0,171,15,71,71.0,2.999998252125863,1199998330.979985,3599992895.493908,64.00008471696725,text,0,,,0,0.0,discrete
moderate,0,172,1,72,72.0,2.99999581661591,1199998683.6331284,3599991030.843984,64.00002113030689,image,0,,,0,0.0,discrete
moderate,0,173,3,72,72.0,3.000001845423131,1200000463.5710561,3600003605.2217813,63.99989058941343,video,0,,,0,0.0,discrete
moderate,0,174,7,72,72.0,3.0000054224252715,1200000798.8508554,3600008903.4672236,64.00001673593152,text,0,,,0,0.0,discrete
moderate,0,175,0,73,73.0,3.0000010922808484,1199997591.9950712,3599994086.7196016,64.00007921147727,video,0,,,0,0.0,discrete
moderate,0,176,6,73,73.0,2.999998146156526,1200001475.3181956,3600002201.339683,64.00010597653433,text,1,1.28667485762535,74.28667485762534,0,0.0,discrete
moderate,0,177,7,73,73.0,3.0000063196312894,1200002075.811071,3600013811.0038786,64.00000161825642,video,1,1.0000013729525685,74.00000137295257,1,0.7089738057771247,continuous
moderate,0,178,13,73,73.0,3.0000003291853026,1199997713.185222,3599993534.577276,64.00002573877286,video,0,,,0,0.0,discrete
moderate,0,179,17,73,73.0,3.0000015061444505,1200001619.7570019,3600006666.6467857,63.999975222964224,image,1,0.5549230517489794,73.55492305174899,1,0.4451500590724382,continuous
moderate,0,180,6,74,74.0,3.000003911311689,1199997911.4125218,3599998427.8034234,64.00006791375867,video,0,,,0,0.0,discrete
moderate,0,181,8,74,74.0,3.0000032876337492,1199999458.7217479,3600002321.323963,64.00006150597946,text,0,,,0,0.0,discrete
moderate,0,182,16,74,74.0,2.999996288351446,1200000516.3183541,3599997094.974881,64.00010406365004,sensor,1,0.7955838249054383,74.79558382490544,1,0.5064481043744602,continuous
moderate,0,183,6,75,75.0,2.999993418981752,1200000939.02233,3599994919.8389125,63.99990101471987,text,1,1.3827333207428405,76.38273332074284,1,0.3129818334260513,continuous
moderate,0,184,6,75,75.0,2.9999976480148303,1200000070.7239892,3599997389.7895975,63.99990288476169,video,0,,,0,0.0,discrete
moderate,0,185,9,75,75.0,2.9999993399553073,1200000910.9784799,3600001940.881207,63.99999931472198,image,0,,,0,0.0,discrete
moderate,0,186,13,75,75.0,3.0000008713986115,1199998253.8569932,3599995807.247792,64.00009155425327,image,0,,,0,0.0,discrete
moderate,0,187,17,75,75.0,2.999997568909312,1199999553.6323695,3599995743.5893683,63.99993949655486,video,0,,,0,0.0,discrete
moderate,0,188,12,76,76.0,3.0000015306705228,1200002214.9621716,3600008481.6945324,64.00003312742118,sensor,0,,,0,0.0,discrete
moderate,0,189,17,76,76.0,3.0000034716626294,1200000432.492579,3600005463.474394,64.00017819652435,text,0,,,0,0.0,discrete
moderate,0,190,2,77,77.0,2.9999983091895883,1200000121.6408832,3599998335.9499497,63.9999845460762,image,1,1.1790499838941566,78.17904998389416,0,0.0,discrete
moderate,0,191,4,77,77.0,3.0000023229281347,1199998781.830345,3599999133.0019665,63.99999412716257,text,0,,,0,0.0,discrete
moderate,0,192,11,77,77.0,3.0000015027009472,1199999323.4860027,3599999773.698128,64.0000314939362,sensor,0,,,0,0.0,discrete
moderate,0,193,12,77,77.0,2.9999982562001843,1199998895.292729,3599994593.3203344,63.99998077163266,video,0,,,0,0.0,discrete
