scenario,episode_id,t_slot,t_time,agent_id,task_id
heavy,0,16,16.0,4,154
heavy,0,16,16.0,6,155
heavy,0,16,16.0,7,156
heavy,0,16,16.0,7,157
heavy,0,16,16.0,13,158
heavy,0,16,16.0,14,159
heavy,0,16,16.0,15,160
heavy,0,17,17.0,0,161
heavy,0,17,17.0,0,162
heavy,0,17,17.0,4,163
heavy,0,17,17.0,11,164
heavy,0,17,17.0,11,165
heavy,0,17,17.0,15,166
heavy,0,18,18.0,0,167
heavy,0,18,18.0,4,168
heavy,0,18,18.0,6,169
heavy,0,18,18.0,6,170
heavy,0,18,18.0,7,171
heavy,0,18,18.0,9,172
heavy,0,18,18.0,10,173
heavy,0,18,18.0,10,174
heavy,0,18,18.0,13,175
heavy,0,18,18.0,15,176
heavy,0,18,18.0,15,177
heavy,0,18,18.0,17,178
heavy,0,19,19.0,1,179
heavy,0,19,19.0,4,180
heavy,0,19,19.0,7,181
heavy,0,19,19.0,9,182
heavy,0,19,19.0,9,183
heavy,0,19,19.0,10,184
heavy,0,20,20.0,4,185
heavy,0,20,20.0,5,186
heavy,0,20,20.0,6,187
heavy,0,20,20.0,6,188
heavy,0,20,20.0,7,189
heavy,0,20,20.0,11,190
heavy,0,20,20.0,12,191
heavy,0,20,20.0,17,192
heavy,0,20,20.0,17,193
heavy,0,21,21.0,0,194
heavy,0,21,21.0,6,195
heavy,0,21,21.0,8,196
heavy,0,21,21.0,8,197
heavy,0,21,21.0,10,198
heavy,0,21,21.0,10,199
heavy,0,21,21.0,13,200
heavy,0,22,22.0,0,201
heavy,0,22,22.0,5,202
heavy,0,22,22.0,10,203
heavy,0,22,22.0,12,204
heavy,0,22,22.0,14,205
heavy,0,23,23.0,0,206
heavy,0,23,23.0,7,207
heavy,0,23,23.0,7,208
heavy,0,23,23.0,7,209
heavy,0,23,23.0,16,210
heavy,0,23,23.0,16,211
heavy,0,24,24.0,1,212
heavy,0,24,24.0,10,213
heavy,0,24,24.0,11,214
heavy,0,24,24.0,11,215
heavy,0,24,24.0,15,216
heavy,0,24,24.0,15,217
heavy,0,24,24.0,16,218
heavy,0,24,24.0,16,219
heavy,0,24,24.0,16,220
heavy,0,24,24.0,16,221
heavy,0,25,25.0,0,222
heavy,0,25,25.0,1,223
heavy,0,25,25.0,4,224
heavy,0,25,25.0,17,225
heavy,0,26,26.0,2,226
heavy,0,26,26.0,6,227
heavy,0,26,26.0,6,228
heavy,0,26,26.0,10,229
heavy,0,26,26.0,11,230
heavy,0,27,27.0,0,231
heavy,0,27,27.0,0,232
heavy,0,27,27.0,1,233
heavy,0,27,27.0,4,234
heavy,0,27,27.0,5,235
heavy,0,27,27.0,6,236
heavy,0,27,27.0,6,237
heavy,0,27,27.0,6,238
heavy,0,27,27.0,8,239
heavy,0,27,27.0,9,240
heavy,0,27,27.0,9,241
heavy,0,27,27.0,10,242
heavy,0,27,27.0,10,243
heavy,0,27,27.0,11,244
heavy,0,27,27.0,14,245
heavy,0,27,27.0,14,246
heavy,0,27,27.0,14,247
heavy,0,28,28.0,3,248
heavy,0,28,28.0,4,249
heavy,0,28,28.0,4,250
heavy,0,28,28.0,5,251
heavy,0,28,28.0,6,252
heavy,0,28,28.0,6,253
heavy,0,28,28.0,10,254
heavy,0,29,29.0,0,255
heavy,0,29,29.0,0,256
heavy,0,29,29.0,4,257
heavy,0,29,29.0,9,258
heavy,0,29,29.0,10,259
heavy,0,29,29.0,11,260
heavy,0,29,29.0,13,261
heavy,0,29,29.0,17,262
heavy,0,30,30.0,0,263
heavy,0,30,30.0,3,264
heavy,0,30,30.0,6,265
heavy,0,30,30.0,7,266
heavy,0,30,30.0,13,267
heavy,0,30,30.0,14,268
heavy,0,30,30.0,15,269
heavy,0,30,30.0,15,270
heavy,0,30,30.0,15,271
heavy,0,30,30.0,15,272
heavy,0,31,31.0,5,273
heavy,0,31,31.0,5,274
heavy,0,31,31.0,7,275
heavy,0,31,31.0,10,276
heavy,0,31,31.0,14,277
heavy,0,31,31.0,15,278
heavy,0,31,31.0,15,279
heavy,0,31,31.0,15,280
heavy,0,32,32.0,0,281
heavy,0,32,32.0,1,282
heavy,0,32,32.0,5,283
heavy,0,32,32.0,6,284
heavy,0,32,32.0,8,285
heavy,0,32,32.0,9,286
heavy,0,32,32.0,10,287
heavy,0,32,32.0,12,288
heavy,0,32,32.0,12,289
heavy,0,32,32.0,14,290
heavy,0,32,32.0,15,291
heavy,0,32,32.0,15,292
heavy,0,33,33.0,4,293
heavy,0,33,33.0,5,294
heavy,0,33,33.0,6,295
heavy,0,33,33.0,10,296
heavy,0,33,33.0,12,297
heavy,0,33,33.0,17,298
heavy,0,34,34.0,0,299
heavy,0,34,34.0,4,300
heavy,0,34,34.0,8,301
heavy,0,34,34.0,8,302
heavy,0,34,34.0,8,303
heavy,0,34,34.0,9,304
heavy,0,34,34.0,9,305
heavy,0,34,34.0,11,306
heavy,0,34,34.0,14,307
heavy,0,34,34.0,14,308
heavy,0,35,35.0,1,309
heavy,0,35,35.0,4,310
heavy,0,35,35.0,4,311
heavy,0,35,35.0,4,312
heavy,0,35,35.0,7,313
heavy,0,35,35.0,8,314
heavy,0,35,35.0,10,315
heavy,0,35,35.0,10,316
heavy,0,35,35.0,11,317
heavy,0,35,35.0,15,318
heavy,0,35,35.0,16,319
heavy,0,36,36.0,0,320
heavy,0,36,36.0,8,321
heavy,0,36,36.0,10,322
heavy,0,36,36.0,12,323
heavy,0,36,36.0,13,324
heavy,0,36,36.0,14,325
heavy,0,36,36.0,15,326
heavy,0,36,36.0,15,327
heavy,0,37,37.0,0,328
heavy,0,37,37.0,2,329
heavy,0,37,37.0,3,330
heavy,0,37,37.0,7,331
heavy,0,37,37.0,10,332
heavy,0,37,37.0,10,333
heavy,0,37,37.0,11,334
heavy,0,37,37.0,13,335
heavy,0,37,37.0,14,336
heavy,0,37,37.0,15,337
heavy,0,37,37.0,15,338
heavy,0,37,37.0,16,339
heavy,0,37,37.0,17,340
heavy,0,38,38.0,0,341
heavy,0,38,38.0,7,342
heavy,0,38,38.0,10,343
heavy,0,38,38.0,14,344
heavy,0,38,38.0,14,345
heavy,0,38,38.0,15,346
heavy,0,38,38.0,16,347
heavy,0,39,39.0,4,348
heavy,0,39,39.0,10,349
heavy,0,39,39.0,11,350
heavy,0,39,39.0,12,351
heavy,0,39,39.0,12,352
heavy,0,39,39.0,12,353
heavy,0,39,39.0,15,354
heavy,0,39,39.0,16,355
heavy,0,39,39.0,16,356
heavy,0,40,40.0,0,357
heavy,0,40,40.0,4,358
heavy,0,40,40.0,4,359
heavy,0,40,40.0,6,360
heavy,0,40,40.0,6,361
heavy,0,40,40.0,7,362
heavy,0,40,40.0,9,363
heavy,0,40,40.0,9,364
heavy,0,40,40.0,9,365
heavy,0,40,40.0,11,366
heavy,0,40,40.0,11,367
heavy,0,40,40.0,16,368
heavy,0,41,41.0,0,369
heavy,0,41,41.0,1,370
heavy,0,41,41.0,3,371
heavy,0,41,41.0,4,372
heavy,0,41,41.0,5,373
heavy,0,41,41.0,6,374
heavy,0,41,41.0,10,375
heavy,0,41,41.0,10,376
heavy,0,41,41.0,14,377
heavy,0,42,42.0,6,378
heavy,0,42,42.0,7,379
heavy,0,42,42.0,7,380
heavy,0,42,42.0,8,381
heavy,0,42,42.0,8,382
heavy,0,42,42.0,8,383
heavy,0,42,42.0,12,384
heavy,0,42,42.0,13,385
heavy,0,42,42.0,15,386
heavy,0,42,42.0,16,387
heavy,0,42,42.0,16,388
heavy,0,43,43.0,1,389
heavy,0,43,43.0,6,390
heavy,0,43,43.0,7,391
heavy,0,43,43.0,8,392
heavy,0,43,43.0,10,393
heavy,0,44,44.0,6,394
heavy,0,44,44.0,7,395
heavy,0,44,44.0,9,396
heavy,0,44,44.0,10,397
heavy,0,44,44.0,10,398
heavy,0,44,44.0,13,399
heavy,0,44,44.0,14,400
heavy,0,44,44.0,17,401
heavy,0,44,44.0,17,402
heavy,0,45,45.0,0,403
heavy,0,45,45.0,9,404
heavy,0,45,45.0,10,405
heavy,0,45,45.0,10,406
heavy,0,45,45.0,12,407
heavy,0,45,45.0,14,408
heavy,0,45,45.0,14,409
heavy,0,46,46.0,3,410
heavy,0,46,46.0,5,411
heavy,0,46,46.0,8,412
heavy,0,46,46.0,9,413
heavy,0,46,46.0,10,414
heavy,0,46,46.0,10,415
heavy,0,46,46.0,15,416
heavy,0,46,46.0,17,417
heavy,0,47,47.0,0,418
heavy,0,47,47.0,2,419
heavy,0,47,47.0,10,420
heavy,0,47,47.0,14,421
heavy,0,47,47.0,14,422
heavy,0,47,47.0,15,423
heavy,0,47,47.0,15,424
heavy,0,47,47.0,15,425
heavy,0,47,47.0,17,426
heavy,0,48,48.0,0,427
heavy,0,48,48.0,6,428
heavy,0,48,48.0,8,429
heavy,0,48,48.0,11,430
heavy,0,49,49.0,3,431
heavy,0,49,49.0,4,432
heavy,0,49,49.0,4,433
heavy,0,49,49.0,7,434
heavy,0,49,49.0,10,435
heavy,0,49,49.0,14,436
heavy,0,49,49.0,15,437
heavy,0,50,50.0,0,438
heavy,0,50,50.0,0,439
heavy,0,50,50.0,4,440
heavy,0,50,50.0,9,441
heavy,0,50,50.0,15,442
heavy,0,51,51.0,0,443
heavy,0,51,51.0,2,444
heavy,0,51,51.0,5,445
heavy,0,51,51.0,8,446
heavy,0,51,51.0,12,447
heavy,0,51,51.0,12,448
heavy,0,51,51.0,16,449
heavy,0,52,52.0,3,450
heavy,0,52,52.0,3,451
heavy,0,52,52.0,5,452
heavy,0,52,52.0,7,453
heavy,0,52,52.0,8,454
heavy,0,52,52.0,10,455
heavy,0,52,52.0,15,456
heavy,0,53,53.0,0,457
heavy,0,53,53.0,2,458
heavy,0,53,53.0,5,459
heavy,0,53,53.0,5,460
heavy,0,53,53.0,6,461
heavy,0,53,53.0,9,462
heavy,0,53,53.0,10,463
heavy,0,53,53.0,10,464
heavy,0,53,53.0,10,465
heavy,0,53,53.0,13,466
heavy,0,54,54.0,0,467
heavy,0,54,54.0,3,468
heavy,0,54,54.0,4,469
heavy,0,54,54.0,7,470
heavy,0,54,54.0,8,471
heavy,0,54,54.0,8,472
heavy,0,54,54.0,17,473
heavy,0,55,55.0,2,474
heavy,0,55,55.0,4,475
heavy,0,55,55.0,4,476
heavy,0,55,55.0,9,477
heavy,0,55,55.0,9,478
heavy,0,55,55.0,10,479
heavy,0,55,55.0,15,480
heavy,0,55,55.0,16,481
heavy,0,56,56.0,0,482
heavy,0,56,56.0,3,483
heavy,0,56,56.0,4,484
heavy,0,56,56.0,6,485
heavy,0,56,56.0,7,486
heavy,0,56,56.0,9,487
heavy,0,56,56.0,10,488
heavy,0,57,57.0,1,489
heavy,0,57,57.0,2,490
heavy,0,57,57.0,7,491
heavy,0,57,57.0,8,492
heavy,0,58,58.0,3,493
heavy,0,58,58.0,3,494
heavy,0,58,58.0,4,495
heavy,0,58,58.0,5,496
heavy,0,58,58.0,6,497
heavy,0,58,58.0,10,498
heavy,0,58,58.0,15,499
heavy,0,58,58.0,17,500
heavy,0,58,58.0,17,501
heavy,0,59,59.0,0,502
heavy,0,59,59.0,9,503
heavy,0,59,59.0,10,504
heavy,0,59,59.0,10,505
heavy,0,59,59.0,13,506
heavy,0,59,59.0,14,507
heavy,0,59,59.0,16,508
heavy,0,60,60.0,0,509
heavy,0,60,60.0,0,510
heavy,0,60,60.0,2,511
heavy,0,60,60.0,3,512
heavy,0,60,60.0,4,513
heavy,0,60,60.0,7,514
heavy,0,60,60.0,7,515
heavy,0,60,60.0,8,516
heavy,0,60,60.0,11,517
heavy,0,60,60.0,11,518
heavy,0,60,60.0,13,519
heavy,0,61,61.0,4,520
heavy,0,61,61.0,5,521
heavy,0,61,61.0,9,522
heavy,0,61,61.0,13,523
heavy,0,61,61.0,15,524
heavy,0,61,61.0,16,525
heavy,0,61,61.0,17,526
heavy,0,62,62.0,2,527
heavy,0,62,62.0,5,528
heavy,0,62,62.0,6,529
heavy,0,62,62.0,7,530
heavy,0,62,62.0,7,531
heavy,0,62,62.0,9,532
heavy,0,62,62.0,13,533
heavy,0,63,63.0,0,534
heavy,0,63,63.0,4,535
heavy,0,63,63.0,4,536
heavy,0,63,63.0,6,537
heavy,0,63,63.0,7,538
heavy,0,63,63.0,9,539
heavy,0,63,63.0,9,540
heavy,0,63,63.0,9,541
heavy,0,63,63.0,11,542
heavy,0,63,63.0,12,543
heavy,0,63,63.0,13,544
heavy,0,63,63.0,15,545
heavy,0,64,64.0,5,546
heavy,0,64,64.0,8,547
heavy,0,64,64.0,9,548
heavy,0,64,64.0,9,549
heavy,0,64,64.0,16,550
heavy,0,64,64.0,16,551
heavy,0,65,65.0,0,552
heavy,0,65,65.0,5,553
heavy,0,65,65.0,13,554
heavy,0,65,65.0,14,555
heavy,0,65,65.0,15,556
heavy,0,65,65.0,16,557
heavy,0,66,66.0,0,558
heavy,0,66,66.0,2,559
heavy,0,66,66.0,4,560
heavy,0,66,66.0,7,561
heavy,0,66,66.0,8,562
heavy,0,66,66.0,11,563
heavy,0,66,66.0,12,564
heavy,0,66,66.0,16,565
heavy,0,66,66.0,17,566
heavy,0,66,66.0,17,567
heavy,0,67,67.0,0,568
heavy,0,67,67.0,0,569
heavy,0,67,67.0,4,570
heavy,0,67,67.0,5,571
heavy,0,67,67.0,6,572
heavy,0,67,67.0,8,573
heavy,0,67,67.0,10,574
heavy,0,67,67.0,17,575
heavy,0,68,68.0,1,576
heavy,0,68,68.0,4,577
heavy,0,68,68.0,7,578
heavy,0,68,68.0,14,579
heavy,0,68,68.0,15,580
heavy,0,68,68.0,17,581
heavy,0,69,69.0,2,582
heavy,0,69,69.0,4,583
heavy,0,69,69.0,6,584
heavy,0,69,69.0,7,585
heavy,0,69,69.0,15,586
heavy,0,69,69.0,16,587
heavy,0,69,69.0,17,588
heavy,0,70,70.0,6,589
heavy,0,70,70.0,7,590
heavy,0,70,70.0,8,591
heavy,0,70,70.0,10,592
heavy,0,70,70.0,12,593
heavy,0,70,70.0,13,594
heavy,0,70,70.0,15,595
heavy,0,71,71.0,0,596
heavy,0,71,71.0,0,597
heavy,0,71,71.0,3,598
heavy,0,71,71.0,3,599
heavy,0,71,71.0,5,600
heavy,0,71,71.0,6,601
heavy,0,71,71.0,10,602
heavy,0,71,71.0,10,603
heavy,0,71,71.0,13,604
heavy,0,71,71.0,17,605
heavy,0,71,71.0,17,606
heavy,0,72,72.0,4,607
heavy,0,72,72.0,4,608
heavy,0,72,72.0,5,609
heavy,0,72,72.0,5,610
heavy,0,72,72.0,6,611
heavy,0,72,72.0,8,612
heavy,0,72,72.0,10,613
heavy,0,72,72.0,14,614
heavy,0,72,72.0,15,615
heavy,0,73,73.0,0,616
heavy,0,73,73.0,1,617
heavy,0,73,73.0,7,618
heavy,0,73,73.0,8,619
heavy,0,73,73.0,9,620
heavy,0,73,73.0,10,621
heavy,0,73,73.0,12,622
heavy,0,73,73.0,14,623
heavy,0,73,73.0,15,624
heavy,0,74,74.0,1,625
heavy,0,74,74.0,3,626
heavy,0,74,74.0,4,627
heavy,0,74,74.0,6,628
heavy,0,74,74.0,6,629
heavy,0,74,74.0,6,630
heavy,0,74,74.0,12,631
heavy,0,74,74.0,13,632
heavy,0,75,75.0,4,633
heavy,0,75,75.0,4,634
heavy,0,75,75.0,6,635
heavy,0,75,75.0,10,636
heavy,0,75,75.0,11,637
heavy,0,75,75.0,11,638
heavy,0,75,75.0,14,639
heavy,0,75,75.0,15,640
heavy,0,75,75.0,15,641
heavy,0,75,75.0,16,642
heavy,0,76,76.0,4,643
heavy,0,76,76.0,4,644
heavy,0,76,76.0,5,645
heavy,0,76,76.0,5,646
heavy,0,76,76.0,6,647
heavy,0,76,76.0,6,648
heavy,0,76,76.0,7,649
heavy,0,76,76.0,10,650
heavy,0,76,76.0,14,651
heavy,0,76,76.0,14,652
heavy,0,76,76.0,14,653
heavy,0,76,76.0,17,654
heavy,0,76,76.0,17,655
heavy,0,77,77.0,4,656
heavy,0,77,77.0,4,657
heavy,0,77,77.0,6,658
heavy,0,77,77.0,8,659
heavy,0,77,77.0,9,660
heavy,0,77,77.0,9,661
heavy,0,77,77.0,10,662
heavy,0,77,77.0,11,663
heavy,0,78,78.0,5,664
heavy,0,78,78.0,13,665
heavy,0,79,79.0,0,666
heavy,0,79,79.0,1,667
heavy,0,79,79.0,3,668
heavy,0,79,79.0,6,669
heavy,0,79,79.0,10,670
heavy,0,79,79.0,12,671
heavy,0,79,79.0,15,672
heavy,0,79,79.0,15,673
heavy,0,79,79.0,17,674
heavy,0,80,80.0,2,675
heavy,0,80,80.0,4,676
heavy,0,80,80.0,4,677
heavy,0,80,80.0,5,678
heavy,0,80,80.0,8,679
heavy,0,80,80.0,8,680
heavy,0,80,80.0,14,681
heavy,0,80,80.0,16,682
heavy,0,80,80.0,17,683
heavy,0,81,81.0,0,684
heavy,0,81,81.0,0,685
heavy,0,81,81.0,1,686
heavy,0,81,81.0,3,687
heavy,0,81,81.0,6,688
heavy,0,81,81.0,9,689
heavy,0,82,82.0,1,690
heavy,0,82,82.0,5,691
heavy,0,82,82.0,7,692
heavy,0,82,82.0,9,693
heavy,0,82,82.0,9,694
heavy,0,82,82.0,10,695
heavy,0,82,82.0,14,696
heavy,0,82,82.0,15,697
heavy,0,82,82.0,17,698
heavy,0,83,83.0,0,699
heavy,0,83,83.0,4,700
heavy,0,83,83.0,7,701
heavy,0,83,83.0,9,702
heavy,0,83,83.0,13,703
heavy,0,83,83.0,15,704
heavy,0,83,83.0,17,705
heavy,0,84,84.0,3,706
heavy,0,84,84.0,3,707
heavy,0,84,84.0,5,708
heavy,0,84,84.0,5,709
heavy,0,84,84.0,7,710
heavy,0,84,84.0,13,711
heavy,0,84,84.0,15,712
heavy,0,84,84.0,17,713
heavy,0,85,85.0,0,714
heavy,0,85,85.0,0,715
heavy,0,85,85.0,5,716
heavy,0,85,85.0,8,717
heavy,0,85,85.0,8,718
heavy,0,85,85.0,8,719
heavy,0,85,85.0,10,720
heavy,0,85,85.0,17,721
heavy,0,86,86.0,1,722
heavy,0,86,86.0,4,723
heavy,0,86,86.0,5,724
heavy,0,86,86.0,6,725
heavy,0,86,86.0,6,726
heavy,0,86,86.0,7,727
heavy,0,86,86.0,7,728
heavy,0,86,86.0,9,729
heavy,0,86,86.0,10,730
heavy,0,86,86.0,10,731
heavy,0,86,86.0,13,732
heavy,0,86,86.0,15,733
heavy,0,87,87.0,0,734
heavy,0,87,87.0,3,735
heavy,0,87,87.0,7,736
heavy,0,87,87.0,11,737
heavy,0,88,88.0,0,738
heavy,0,88,88.0,4,739
heavy,0,88,88.0,6,740
heavy,0,88,88.0,7,741
heavy,0,88,88.0,10,742
heavy,0,89,89.0,0,743
heavy,0,89,89.0,0,744
heavy,0,89,89.0,3,745
heavy,0,89,89.0,5,746
heavy,0,89,89.0,6,747
heavy,0,89,89.0,8,748
heavy,0,89,89.0,8,749
heavy,0,89,89.0,12,750
heavy,0,89,89.0,14,751
heavy,0,89,89.0,17,752
heavy,0,90,90.0,1,753
heavy,0,90,90.0,6,754
heavy,0,90,90.0,9,755
heavy,0,90,90.0,10,756
heavy,0,90,90.0,13,757
heavy,0,90,90.0,13,758
heavy,0,90,90.0,14,759
heavy,0,90,90.0,17,760
heavy,0,91,91.0,1,761
heavy,0,91,91.0,6,762
heavy,0,91,91.0,7,763
heavy,0,91,91.0,7,764
heavy,0,91,91.0,10,765
heavy,0,91,91.0,10,766
heavy,0,91,91.0,11,767
heavy,0,91,91.0,14,768
heavy,0,92,92.0,0,769
heavy,0,92,92.0,5,770
heavy,0,92,92.0,6,771
heavy,0,92,92.0,6,772
heavy,0,92,92.0,11,773
heavy,0,92,92.0,14,774
heavy,0,92,92.0,16,775
heavy,0,92,92.0,17,776
heavy,0,93,93.0,0,777
heavy,0,93,93.0,1,778
heavy,0,93,93.0,2,779
heavy,0,93,93.0,6,780
heavy,0,93,93.0,6,781
heavy,0,93,93.0,7,782
heavy,0,93,93.0,13,783
heavy,0,93,93.0,13,784
heavy,0,93,93.0,14,785
heavy,0,93,93.0,16,786
heavy,0,93,93.0,16,787
heavy,0,93,93.0,16,788
heavy,0,94,94.0,3,789
heavy,0,94,94.0,4,790
heavy,0,94,94.0,6,791
heavy,0,94,94.0,6,792
heavy,0,94,94.0,8,793
heavy,0,94,94.0,9,794
heavy,0,94,94.0,15,795
heavy,0,94,94.0,16,796
heavy,0,94,94.0,17,797
heavy,0,95,95.0,0,798
heavy,0,95,95.0,1,799
heavy,0,95,95.0,4,800
heavy,0,95,95.0,8,801
heavy,0,95,95.0,9,802
heavy,0,95,95.0,10,803
heavy,0,95,95.0,10,804
heavy,0,95,95.0,13,805
heavy,0,96,96.0,0,806
heavy,0,96,96.0,4,807
heavy,0,96,96.0,6,808
heavy,0,96,96.0,9,809
heavy,0,96,96.0,11,810
heavy,0,96,96.0,16,811
heavy,0,97,97.0,4,812
heavy,0,97,97.0,6,813
heavy,0,97,97.0,14,814
heavy,0,98,98.0,2,815
heavy,0,98,98.0,5,816
heavy,0,98,98.0,5,817
heavy,0,98,98.0,5,818
heavy,0,98,98.0,6,819
heavy,0,98,98.0,8,820
heavy,0,98,98.0,9,821
heavy,0,98,98.0,10,822
heavy,0,98,98.0,10,823
heavy,0,98,98.0,13,824
heavy,0,99,99.0,1,825
heavy,0,99,99.0,2,826
heavy,0,99,99.0,5,827
heavy,0,99,99.0,5,828
heavy,0,99,99.0,6,829
heavy,0,99,99.0,8,830
heavy,0,99,99.0,8,831
heavy,0,99,99.0,8,832
heavy,0,99,99.0,8,833
heavy,0,99,99.0,8,834
heavy,0,99,99.0,9,835
heavy,0,99,99.0,12,836
heavy,0,99,99.0,13,837
heavy,0,99,99.0,14,838
heavy,0,100,100.0,0,839
heavy,0,100,100.0,3,840
heavy,0,100,100.0,5,841
heavy,0,100,100.0,5,842
heavy,0,100,100.0,5,843
heavy,0,100,100.0,8,844
heavy,0,100,100.0,10,845
heavy,0,100,100.0,12,846
heavy,0,100,100.0,12,847
heavy,0,100,100.0,15,848
heavy,0,100,100.0,17,849
heavy,0,101,101.0,0,850
heavy,0,101,101.0,4,851
heavy,0,101,101.0,5,852
heavy,0,101,101.0,6,853
heavy,0,101,101.0,7,854
heavy,0,101,101.0,7,855
heavy,0,101,101.0,8,856
heavy,0,101,101.0,9,857
heavy,0,101,101.0,9,858
heavy,0,101,101.0,9,859
heavy,0,101,101.0,12,860
heavy,0,101,101.0,13,861
heavy,0,101,101.0,15,862
heavy,0,101,101.0,15,863
heavy,0,102,102.0,0,864
heavy,0,102,102.0,0,865
heavy,0,102,102.0,0,866
heavy,0,102,102.0,1,867
heavy,0,102,102.0,10,868
heavy,0,102,102.0,11,869
heavy,0,102,102.0,16,870
