scenario,episode_id,t_slot,t_time,mec_id,task_id
moderate,0,2,2.0,19,153
moderate,0,3,3.0,0,154
moderate,0,3,3.0,0,155
moderate,0,3,3.0,0,156
moderate,0,3,3.0,1,157
moderate,0,3,3.0,2,158
moderate,0,3,3.0,4,159
moderate,0,3,3.0,4,160
moderate,0,3,3.0,4,161
moderate,0,3,3.0,5,162
moderate,0,3,3.0,5,163
moderate,0,3,3.0,5,164
moderate,0,3,3.0,5,165
moderate,0,3,3.0,6,166
moderate,0,3,3.0,6,167
moderate,0,3,3.0,6,168
moderate,0,3,3.0,7,169
moderate,0,3,3.0,8,170
moderate,0,3,3.0,8,171
moderate,0,3,3.0,8,172
moderate,0,3,3.0,9,173
moderate,0,3,3.0,9,174
moderate,0,3,3.0,9,175
moderate,0,3,3.0,9,176
moderate,0,3,3.0,9,177
moderate,0,3,3.0,9,178
moderate,0,3,3.0,10,179
moderate,0,3,3.0,10,180
moderate,0,3,3.0,10,181
moderate,0,3,3.0,11,182
moderate,0,3,3.0,11,183
moderate,0,3,3.0,11,184
moderate,0,3,3.0,11,185
moderate,0,3,3.0,12,186
moderate,0,3,3.0,13,187
moderate,0,3,3.0,14,188
moderate,0,3,3.0,14,189
moderate,0,3,3.0,15,190
moderate,0,3,3.0,15,191
moderate,0,3,3.0,15,192
moderate,0,3,3.0,15,193
moderate,0,3,3.0,15,194
moderate,0,3,3.0,15,195
moderate,0,3,3.0,16,196
moderate,0,3,3.0,16,197
moderate,0,3,3.0,16,198
moderate,0,3,3.0,17,199
moderate,0,3,3.0,17,200
moderate,0,3,3.0,17,201
moderate,0,3,3.0,17,202
moderate,0,3,3.0,17,203
moderate,0,3,3.0,18,204
moderate,0,3,3.0,18,205
moderate,0,3,3.0,18,206
moderate,0,3,3.0,19,207
moderate,0,3,3.0,19,208
moderate,0,4,4.0,0,209
moderate,0,4,4.0,0,210
moderate,0,4,4.0,1,211
moderate,0,4,4.0,1,212
moderate,0,4,4.0,2,213
moderate,0,4,4.0,2,214
moderate,0,4,4.0,3,215
moderate,0,4,4.0,3,216
moderate,0,4,4.0,3,217
moderate,0,4,4.0,3,218
moderate,0,4,4.0,3,219
moderate,0,4,4.0,4,220
moderate,0,4,4.0,4,221
moderate,0,4,4.0,6,222
moderate,0,4,4.0,6,223
moderate,0,4,4.0,6,224
moderate,0,4,4.0,7,225
moderate,0,4,4.0,7,226
moderate,0,4,4.0,7,227
moderate,0,4,4.0,7,228
moderate,0,4,4.0,8,229
moderate,0,4,4.0,8,230
moderate,0,4,4.0,9,231
moderate,0,4,4.0,10,232
moderate,0,4,4.0,10,233
moderate,0,4,4.0,10,234
moderate,0,4,4.0,10,235
moderate,0,4,4.0,10,236
moderate,0,4,4.0,11,237
moderate,0,4,4.0,11,238
moderate,0,4,4.0,11,239
moderate,0,4,4.0,11,240
moderate,0,4,4.0,12,241
moderate,0,4,4.0,12,242
moderate,0,4,4.0,12,243
moderate,0,4,4.0,13,244
moderate,0,4,4.0,13,245
moderate,0,4,4.0,14,246
moderate,0,4,4.0,15,247
moderate,0,4,4.0,15,248
moderate,0,4,4.0,16,249
moderate,0,4,4.0,16,250
moderate,0,4,4.0,16,251
moderate,0,4,4.0,16,252
moderate,0,4,4.0,16,253
moderate,0,4,4.0,16,254
moderate,0,4,4.0,17,255
moderate,0,4,4.0,17,256
moderate,0,4,4.0,17,257
moderate,0,4,4.0,18,258
moderate,0,4,4.0,19,259
moderate,0,4,4.0,19,260
moderate,0,4,4.0,19,261
moderate,0,4,4.0,19,262
moderate,0,4,4.0,19,263
moderate,0,5,5.0,0,264
moderate,0,5,5.0,0,265
moderate,0,5,5.0,0,266
moderate,0,5,5.0,1,267
moderate,0,5,5.0,1,268
moderate,0,5,5.0,1,269
moderate,0,5,5.0,2,270
moderate,0,5,5.0,2,271
moderate,0,5,5.0,2,272
moderate,0,5,5.0,3,273
moderate,0,5,5.0,3,274
moderate,0,5,5.0,3,275
moderate,0,5,5.0,3,276
moderate,0,5,5.0,6,277
moderate,0,5,5.0,6,278
moderate,0,5,5.0,6,279
moderate,0,5,5.0,6,280
moderate,0,5,5.0,6,281
moderate,0,5,5.0,6,282
moderate,0,5,5.0,6,283
moderate,0,5,5.0,7,284
moderate,0,5,5.0,7,285
moderate,0,5,5.0,7,286
moderate,0,5,5.0,8,287
moderate,0,5,5.0,9,288
moderate,0,5,5.0,9,289
moderate,0,5,5.0,10,290
moderate,0,5,5.0,10,291
moderate,0,5,5.0,10,292
moderate,0,5,5.0,10,293
moderate,0,5,5.0,11,294
moderate,0,5,5.0,11,295
moderate,0,5,5.0,11,296
moderate,0,5,5.0,11,297
moderate,0,5,5.0,12,298
moderate,0,5,5.0,12,299
moderate,0,5,5.0,12,300
moderate,0,5,5.0,12,301
moderate,0,5,5.0,13,302
moderate,0,5,5.0,13,303
moderate,0,5,5.0,14,304
moderate,0,5,5.0,14,305
moderate,0,5,5.0,15,306
moderate,0,5,5.0,15,307
moderate,0,5,5.0,16,308
moderate,0,5,5.0,16,309
moderate,0,5,5.0,16,310
moderate,0,5,5.0,18,311
moderate,0,5,5.0,18,312
moderate,0,5,5.0,18,313
moderate,0,5,5.0,19,314
moderate,0,5,5.0,19,315
moderate,0,5,5.0,19,316
moderate,0,6,6.0,0,317
moderate,0,6,6.0,2,318
moderate,0,6,6.0,4,319
moderate,0,6,6.0,4,320
moderate,0,6,6.0,4,321
moderate,0,6,6.0,4,322
moderate,0,6,6.0,4,323
moderate,0,6,6.0,5,324
moderate,0,6,6.0,5,325
moderate,0,6,6.0,5,326
moderate,0,6,6.0,6,327
moderate,0,6,6.0,6,328
moderate,0,6,6.0,6,329
moderate,0,6,6.0,6,330
moderate,0,6,6.0,7,331
moderate,0,6,6.0,7,332
moderate,0,6,6.0,7,333
moderate,0,6,6.0,7,334
moderate,0,6,6.0,8,335
moderate,0,6,6.0,8,336
moderate,0,6,6.0,8,337
moderate,0,6,6.0,10,338
moderate,0,6,6.0,10,339
moderate,0,6,6.0,10,340
moderate,0,6,6.0,10,341
moderate,0,6,6.0,11,342
moderate,0,6,6.0,11,343
moderate,0,6,6.0,12,344
moderate,0,6,6.0,13,345
moderate,0,6,6.0,13,346
moderate,0,6,6.0,14,347
moderate,0,6,6.0,14,348
moderate,0,6,6.0,14,349
moderate,0,6,6.0,14,350
moderate,0,6,6.0,14,351
moderate,0,6,6.0,14,352
moderate,0,6,6.0,15,353
moderate,0,6,6.0,15,354
moderate,0,6,6.0,15,355
moderate,0,6,6.0,15,356
moderate,0,6,6.0,15,357
moderate,0,6,6.0,17,358
moderate,0,6,6.0,17,359
moderate,0,6,6.0,17,360
moderate,0,6,6.0,17,361
moderate,0,6,6.0,17,362
moderate,0,6,6.0,18,363
moderate,0,6,6.0,18,364
moderate,0,6,6.0,18,365
moderate,0,6,6.0,18,366
moderate,0,6,6.0,18,367
moderate,0,6,6.0,18,368
moderate,0,6,6.0,19,369
moderate,0,6,6.0,19,370
moderate,0,6,6.0,19,371
moderate,0,7,7.0,0,372
moderate,0,7,7.0,1,373
moderate,0,7,7.0,2,374
moderate,0,7,7.0,2,375
moderate,0,7,7.0,2,376
moderate,0,7,7.0,3,377
moderate,0,7,7.0,3,378
moderate,0,7,7.0,3,379
moderate,0,7,7.0,4,380
moderate,0,7,7.0,4,381
moderate,0,7,7.0,5,382
moderate,0,7,7.0,6,383
moderate,0,7,7.0,6,384
moderate,0,7,7.0,6,385
moderate,0,7,7.0,7,386
moderate,0,7,7.0,7,387
moderate,0,7,7.0,7,388
moderate,0,7,7.0,8,389
moderate,0,7,7.0,8,390
moderate,0,7,7.0,8,391
moderate,0,7,7.0,8,392
moderate,0,7,7.0,9,393
moderate,0,7,7.0,9,394
moderate,0,7,7.0,9,395
moderate,0,7,7.0,9,396
moderate,0,7,7.0,10,397
moderate,0,7,7.0,11,398
moderate,0,7,7.0,11,399
moderate,0,7,7.0,13,400
moderate,0,7,7.0,13,401
moderate,0,7,7.0,14,402
moderate,0,7,7.0,14,403
moderate,0,7,7.0,14,404
moderate,0,7,7.0,14,405
moderate,0,7,7.0,14,406
moderate,0,7,7.0,15,407
moderate,0,7,7.0,16,408
moderate,0,7,7.0,16,409
moderate,0,7,7.0,16,410
moderate,0,7,7.0,16,411
moderate,0,7,7.0,17,412
moderate,0,7,7.0,18,413
moderate,0,7,7.0,19,414
moderate,0,7,7.0,19,415
moderate,0,7,7.0,19,416
moderate,0,8,8.0,0,417
moderate,0,8,8.0,1,418
moderate,0,8,8.0,1,419
moderate,0,8,8.0,1,420
moderate,0,8,8.0,2,421
moderate,0,8,8.0,2,422
moderate,0,8,8.0,2,423
moderate,0,8,8.0,3,424
moderate,0,8,8.0,3,425
moderate,0,8,8.0,3,426
moderate,0,8,8.0,5,427
moderate,0,8,8.0,5,428
moderate,0,8,8.0,6,429
moderate,0,8,8.0,6,430
moderate,0,8,8.0,6,431
moderate,0,8,8.0,6,432
moderate,0,8,8.0,7,433
moderate,0,8,8.0,8,434
moderate,0,8,8.0,8,435
moderate,0,8,8.0,8,436
moderate,0,8,8.0,8,437
moderate,0,8,8.0,9,438
moderate,0,8,8.0,9,439
moderate,0,8,8.0,10,440
moderate,0,8,8.0,10,441
moderate,0,8,8.0,10,442
moderate,0,8,8.0,11,443
moderate,0,8,8.0,11,444
moderate,0,8,8.0,11,445
moderate,0,8,8.0,12,446
moderate,0,8,8.0,13,447
moderate,0,8,8.0,14,448
moderate,0,8,8.0,14,449
moderate,0,8,8.0,14,450
moderate,0,8,8.0,15,451
moderate,0,8,8.0,16,452
moderate,0,8,8.0,16,453
moderate,0,8,8.0,16,454
moderate,0,8,8.0,16,455
moderate,0,8,8.0,17,456
moderate,0,8,8.0,17,457
moderate,0,8,8.0,17,458
moderate,0,8,8.0,18,459
moderate,0,8,8.0,18,460
moderate,0,8,8.0,19,461
moderate,0,9,9.0,0,462
moderate,0,9,9.0,0,463
moderate,0,9,9.0,0,464
moderate,0,9,9.0,1,465
moderate,0,9,9.0,1,466
moderate,0,9,9.0,2,467
moderate,0,9,9.0,2,468
moderate,0,9,9.0,2,469
moderate,0,9,9.0,3,470
moderate,0,9,9.0,4,471
moderate,0,9,9.0,4,472
moderate,0,9,9.0,4,473
moderate,0,9,9.0,4,474
moderate,0,9,9.0,5,475
moderate,0,9,9.0,5,476
moderate,0,9,9.0,5,477
moderate,0,9,9.0,6,478
moderate,0,9,9.0,6,479
moderate,0,9,9.0,6,480
moderate,0,9,9.0,6,481
moderate,0,9,9.0,6,482
moderate,0,9,9.0,6,483
moderate,0,9,9.0,7,484
moderate,0,9,9.0,7,485
moderate,0,9,9.0,8,486
moderate,0,9,9.0,8,487
moderate,0,9,9.0,8,488
moderate,0,9,9.0,9,489
moderate,0,9,9.0,9,490
moderate,0,9,9.0,9,491
moderate,0,9,9.0,11,492
moderate,0,9,9.0,11,493
moderate,0,9,9.0,12,494
moderate,0,9,9.0,12,495
moderate,0,9,9.0,12,496
moderate,0,9,9.0,12,497
moderate,0,9,9.0,13,498
moderate,0,9,9.0,13,499
moderate,0,9,9.0,13,500
moderate,0,9,9.0,14,501
moderate,0,9,9.0,15,502
moderate,0,9,9.0,16,503
moderate,0,9,9.0,16,504
moderate,0,9,9.0,16,505
moderate,0,9,9.0,17,506
moderate,0,9,9.0,18,507
moderate,0,9,9.0,19,508
moderate,0,10,10.0,0,509
moderate,0,10,10.0,0,510
moderate,0,10,10.0,1,511
moderate,0,10,10.0,1,512
moderate,0,10,10.0,1,513
moderate,0,10,10.0,1,514
moderate,0,10,10.0,2,515
moderate,0,10,10.0,2,516
moderate,0,10,10.0,2,517
moderate,0,10,10.0,2,518
moderate,0,10,10.0,3,519
moderate,0,10,10.0,3,520
moderate,0,10,10.0,3,521
moderate,0,10,10.0,5,522
moderate,0,10,10.0,5,523
moderate,0,10,10.0,6,524
moderate,0,10,10.0,7,525
moderate,0,10,10.0,7,526
moderate,0,10,10.0,7,527
moderate,0,10,10.0,7,528
moderate,0,10,10.0,8,529
moderate,0,10,10.0,8,530
moderate,0,10,10.0,8,531
moderate,0,10,10.0,9,532
moderate,0,10,10.0,10,533
moderate,0,10,10.0,11,534
moderate,0,10,10.0,11,535
moderate,0,10,10.0,11,536
moderate,0,10,10.0,11,537
moderate,0,10,10.0,12,538
moderate,0,10,10.0,13,539
moderate,0,10,10.0,13,540
moderate,0,10,10.0,13,541
moderate,0,10,10.0,13,542
moderate,0,10,10.0,14,543
moderate,0,10,10.0,14,544
moderate,0,10,10.0,15,545
moderate,0,10,10.0,16,546
moderate,0,10,10.0,16,547
moderate,0,10,10.0,17,548
moderate,0,10,10.0,17,549
moderate,0,10,10.0,18,550
moderate,0,10,10.0,18,551
moderate,0,10,10.0,19,552
moderate,0,10,10.0,19,553
moderate,0,10,10.0,19,554
moderate,0,10,10.0,19,555
moderate,0,10,10.0,19,556
moderate,0,11,11.0,0,557
moderate,0,11,11.0,0,558
moderate,0,11,11.0,0,559
moderate,0,11,11.0,1,560
moderate,0,11,11.0,1,561
moderate,0,11,11.0,2,562
moderate,0,11,11.0,2,563
moderate,0,11,11.0,2,564
moderate,0,11,11.0,3,565
moderate,0,11,11.0,3,566
moderate,0,11,11.0,3,567
moderate,0,11,11.0,3,568
moderate,0,11,11.0,4,569
moderate,0,11,11.0,6,570
moderate,0,11,11.0,6,571
moderate,0,11,11.0,7,572
moderate,0,11,11.0,7,573
moderate,0,11,11.0,7,574
moderate,0,11,11.0,8,575
moderate,0,11,11.0,8,576
moderate,0,11,11.0,8,577
moderate,0,11,11.0,9,578
moderate,0,11,11.0,9,579
moderate,0,11,11.0,10,580
moderate,0,11,11.0,10,581
moderate,0,11,11.0,11,582
moderate,0,11,11.0,11,583
moderate,0,11,11.0,12,584
moderate,0,11,11.0,12,585
moderate,0,11,11.0,12,586
moderate,0,11,11.0,13,587
moderate,0,11,11.0,13,588
moderate,0,11,11.0,13,589
moderate,0,11,11.0,13,590
moderate,0,11,11.0,13,591
moderate,0,11,11.0,14,592
moderate,0,11,11.0,15,593
moderate,0,11,11.0,15,594
moderate,0,11,11.0,15,595
moderate,0,11,11.0,16,596
moderate,0,11,11.0,16,597
moderate,0,11,11.0,16,598
moderate,0,11,11.0,17,599
moderate,0,11,11.0,17,600
moderate,0,11,11.0,18,601
moderate,0,11,11.0,18,602
moderate,0,11,11.0,18,603
moderate,0,11,11.0,19,604
moderate,0,12,12.0,0,605
moderate,0,12,12.0,1,606
moderate,0,12,12.0,1,607
moderate,0,12,12.0,2,608
moderate,0,12,12.0,2,609
moderate,0,12,12.0,2,610
moderate,0,12,12.0,2,611
moderate,0,12,12.0,2,612
moderate,0,12,12.0,3,613
moderate,0,12,12.0,3,614
moderate,0,12,12.0,3,615
moderate,0,12,12.0,3,616
moderate,0,12,12.0,4,617
moderate,0,12,12.0,4,618
moderate,0,12,12.0,5,619
moderate,0,12,12.0,5,620
moderate,0,12,12.0,5,621
moderate,0,12,12.0,5,622
moderate,0,12,12.0,5,623
moderate,0,12,12.0,5,624
moderate,0,12,12.0,5,625
moderate,0,12,12.0,6,626
moderate,0,12,12.0,6,627
moderate,0,12,12.0,6,628
moderate,0,12,12.0,6,629
moderate,0,12,12.0,6,630
moderate,0,12,12.0,6,631
moderate,0,12,12.0,7,632
moderate,0,12,12.0,7,633
moderate,0,12,12.0,8,634
moderate,0,12,12.0,8,635
moderate,0,12,12.0,10,636
moderate,0,12,12.0,11,637
moderate,0,12,12.0,11,638
moderate,0,12,12.0,11,639
moderate,0,12,12.0,12,640
moderate,0,12,12.0,12,641
moderate,0,12,12.0,13,642
moderate,0,12,12.0,14,643
moderate,0,12,12.0,14,644
moderate,0,12,12.0,14,645
moderate,0,12,12.0,14,646
moderate,0,12,12.0,15,647
moderate,0,12,12.0,15,648
moderate,0,12,12.0,16,649
moderate,0,12,12.0,16,650
moderate,0,12,12.0,16,651
moderate,0,12,12.0,17,652
moderate,0,12,12.0,18,653
moderate,0,12,12.0,18,654
moderate,0,12,12.0,19,655
moderate,0,12,12.0,19,656
moderate,0,12,12.0,19,657
moderate,0,12,12.0,19,658
moderate,0,13,13.0,0,659
moderate,0,13,13.0,1,660
moderate,0,13,13.0,1,661
moderate,0,13,13.0,1,662
moderate,0,13,13.0,2,663
moderate,0,13,13.0,3,664
moderate,0,13,13.0,4,665
moderate,0,13,13.0,4,666
moderate,0,13,13.0,4,667
moderate,0,13,13.0,5,668
moderate,0,13,13.0,5,669
moderate,0,13,13.0,5,670
moderate,0,13,13.0,5,671
moderate,0,13,13.0,5,672
moderate,0,13,13.0,5,673
moderate,0,13,13.0,6,674
moderate,0,13,13.0,7,675
moderate,0,13,13.0,7,676
moderate,0,13,13.0,8,677
moderate,0,13,13.0,8,678
moderate,0,13,13.0,8,679
moderate,0,13,13.0,9,680
moderate,0,13,13.0,10,681
moderate,0,13,13.0,10,682
moderate,0,13,13.0,10,683
moderate,0,13,13.0,10,684
moderate,0,13,13.0,11,685
moderate,0,13,13.0,12,686
moderate,0,13,13.0,12,687
moderate,0,13,13.0,13,688
moderate,0,13,13.0,14,689
moderate,0,13,13.0,14,690
moderate,0,13,13.0,14,691
moderate,0,13,13.0,15,692
moderate,0,13,13.0,17,693
moderate,0,13,13.0,18,694
moderate,0,13,13.0,18,695
moderate,0,13,13.0,19,696
moderate,0,13,13.0,19,697
moderate,0,13,13.0,19,698
moderate,0,13,13.0,19,699
moderate,0,13,13.0,19,700
moderate,0,13,13.0,19,701
moderate,0,13,13.0,19,702
moderate,0,14,14.0,0,703
moderate,0,14,14.0,1,704
moderate,0,14,14.0,1,705
moderate,0,14,14.0,1,706
moderate,0,14,14.0,1,707
moderate,0,14,14.0,1,708
moderate,0,14,14.0,2,709
moderate,0,14,14.0,2,710
moderate,0,14,14.0,2,711
moderate,0,14,14.0,2,712
moderate,0,14,14.0,3,713
moderate,0,14,14.0,4,714
moderate,0,14,14.0,4,715
moderate,0,14,14.0,4,716
moderate,0,14,14.0,4,717
moderate,0,14,14.0,5,718
moderate,0,14,14.0,5,719
moderate,0,14,14.0,5,720
moderate,0,14,14.0,6,721
moderate,0,14,14.0,6,722
moderate,0,14,14.0,6,723
moderate,0,14,14.0,6,724
moderate,0,14,14.0,7,725
moderate,0,14,14.0,7,726
moderate,0,14,14.0,7,727
moderate,0,14,14.0,7,728
moderate,0,14,14.0,7,729
moderate,0,14,14.0,9,730
moderate,0,14,14.0,10,731
moderate,0,14,14.0,10,732
moderate,0,14,14.0,10,733
moderate,0,14,14.0,10,734
moderate,0,14,14.0,10,735
moderate,0,14,14.0,11,736
moderate,0,14,14.0,11,737
moderate,0,14,14.0,11,738
moderate,0,14,14.0,12,739
moderate,0,14,14.0,13,740
moderate,0,14,14.0,13,741
moderate,0,14,14.0,13,742
moderate,0,14,14.0,13,743
moderate,0,14,14.0,14,744
moderate,0,14,14.0,15,745
moderate,0,14,14.0,16,746
moderate,0,14,14.0,16,747
moderate,0,14,14.0,16,748
moderate,0,14,14.0,18,749
moderate,0,14,14.0,18,750
moderate,0,14,14.0,19,751
moderate,0,14,14.0,19,752
moderate,0,15,15.0,0,753
moderate,0,15,15.0,0,754
moderate,0,15,15.0,1,755
moderate,0,15,15.0,1,756
moderate,0,15,15.0,1,757
moderate,0,15,15.0,1,758
moderate,0,15,15.0,2,759
moderate,0,15,15.0,2,760
moderate,0,15,15.0,2,761
moderate,0,15,15.0,2,762
moderate,0,15,15.0,2,763
moderate,0,15,15.0,3,764
moderate,0,15,15.0,4,765
moderate,0,15,15.0,4,766
moderate,0,15,15.0,5,767
moderate,0,15,15.0,5,768
moderate,0,15,15.0,6,769
moderate,0,15,15.0,7,770
moderate,0,15,15.0,7,771
moderate,0,15,15.0,8,772
moderate,0,15,15.0,8,773
moderate,0,15,15.0,9,774
moderate,0,15,15.0,9,775
moderate,0,15,15.0,9,776
moderate,0,15,15.0,10,777
moderate,0,15,15.0,10,778
moderate,0,15,15.0,11,779
moderate,0,15,15.0,11,780
moderate,0,15,15.0,12,781
moderate,0,15,15.0,12,782
moderate,0,15,15.0,14,783
moderate,0,15,15.0,15,784
moderate,0,15,15.0,15,785
moderate,0,15,15.0,16,786
moderate,0,15,15.0,16,787
moderate,0,15,15.0,16,788
moderate,0,15,15.0,16,789
moderate,0,15,15.0,16,790
moderate,0,15,15.0,17,791
moderate,0,15,15.0,17,792
moderate,0,15,15.0,18,793
moderate,0,15,15.0,18,794
moderate,0,15,15.0,18,795
moderate,0,15,15.0,18,796
moderate,0,15,15.0,19,797
moderate,0,15,15.0,19,798
moderate,0,15,15.0,19,799
moderate,0,16,16.0,0,800
moderate,0,16,16.0,0,801
moderate,0,16,16.0,0,802
moderate,0,16,16.0,0,803
moderate,0,16,16.0,0,804
moderate,0,16,16.0,1,805
moderate,0,16,16.0,1,806
moderate,0,16,16.0,2,807
moderate,0,16,16.0,3,808
moderate,0,16,16.0,4,809
moderate,0,16,16.0,4,810
moderate,0,16,16.0,5,811
moderate,0,16,16.0,5,812
moderate,0,16,16.0,5,813
moderate,0,16,16.0,6,814
moderate,0,16,16.0,6,815
moderate,0,16,16.0,7,816
moderate,0,16,16.0,7,817
moderate,0,16,16.0,8,818
moderate,0,16,16.0,8,819
moderate,0,16,16.0,8,820
moderate,0,16,16.0,8,821
moderate,0,16,16.0,8,822
moderate,0,16,16.0,9,823
moderate,0,16,16.0,9,824
moderate,0,16,16.0,10,825
moderate,0,16,16.0,11,826
moderate,0,16,16.0,11,827
moderate,0,16,16.0,12,828
moderate,0,16,16.0,12,829
moderate,0,16,16.0,12,830
moderate,0,16,16.0,13,831
moderate,0,16,16.0,13,832
moderate,0,16,16.0,13,833
moderate,0,16,16.0,14,834
moderate,0,16,16.0,15,835
moderate,0,16,16.0,15,836
moderate,0,16,16.0,15,837
moderate,0,16,16.0,15,838
moderate,0,16,16.0,16,839
moderate,0,16,16.0,16,840
moderate,0,16,16.0,17,841
moderate,0,16,16.0,17,842
moderate,0,16,16.0,17,843
moderate,0,16,16.0,17,844
moderate,0,16,16.0,18,845
moderate,0,16,16.0,18,846
moderate,0,16,16.0,19,847
moderate,0,16,16.0,19,848
moderate,0,17,17.0,0,849
moderate,0,17,17.0,1,850
moderate,0,17,17.0,1,851
moderate,0,17,17.0,1,852
moderate,0,17,17.0,1,853
moderate,0,17,17.0,2,854
moderate,0,17,17.0,2,855
moderate,0,17,17.0,3,856
moderate,0,17,17.0,3,857
moderate,0,17,17.0,4,858
moderate,0,17,17.0,4,859
moderate,0,17,17.0,4,860
moderate,0,17,17.0,5,861
moderate,0,17,17.0,5,862
moderate,0,17,17.0,6,863
moderate,0,17,17.0,6,864
moderate,0,17,17.0,6,865
moderate,0,17,17.0,6,866
moderate,0,17,17.0,7,867
moderate,0,17,17.0,7,868
moderate,0,17,17.0,7,869
moderate,0,17,17.0,7,870
