scenario,episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio
heavy,0,27,15,3,3.0,10.13575042741681,1252537843.2132685,12695410979.704615,67.31400858771164,image,0,,,0,0.0
heavy,0,28,16,3,3.0,6.175443454172131,885803695.4209373,5470230632.568711,60.92106365880971,image,0,,,0,0.0
heavy,0,29,16,3,3.0,10.602818480206281,1542577194.8941011,16355665989.167942,67.42978506848367,text,0,,,1,0.7494391132853959
heavy,0,30,0,4,4.0,5.840459058456745,1506081275.0726595,8796206025.770199,61.966838196991446,text,0,,,0,0.0
heavy,0,31,4,4,4.0,7.2218086225882745,933368454.2699375,6740608351.098524,69.735508250276,video,0,,,1,0.7493819115816156
heavy,0,32,5,4,4.0,2.5179312336465483,954403834.8447223,2403123225.267568,64.5945439076668,text,0,,,0,0.0
heavy,0,33,6,4,4.0,3.278850010531816,1199628767.4239106,3933402796.702159,52.74509608694398,image,1,1.0831269901472207,5.083126990147221,1,0.7395735135397884
heavy,0,34,7,4,4.0,5.255832593921019,1266996082.37518,6659119306.117711,70.306430640798,image,0,,,1,0.30691051523072266
heavy,0,35,9,4,4.0,2.7755061001961217,1032788888.6042964,2866511860.5359974,63.04618640429967,sensor,0,,,0,0.0
heavy,0,36,10,4,4.0,4.7370204234155455,1168155252.805901,5533575290.2617035,64.39242654002193,image,0,,,1,0.32083385698225353
heavy,0,37,10,4,4.0,4.944260157966828,1129735640.3275647,5585706915.506721,66.15185684970837,sensor,1,0.4725491274289977,4.472549127428998,0,0.0
heavy,0,38,16,4,4.0,3.211323005210162,1540449641.1266985,4946881370.917905,68.74148503174251,text,0,,,1,0.3705090599620303
heavy,0,39,17,4,4.0,6.5551423035176315,1405901665.2091024,9215885480.198069,58.48126610483387,sensor,0,,,0,0.0
heavy,0,40,1,5,5.0,2.3077860196919837,1070356102.8664267,2470152850.287134,51.40070863529808,video,0,,,1,0.6541384447566343
heavy,0,41,1,5,5.0,5.499895044769295,1265100833.9353788,6957921807.694693,57.03681458723987,image,1,0.5849830158095923,5.584983015809592,0,0.0
heavy,0,42,1,5,5.0,0.5351802189327634,1136491337.06569,608227682.586005,58.75184828598711,image,0,,,0,0.0
heavy,0,43,1,5,5.0,2.3052788323402935,1641898691.1195295,3785034297.485085,72.42944015999318,image,0,,,1,0.37968752818385876
heavy,0,44,4,5,5.0,4.235255003401909,846735166.5285419,3586139350.596356,64.14857600176799,image,1,0.4118428900961042,5.411842890096104,0,0.0
heavy,0,45,7,5,5.0,13.703049053329071,1451610032.5058553,19891483481.73234,66.42294146281876,video,0,,,0,0.0
heavy,0,46,8,5,5.0,5.903295979599887,1303419855.7050493,7694473193.914283,65.49994119975895,text,0,,,0,0.0
heavy,0,47,9,5,5.0,5.2222055421764715,1216087576.1087112,6350659279.726864,69.5542194346227,video,0,,,0,0.0
heavy,0,48,11,5,5.0,3.0382247728055343,979229222.8111753,2975118483.000023,62.18690551591484,sensor,1,0.37850616505631424,5.378506165056314,1,0.5136838556154643
heavy,0,49,0,6,6.0,5.3893087308232985,945503719.5216775,5095611450.64408,66.91754079818678,text,0,,,0,0.0
heavy,0,50,3,6,6.0,5.502885928650939,1578229785.3748038,8684818478.1168,66.49385795278376,sensor,0,,,0,0.0
heavy,0,51,4,6,6.0,6.018622910017122,1380521596.8639212,8308838910.658617,61.06522027620875,text,0,,,0,0.0
heavy,0,52,7,6,6.0,4.447496568513263,1471368658.9572024,6543907061.73012,72.78231722379769,text,0,,,0,0.0
heavy,0,53,7,6,6.0,11.239280519335514,1252248759.9449947,14074375093.011833,56.72810491680417,sensor,1,0.3586868260919909,6.358686826091991,0,0.0
heavy,0,54,8,6,6.0,3.897468221235217,1413440477.9019408,5508839345.230332,70.28747113710035,video,0,,,1,0.38388045769656143
heavy,0,55,10,6,6.0,10.035229830787463,1447987802.9989312,14530890395.271275,72.12404128964927,text,0,,,1,0.5984555928254545
heavy,0,56,16,6,6.0,3.539773865641542,1333191499.7259297,4719196428.6252985,67.98610180635863,sensor,0,,,0,0.0
heavy,0,57,16,6,6.0,12.414856399915992,1169788766.01881,14522759548.358456,63.12153074477946,video,0,,,1,0.7863945273139448
heavy,0,58,16,6,6.0,6.307324988900963,1462363713.0942552,9223603190.461395,59.20550260876928,image,1,0.8609511262912357,6.860951126291235,1,0.707041180578095
heavy,0,59,1,7,7.0,11.652600876634347,1128135713.9553041,13145715209.398092,63.10392915709787,image,0,,,1,0.44397143906957287
heavy,0,60,1,7,7.0,8.425809333705363,1207301248.3687828,10172490127.099827,61.16494529086767,image,0,,,0,0.0
heavy,0,61,1,7,7.0,9.015255420887607,1014869370.2719432,9149306591.836927,66.91886717071122,sensor,0,,,0,0.0
heavy,0,62,4,7,7.0,5.238585477913505,1288415720.8543792,6749475884.783211,63.01625802456776,video,0,,,1,0.5979279554312626
heavy,0,63,5,7,7.0,7.659645599275189,1471586983.9417014,11271834765.4997,60.44105321792258,sensor,0,,,0,0.0
heavy,0,64,12,7,7.0,7.278216643616954,1390394117.0032098,10119589603.55986,65.99528848531693,image,0,,,1,0.6200746498943859
heavy,0,65,0,8,8.0,16.38476774886195,1084201734.4591224,17764393612.026016,67.99490653734786,text,0,,,1,0.4430064391325361
heavy,0,66,1,8,8.0,10.37221208382503,1120086339.2834773,11617773063.243425,73.5597885088304,sensor,0,,,0,0.0
heavy,0,67,4,8,8.0,3.240189078599963,883582290.7206587,2862973688.4374156,70.04059178489119,video,0,,,0,0.0
heavy,0,68,4,8,8.0,1.9564907611111022,1440145961.2006993,2817632267.740636,69.09200255618236,video,0,,,0,0.0
heavy,0,69,6,8,8.0,1.5256603608601966,1091793880.8350227,1665706646.219715,64.31612002379006,sensor,0,,,1,0.7139625917195276
heavy,0,70,7,8,8.0,1.7129111322467403,1040492099.5366833,1782270500.3111682,61.682822468519085,sensor,1,0.4703319214909141,8.470331921490914,0,0.0
heavy,0,71,7,8,8.0,2.914353520207395,1171696410.067924,3414737557.295822,56.736207590901294,video,1,1.280348417608296,9.280348417608296,0,0.0
heavy,0,72,8,8,8.0,5.162630697890467,1649993516.6275704,8518307180.26174,79.88620261053889,image,0,,,1,0.4081427639812614
heavy,0,73,10,8,8.0,6.813223210773686,1021491571.7123593,6959650086.0003395,60.800079376659525,image,0,,,0,0.0
heavy,0,74,1,9,9.0,2.7233636733310886,1029561273.9036293,2803869772.817623,65.8817422959885,text,0,,,0,0.0
heavy,0,75,1,9,9.0,3.198024961419275,1068129926.9420646,3415906168.399669,59.444902993608025,sensor,0,,,1,0.522569707033246
heavy,0,76,1,9,9.0,7.304037060237966,977934343.1359192,7142868684.7442255,56.943707158691005,sensor,0,,,0,0.0
heavy,0,77,4,9,9.0,4.400710982863181,1301242477.8679693,5726392063.721672,54.26425308211854,image,0,,,0,0.0
heavy,0,78,8,9,9.0,4.279004699302443,1066509068.0614269,4563597314.083515,55.01992099336145,sensor,0,,,0,0.0
heavy,0,79,8,9,9.0,1.6166855522357555,1150023601.3816946,1859226541.0839171,56.21198174834478,video,0,,,1,0.5190492988917563
heavy,0,80,9,9,9.0,7.799356069415588,1037918287.8925917,8095094298.232521,60.64044568741877,text,1,1.2702583057971661,10.270258305797165,0,0.0
heavy,0,81,9,9,9.0,3.480718489236289,1100416994.5040922,3830241778.6402216,61.08156692208882,sensor,0,,,0,0.0
heavy,0,82,10,9,9.0,16.38192562566643,1224513814.2765503,20059894233.079563,62.98535689314079,image,0,,,0,0.0
heavy,0,83,11,9,9.0,3.5344525277548184,1154979649.675654,4082220742.30149,62.25037269999498,video,0,,,1,0.7723046594791412
heavy,0,84,12,9,9.0,2.2163498328820004,1283671331.0459504,2845064740.0391073,68.4199606979994,sensor,0,,,0,0.0
heavy,0,85,12,9,9.0,3.915897895620064,1256400259.6604104,4919935132.860703,68.67108432246651,text,1,0.9313236990742357,9.931323699074236,0,0.0
heavy,0,86,16,9,9.0,13.358705042794861,1148786913.222704,15346305530.764877,52.435579024935834,video,1,0.3389264938387908,9.338926493838791,0,0.0
heavy,0,87,0,10,10.0,4.272166092605124,1312495572.0531921,5607199079.620012,64.28451228708977,sensor,1,0.6315867178148848,10.631586717814885,1,0.33380782161858885
heavy,0,88,1,10,10.0,8.857021968745043,1032843860.3246783,9147920761.179111,65.47183930893816,text,0,,,0,0.0
heavy,0,89,1,10,10.0,2.6292364412728273,1319143369.5888443,3468339818.586419,64.80115357955746,video,0,,,1,0.7284950806657515
heavy,0,90,5,10,10.0,7.388125490760486,1033210610.5388674,7633489649.046411,69.80687297953264,image,0,,,0,0.0
heavy,0,91,8,10,10.0,3.4359571085762095,1226047416.1419282,4212646334.944352,73.96067625974736,image,0,,,0,0.0
heavy,0,92,9,10,10.0,4.888574222159498,878657551.5765312,4295382656.74281,59.695295204019374,video,0,,,0,0.0
heavy,0,93,12,10,10.0,2.1896169238972627,793611304.1069031,1737704742.4686522,68.14408273121833,text,0,,,0,0.0
heavy,0,94,16,10,10.0,6.888244887879547,1396682518.3107507,9620691216.74476,57.65447593805818,sensor,0,,,0,0.0
heavy,0,95,16,10,10.0,2.5985089240401327,1123739008.96816,2920045843.095778,58.56425006322986,image,0,,,0,0.0
heavy,0,96,9,11,11.0,5.377127536231431,996958569.0991352,5360773374.384845,60.10732423975751,sensor,0,,,0,0.0
heavy,0,97,10,11,11.0,11.232401486785797,1255155242.2555056,14098407609.257729,71.31962192690848,sensor,0,,,1,0.6556208748945807
heavy,0,98,10,11,11.0,4.542847392547607,951035242.4281503,4320407971.285604,61.0637586176962,text,0,,,1,0.4975732261552814
heavy,0,99,15,11,11.0,6.1807814735510584,915814927.9242688,5660451939.715818,65.29518906108065,sensor,0,,,0,0.0
heavy,0,100,16,11,11.0,15.707797864433545,1276268594.692576,20047369106.155643,66.19322892535139,video,1,0.7598592751351043,11.759859275135105,0,0.0
heavy,0,101,17,11,11.0,4.836390424419723,1085545230.147177,5250120556.358312,60.5859308056383,video,0,,,0,0.0
heavy,0,102,0,12,12.0,7.514772982329398,1117371070.3647099,8396789930.813202,62.71426395640819,image,0,,,1,0.39134922598310495
heavy,0,103,0,12,12.0,3.4372605187163825,1242723543.1137927,4271564570.4243755,71.89879150610096,image,0,,,0,0.0
heavy,0,104,1,12,12.0,2.099880827223836,1312123916.5141296,2755303855.22987,70.81928313263852,video,0,,,1,0.5311357193948204
heavy,0,105,3,12,12.0,6.495990764167149,862930565.798443,5605588985.544218,73.98716953735837,image,1,1.4045972735021692,13.40459727350217,0,0.0
heavy,0,106,4,12,12.0,6.836997455834808,1367203664.9966257,9347567979.189955,54.23016258013846,text,0,,,0,0.0
heavy,0,107,8,12,12.0,1.8233230292926994,1449034007.8374412,2642057076.7183046,68.13885052549745,video,0,,,0,0.0
heavy,0,108,9,12,12.0,3.5543954986034665,1012692414.4129231,3599509359.25917,64.22798002197229,image,1,0.8438929958131385,12.843892995813139,0,0.0
heavy,0,109,9,12,12.0,5.745342809553458,1429251190.2248144,8211538048.803859,64.24049200102746,text,0,,,0,0.0
heavy,0,110,10,12,12.0,6.369415701383311,1340990708.5715365,8541327274.584676,64.78375623745413,image,0,,,0,0.0
heavy,0,111,12,12,12.0,3.3197689598011086,1285788772.5286744,4268521655.9014616,70.86745658925896,sensor,0,,,0,0.0
heavy,0,112,16,12,12.0,3.14052418904549,1050815593.5051563,3300111789.629136,59.0861211113082,text,0,,,0,0.0
heavy,0,113,8,13,13.0,7.60063265548106,1416727655.0409608,10768026478.827433,74.38382603569032,image,0,,,0,0.0
heavy,0,114,10,13,13.0,3.1323494035200206,1100408459.8383193,3446863782.802944,61.124458152239875,sensor,0,,,1,0.7603497464791862
heavy,0,115,12,13,13.0,6.093459675205085,1750718584.708088,10667933098.550852,61.1734101452035,image,0,,,1,0.7802826558745088
heavy,0,116,13,13,13.0,5.631742108197698,1091796087.3433146,6148713998.6568365,63.97045476636925,sensor,0,,,1,0.5184860934870134
heavy,0,117,16,13,13.0,4.887946833007078,1181295981.047199,5774111949.4036455,74.83676749444345,text,0,,,0,0.0
heavy,0,118,17,13,13.0,11.41852039936371,1362897435.1327446,15562272165.30372,63.49099449533866,sensor,0,,,1,0.5473211005346509
heavy,0,119,17,13,13.0,5.512163661562541,1085104230.8348846,5981272110.215822,65.65752195190923,text,0,,,0,0.0
heavy,0,120,0,14,14.0,3.806169623208301,986111065.6841561,3753305983.3166003,63.767298431928126,text,0,,,0,0.0
heavy,0,121,3,14,14.0,3.3956815776102856,1448255086.3409345,4917813116.368305,58.82856153932166,image,0,,,1,0.6692345235324506
heavy,0,122,3,14,14.0,1.4938252478221756,977757898.9817892,1460599435.756561,57.78669375631215,video,1,0.9369832497227493,14.936983249722749,0,0.0
heavy,0,123,6,14,14.0,7.275428734415852,1321814271.9207647,9616765535.4933,64.91559309575908,video,0,,,0,0.0
heavy,0,124,9,14,14.0,10.024005753014437,1790040757.9476705,17943378855.79777,66.84239763205588,sensor,0,,,0,0.0
heavy,0,125,12,14,14.0,5.866105561135355,1417518476.1776316,8315313016.11772,51.71449000448779,image,0,,,0,0.0
heavy,0,126,12,14,14.0,10.15915638529348,860268402.936836,8739601238.761982,67.5748139283413,video,0,,,0,0.0
heavy,0,127,12,14,14.0,2.693969070124678,1049576478.0496906,2827526568.5962596,63.14971006480164,image,0,,,0,0.0
heavy,0,128,14,14,14.0,5.230024485591335,1084363495.4992502,5671247632.742488,73.43719468341261,image,0,,,0,0.0
heavy,0,129,15,14,14.0,3.535686176404928,1237352047.1978528,4374888528.623787,74.82759581710953,image,0,,,1,0.7710163147279145
heavy,0,130,1,15,15.0,17.18158916033952,773716218.3664325,13293674190.663582,68.63520773390309,sensor,0,,,0,0.0
heavy,0,131,6,15,15.0,5.318103019044374,1466697000.0974076,7800045744.241349,58.433832849972625,video,1,0.602216044709152,15.602216044709152,0,0.0
heavy,0,132,6,15,15.0,8.498621842174993,1408438660.8390098,11969787566.370106,72.34156739930063,image,0,,,0,0.0
heavy,0,133,8,15,15.0,2.596120564575532,1310436556.7814498,3402051293.6318736,65.30640547860584,image,0,,,0,0.0
heavy,0,134,8,15,15.0,8.149952934964599,1213620799.6960027,9890952398.416521,57.64168305148105,video,0,,,1,0.6879428291135838
heavy,0,135,8,15,15.0,4.136814061823561,1155965844.9077826,4782015762.202269,66.51965741063931,text,0,,,0,0.0
heavy,0,136,9,15,15.0,4.39822751122383,1335930929.405895,5875728166.807827,53.99140689070383,video,0,,,0,0.0
heavy,0,137,10,15,15.0,4.273667388720818,1343438284.5514085,5741408385.446393,61.23729061323131,image,0,,,0,0.0
heavy,0,138,10,15,15.0,3.0116893306275854,1332981324.21958,4014525632.077939,62.04674477252957,video,1,1.0829808182772305,16.082980818277232,0,0.0
heavy,0,139,11,15,15.0,1.4919446318372476,1451357383.228443,2165344856.7850304,59.60128958291694,text,1,1.0732274221201143,16.073227422120116,0,0.0
heavy,0,140,12,15,15.0,9.52935989521761,1025135403.4192727,9768884200.511343,66.32506307623775,sensor,0,,,0,0.0
heavy,0,141,12,15,15.0,3.5983089481479595,1218220250.5227304,4383532828.270989,71.75664749725509,text,0,,,1,0.41522506326062936
heavy,0,142,12,15,15.0,8.068872048373516,982224201.0301782,7925441400.928413,54.62338404699984,image,0,,,0,0.0
heavy,0,143,14,15,15.0,12.182051478424777,1164490804.9992712,14185886932.653429,69.74092301217965,video,1,0.32751377131887166,15.327513771318872,0,0.0
heavy,0,144,17,15,15.0,5.233371113527597,1229567025.9984941,6434780556.006556,54.14605189904651,text,0,,,1,0.6433764875382522
heavy,0,145,0,16,16.0,4.1105727902822755,1287022874.2992048,5290401207.565197,61.014853126765615,video,0,,,0,0.0
heavy,0,146,1,16,16.0,6.204725182064852,1270721878.2042887,7884480037.094896,61.56231351444371,video,1,1.2533998061553313,17.253399806155333,0,0.0
heavy,0,147,2,16,16.0,6.566502721776864,1639129725.6937099,10763349805.11311,61.50709253373736,image,1,0.8108636543207859,16.810863654320787,1,0.5979201786805031
heavy,0,148,3,16,16.0,5.8032498938993555,1213653333.7560725,7043133580.350527,59.25926424190176,video,0,,,0,0.0
heavy,0,149,6,16,16.0,3.7330375393593087,1477158578.8653047,5514288426.49083,70.35272085374179,text,0,,,1,0.716366257694653
heavy,0,150,12,16,16.0,7.384104821824329,1079580336.2748704,7971734366.634002,74.4101895004923,video,1,1.449397924119229,17.44939792411923,1,0.3026264396009887
heavy,0,151,13,16,16.0,5.917761100859696,930133757.8815706,5504309370.988009,62.09509823494374,image,0,,,0,0.0
heavy,0,152,13,16,16.0,3.081031506707716,978565525.1998088,3014991214.5185947,62.80807607518467,video,0,,,0,0.0
heavy,0,153,16,16,16.0,12.004224905009739,1056576993.251708,12683387856.452461,59.036967761919165,text,1,1.305802929847397,17.305802929847395,1,0.611479925645342
heavy,0,154,1,17,17.0,8.499279740717485,1319649954.6145415,11216074124.094122,68.38457857193043,text,0,,,1,0.7476609306992302
heavy,0,155,1,17,17.0,12.204643086601203,1348969914.7240248,16463696343.769585,74.5015108413841,image,1,1.2336586784243606,18.233658678424362,0,0.0
heavy,0,156,5,17,17.0,7.404020680560643,934127203.9494321,6916297136.315886,63.25993508468066,sensor,0,,,0,0.0
heavy,0,157,8,17,17.0,6.481190492731017,1601044519.619239,10376674518.99531,54.273161446843716,image,0,,,0,0.0
heavy,0,158,10,17,17.0,1.7430157239683197,1019866063.7408186,1777642585.4419234,68.52999857247524,sensor,1,1.1438349074957657,18.143834907495766,1,0.7798076966288482
heavy,0,159,10,17,17.0,8.875630514755107,1366804193.2407644,12131249005.222965,59.746262720183346,text,1,1.1183502370752594,18.11835023707526,0,0.0
heavy,0,160,12,17,17.0,5.300225300314087,987427502.0399148,5233588228.537896,67.02112009709246,image,1,0.7893475762565052,17.789347576256507,0,0.0
heavy,0,161,15,17,17.0,8.083028692608915,1121312162.1815655,9063598380.284935,74.15976627822548,image,0,,,0,0.0
heavy,0,162,15,17,17.0,3.4988198476198495,1037583521.377242,3630317818.1579885,65.57028521132578,text,0,,,1,0.7688855021241117
heavy,0,163,17,17,17.0,3.514369807288987,1022967275.7044055,3595085307.5802317,60.869256816019636,video,0,,,0,0.0
heavy,0,164,0,18,18.0,5.002800352584401,1176289805.8289883,5884743055.3427,73.62692107232452,text,1,0.5140625756470592,18.51406257564706,1,0.3056847683306416
heavy,0,165,5,18,18.0,7.793210719587993,1337314193.4948735,10421971308.20142,71.96921616992974,text,0,,,1,0.5800167679924715
heavy,0,166,6,18,18.0,4.8766154912778275,1209053375.0221941,5896088418.414972,70.03154548426457,image,0,,,1,0.3260123890844315
heavy,0,167,7,18,18.0,3.7737790341958677,1505056660.551129,5679751270.864697,71.64271260598734,text,0,,,0,0.0
heavy,0,168,12,18,18.0,5.731517012816576,1175547736.6965818,6737671852.25448,58.79004747373569,sensor,1,1.0585023067868886,19.058502306786888,0,0.0
heavy,0,169,13,18,18.0,6.753868059507018,1745032423.406675,11785718747.25047,48.81025638620054,video,1,1.038782005205299,19.0387820052053,0,0.0
heavy,0,170,1,19,19.0,4.730792193616756,1182889975.359367,5596006661.337609,60.848063087111406,video,0,,,0,0.0
heavy,0,171,6,19,19.0,4.22818607226836,1742523507.4678848,7367713624.875922,61.930962592811056,text,0,,,0,0.0
heavy,0,172,10,19,19.0,2.782750028741859,1394867467.9424775,3881567486.5080137,55.525011472999516,image,0,,,0,0.0
heavy,0,173,11,19,19.0,7.522204571414876,1171626012.8291686,8813210549.692156,71.73693863781905,sensor,0,,,0,0.0
heavy,0,174,12,19,19.0,5.922381536078128,1259064500.894491,7456660352.828958,68.47969864418907,video,1,0.9413349130167661,19.941334913016767,0,0.0
heavy,0,175,13,19,19.0,5.916432871960677,1432843031.2789268,8477319610.618423,65.25808672600158,sensor,0,,,0,0.0
heavy,0,176,16,19,19.0,4.750999191887586,1428545753.2822568,6787019719.418445,67.66664904507593,text,1,1.1478228102907613,20.147822810290762,0,0.0
heavy,0,177,0,20,20.0,3.2424717652132022,1117817302.7799206,3624491042.93067,62.44796579582583,sensor,1,0.3685780665504805,20.36857806655048,0,0.0
heavy,0,178,5,20,20.0,2.249257386863173,1357356425.9592488,3053043967.695036,63.85030118673714,sensor,0,,,0,0.0
heavy,0,179,5,20,20.0,8.945756361981278,1518933891.9182646,13588012527.056799,48.81262908786944,image,0,,,0,0.0
heavy,0,180,6,20,20.0,7.165847033955934,1026485708.9786814,7355639573.083039,59.66677649221626,text,0,,,0,0.0
heavy,0,181,7,20,20.0,12.235066681272132,1169431670.9274292,14308074472.988585,62.81645451667877,text,0,,,0,0.0
heavy,0,182,8,20,20.0,5.774323099655205,996517681.0808582,5754215065.080038,64.83327345617533,image,0,,,0,0.0
heavy,0,183,10,20,20.0,8.950678001280703,1501002223.1263874,13434987578.410786,61.27986360016249,sensor,0,,,1,0.6462573950288258
heavy,0,184,16,20,20.0,5.956520485905622,928745809.252266,5532093439.010118,68.29719451624135,sensor,0,,,0,0.0
heavy,0,185,0,21,21.0,5.852611216995631,782313160.2584077,4578574776.931658,63.12526765125323,sensor,0,,,0,0.0
heavy,0,186,1,21,21.0,5.979405672236553,1243434114.3290582,7434996996.2716055,62.34129786093013,video,0,,,0,0.0
heavy,0,187,4,21,21.0,2.0956967265195883,1171248668.658594,2454582000.8482413,62.91042540829048,video,0,,,1,0.6959344290106837
heavy,0,188,8,21,21.0,8.223786548528823,1218982066.0241234,10024648317.46706,68.66669927779841,video,0,,,1,0.4858264397687816
heavy,0,189,8,21,21.0,2.74868463361683,1488105757.9029908,4090333429.9446774,65.7445973844812,video,0,,,0,0.0
heavy,0,190,10,21,21.0,4.104220853220391,1252611436.1743941,5140993977.329291,72.17185128053089,video,0,,,0,0.0
heavy,0,191,10,21,21.0,11.925371517179979,1145664692.3336244,13662477090.194168,62.11985827659056,text,1,1.036079872516947,22.036079872516947,0,0.0
heavy,0,192,10,21,21.0,5.703721897736775,1037714571.7427154,5918835326.449466,60.85073683751367,sensor,0,,,0,0.0
heavy,0,193,12,21,21.0,17.18158916033952,976230918.4005989,16773198565.580025,57.970155105453074,sensor,0,,,0,0.0
heavy,0,194,13,21,21.0,8.972992690455968,1065157694.8402268,9557652209.984283,75.99865759752944,video,1,0.3775089905548675,21.37750899055487,0,0.0
heavy,0,195,16,21,21.0,6.8885373926379785,1572694177.033926,10833562645.682213,71.20577175696154,text,0,,,0,0.0
heavy,0,196,0,22,22.0,5.151695648454805,1051997341.7885554,5419570127.878122,63.501572189687494,image,0,,,0,0.0
heavy,0,197,0,22,22.0,3.5791591758464207,1434518305.425834,5134369355.784532,70.26693008008833,image,0,,,0,0.0
heavy,0,198,6,22,22.0,3.717585311777515,1228739854.625143,4567945235.550071,62.34802663603653,text,1,0.9471562071147281,22.947156207114727,1,0.7244390654876094
heavy,0,199,7,22,22.0,4.043083511519157,1196136331.0397887,4836079077.55599,60.22230855651588,text,0,,,0,0.0
heavy,0,200,7,22,22.0,2.6374195411784456,1166651625.550194,3076949794.9736805,71.8092407111281,sensor,0,,,1,0.3230054474006833
heavy,0,201,10,22,22.0,1.9420996288914874,1254354223.5870914,2436080872.1269603,60.374475627644934,sensor,0,,,1,0.7787352262020288
heavy,0,202,16,22,22.0,2.4435436104198036,1461970433.1224613,3572388510.479063,66.94318284753773,text,0,,,1,0.6196817274022446
heavy,0,203,16,22,22.0,4.862279523157687,1064888056.6487461,5177783392.298381,64.47764903275416,sensor,0,,,0,0.0
heavy,0,204,0,23,23.0,2.682519086545663,1096013567.0733037,2940077312.7871327,65.24452154227767,video,0,,,1,0.34846221371282093
heavy,0,205,9,23,23.0,9.571621924689822,988696538.885084,9463429468.457413,66.53343524077333,video,0,,,1,0.6233477190749206
heavy,0,206,10,23,23.0,4.512259961081701,1106360025.4632983,4992184045.439372,69.3015910314077,sensor,0,,,0,0.0
heavy,0,207,12,23,23.0,3.2661647921471926,1170585232.3837023,3823324272.219088,75.87256839938597,text,0,,,1,0.45030200820389654
