episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b,rho,c,L_req,mem_req,modality,has_deadline,deadline_time,is_divisible,split_ratio,action_space_hint
0,29,14,2,2,2298523.734076057,35.01307163596577,80478376.15817253,5.562897379836003,1265094876.468664,sensor,0,0.0,1,0.7122788027417787,continuous
0,30,15,2,2,1795726.8513086592,35.75817179494897,64211909.24589782,4.83862494594768,2014643836.1788242,text,0,0.0,0,0.0,discrete
0,31,16,2,2,1558271.7185422508,47.292656438324094,73694809.02257553,4.909764546196195,1216182875.0493112,image,0,0.0,0,0.0,discrete
0,32,1,3,3,5031671.0241305195,53.04330436853743,266896457.61530557,1.2994670187351571,1357942528.1653879,image,0,0.0,0,0.0,discrete
0,33,3,3,3,6661347.466678661,48.29873552067426,321734659.5044262,5.82837334905437,1407476970.4082074,video,0,0.0,0,0.0,discrete
0,34,10,3,3,1580596.843825098,21.585258129408324,34117590.872492835,4.762332502279586,1010364246.949078,text,0,0.0,0,0.0,discrete
0,35,10,3,3,4318001.1495472165,43.55533578086907,188071989.97070765,3.8078534755047473,1499077584.2494683,video,0,0.0,1,0.7519478672583799,continuous
0,36,12,3,3,4864989.216846085,47.269353126272115,229964893.24660364,7.414221643345856,1468051623.4238048,image,0,0.0,0,0.0,discrete
0,37,17,3,3,1447849.9203218196,25.07072713854579,36298650.289953604,5.622131657130554,1432501738.5692835,text,0,0.0,1,0.8097371026180902,continuous
0,38,1,4,4,2089665.5203225135,33.21910916663048,69416827.04133727,3.0150739246311336,1334674568.2614126,image,1,4.918494728490618,0,0.0,discrete
0,39,7,4,4,5576630.887031419,26.593367095619836,148301392.33559862,5.131872349696984,1329988703.4500656,image,0,0.0,0,0.0,discrete
0,40,7,4,4,3599253.731826118,23.54292890522859,84736974.720261,7.308081665299241,1112452940.616049,video,0,0.0,0,0.0,discrete
0,41,17,4,4,4047117.5648672925,23.484897072552346,95046139.45142706,5.759897177964159,973130856.3279593,text,0,0.0,0,0.0,discrete
0,42,0,5,5,5340357.367876101,28.925367804457295,154471801.07305968,6.892788896424096,2075898476.9365819,video,0,0.0,1,0.2155185181644536,continuous
0,43,1,5,5,9382695.608148549,52.20155965922339,489791344.55309975,7.860038463657452,1448028391.0521564,text,0,0.0,1,0.7046261781245676,continuous
0,44,3,5,5,3174453.9576298976,13.585917171078785,43127868.53176303,2.3979566551206988,1639428873.8085697,text,0,0.0,1,0.32569206176555254,continuous
0,45,7,5,5,2519620.6348990654,52.82345192553447,133095059.47817542,7.308982935196264,1723372011.4642816,image,0,0.0,0,0.0,discrete
0,46,7,5,5,1648812.5226650888,33.764718932096514,55671691.39950774,6.928866898797057,883352539.9722389,video,0,0.0,0,0.0,discrete
0,47,9,5,5,2432961.137174596,46.593327492701654,113359755.04139179,4.585301460268822,1121983601.6431658,text,0,0.0,0,0.0,discrete
0,48,10,5,5,4172170.512757393,23.390744835052754,97590175.8722394,7.293799935083495,1272524361.0799909,text,0,0.0,0,0.0,discrete
0,49,12,5,5,4173840.23976641,52.66044701928698,219796292.8131871,1.8647664817801888,1399244474.6391993,image,0,0.0,0,0.0,discrete
0,50,16,5,5,2550607.4993293844,54.25008160487017,138370664.98061293,4.283438695612179,1796869549.6588104,sensor,0,0.0,1,0.6348720275850849,continuous
0,51,1,6,6,5197874.689283059,35.36358503786539,183815483.5906296,3.8691551840483456,1435652901.9023392,video,1,6.843610696480902,0,0.0,discrete
0,52,1,6,6,4662346.580161732,57.46707273358565,267931410.03133857,6.1773423983085545,847116197.5275217,image,0,0.0,0,0.0,discrete
0,53,1,6,6,2342182.204043859,34.235501830279304,80185783.13339116,3.608593011880706,977305230.6745312,text,1,6.5631365818576715,0,0.0,discrete
0,54,2,6,6,3342026.5509281643,18.696894604323735,62485518.187555455,3.90238845913737,1513452818.2350895,text,0,0.0,0,0.0,discrete
0,55,10,6,6,4623802.063370221,37.68263330990707,174237037.65157172,2.7475276462072626,2556441045.2964325,text,0,0.0,0,0.0,discrete
0,56,13,6,6,1339093.4786122881,36.681923100527854,49120524.00687429,1.448120952281331,1511065953.5019825,sensor,0,0.0,1,0.280464915860898,continuous
0,57,14,6,6,3839685.094181765,25.936131557311636,99586577.74134678,5.048020695750557,834744815.7086297,text,0,0.0,0,0.0,discrete
0,58,14,6,6,3938363.381521243,32.604714448951384,128409213.4507067,4.775038948847936,1958497001.1476173,image,0,0.0,0,0.0,discrete
0,59,15,6,6,1874696.777415343,20.725087808312292,38853255.32589307,7.875692595034263,1328052519.723497,text,0,0.0,0,0.0,discrete
0,60,0,7,7,3344595.401713823,22.151063549847997,74086345.29189229,7.365164871195672,2272639712.1466146,image,0,0.0,0,0.0,discrete
0,61,2,7,7,3548746.7157489914,19.469937175638155,69093875.60788509,6.218659595223933,1561748473.6281798,image,0,0.0,0,0.0,discrete
0,62,7,7,7,2927741.527758147,44.412602272218614,130028620.02818029,4.316432465168434,785362934.7067691,image,0,0.0,0,0.0,discrete
0,63,9,7,7,3402183.2634750027,16.802115874715984,57163877.419926375,4.525054048528984,1485364331.473157,text,0,0.0,1,0.5126422981508801,continuous
0,64,10,7,7,3337705.8151187645,31.745436499026113,105956928.00628293,5.561394733703456,1455283290.3179443,image,0,0.0,0,0.0,discrete
0,65,12,7,7,1809569.5359896354,60.59886602677222,109657861.87756428,7.0843431350438255,3460343349.609093,text,1,8.239216202583686,1,0.44443236940558983,continuous
0,66,12,7,7,1877907.2202285011,84.74851674777776,159149851.5043079,1.0631845863288463,1532757950.1172342,text,0,0.0,1,0.5622692610890506,continuous
0,67,16,7,7,4615503.411558028,29.40342807181016,135711622.5769409,7.822468027561905,1987309520.3844066,sensor,0,0.0,0,0.0,discrete
0,68,16,7,7,4814803.19645363,27.768744540842732,133701039.97675388,5.47686882257107,1954205011.0295882,text,0,0.0,0,0.0,discrete
0,69,17,7,7,4064090.122766226,33.09852729061358,134515397.83989105,1.9589103114543258,1207344971.8416147,text,0,0.0,0,0.0,discrete
0,70,0,8,8,5541232.006436448,60.393239739141876,334652953.01492256,3.1217753731881244,1459376109.858711,image,0,0.0,0,0.0,discrete
0,71,4,8,8,6610522.936174562,26.430067996865443,174716570.69793227,1.102423966797612,1047669929.9413453,image,0,0.0,0,0.0,discrete
0,72,9,8,8,3604231.7209042194,43.469715034788486,156674925.82705173,1.4213277469474161,2559055156.2738934,text,1,8.619361223146058,1,0.29362183821747057,continuous
0,73,10,8,8,2724674.66465656,38.72523974469686,105513679.6151268,1.5276471812757086,1287863976.6245735,text,0,0.0,1,0.37925736278322375,continuous
0,74,11,8,8,7446037.24469244,31.46001266432168,234252426.0170351,2.5007922851516113,864769061.9575573,video,1,8.463490522666516,0,0.0,discrete
0,75,14,8,8,3949640.3869314417,54.51892279340149,215330139.31681564,2.307258147131029,1217237698.3596861,text,0,0.0,0,0.0,discrete
0,76,1,9,9,3661041.817324496,52.93234916863119,193787543.7955803,4.496490701951935,2338968731.5543723,text,0,0.0,0,0.0,discrete
0,77,2,9,9,1018058.440712231,46.19761695107222,47031873.877829514,5.883477353226226,1084502175.8170815,image,0,0.0,1,0.5407075648192696,continuous
0,78,12,9,9,2382607.1785949,38.434193042301075,91573584.2460887,3.0884331180295543,1484195110.0367806,image,0,0.0,0,0.0,discrete
0,79,14,9,9,3321340.422779647,18.55207465216253,61617755.468653075,3.2721297889360685,1630145680.6973898,video,0,0.0,0,0.0,discrete
0,80,14,9,9,3401709.649154768,49.34364540356216,167852754.6937687,4.350090361568121,2558653223.3251586,image,1,10.263906518985905,0,0.0,discrete
0,81,15,9,9,7917739.033676186,26.07944378325786,206490230.01926452,4.34652163310319,1130849417.7013853,video,0,0.0,1,0.6818568201879425,continuous
0,82,0,10,10,2410541.419572124,72.46787639642592,174686817.64201775,6.78404576726449,1034616261.0153852,image,0,0.0,0,0.0,discrete
0,83,0,10,10,3304766.7108234284,39.01163142327393,128924340.8625489,7.65463358159246,1527466812.430866,video,0,0.0,0,0.0,discrete
0,84,1,10,10,1563293.4130136895,62.783413261342595,98148896.3979732,6.816445340139341,1027902477.7921143,text,0,0.0,0,0.0,discrete
0,85,7,10,10,9370112.757503374,45.045502368567874,422081436.41186625,6.035153301560509,1091042781.3987827,video,0,0.0,0,0.0,discrete
0,86,12,10,10,4892376.176425411,71.8391302475067,351464049.35802394,3.4724422091727427,675336648.1604034,text,0,0.0,0,0.0,discrete
0,87,12,10,10,4737592.511744449,65.21937246021258,308982810.5881753,7.64375336212521,1380262801.1259222,text,1,11.127721145552178,0,0.0,discrete
0,88,17,10,10,1383622.395772563,14.382391812753669,19899799.416901927,3.056312002877382,1757794227.7107916,text,0,0.0,1,0.6039629048763429,continuous
0,89,0,11,11,5545629.73796549,61.28531114263641,339865643.97307223,2.1501273475591143,1338132028.049213,video,0,0.0,0,0.0,discrete
0,90,1,11,11,2435832.291237875,23.2393508027732,56607161.112799786,1.0461735618134553,1174230926.7949424,video,0,0.0,0,0.0,discrete
0,91,6,11,11,3672580.0022357437,25.87721194194148,95036131.09159026,3.9949375976098898,2479299587.8390756,text,0,0.0,0,0.0,discrete
0,92,7,11,11,7680752.792189203,51.764306507464056,397588841.7429423,1.8577442588252921,1238112060.3090417,text,0,0.0,0,0.0,discrete
0,93,9,11,11,3477818.22970085,19.395123557146018,67452714.27434282,1.4479286610418094,1831188753.8743873,image,1,12.399580853145004,1,0.6453150005843984,continuous
0,94,13,11,11,5084888.498471362,22.42738481501676,114040751.09667,2.381004889893926,1096058946.3784933,text,0,0.0,0,0.0,discrete
0,95,14,11,11,2986084.9167889846,19.91552473629032,59469448.02497444,7.460512135454561,1781886569.2946153,image,0,0.0,1,0.59884945162237,continuous
0,96,14,11,11,10265209.62076603,19.31485358699084,198271020.86486563,2.323663131824715,1527892303.5042858,sensor,0,0.0,1,0.2727606741678462,continuous
0,97,15,11,11,2421440.8644825327,25.56535135020263,61904986.47423434,5.592151438677304,1058954087.7411547,sensor,0,0.0,0,0.0,discrete
0,98,17,11,11,4118992.3038798915,38.006500957387274,156548484.9408819,3.3222954993601004,2435911457.843905,sensor,0,0.0,0,0.0,discrete
0,99,0,12,12,6104987.440752241,20.53837322730948,125386510.60620645,7.922965390771524,2322635249.546584,video,0,0.0,0,0.0,discrete
0,100,4,12,12,1779307.0748510151,36.900667887936464,65657619.43973301,7.454680231245056,1094666153.8129919,sensor,0,0.0,0,0.0,discrete
0,101,13,12,12,1517015.3325623497,20.384389932603167,30923432.072688606,4.046685337956925,1362422070.0723069,image,0,0.0,0,0.0,discrete
0,102,16,12,12,3543403.446299463,39.38722534872067,139564830.0408304,6.609337431890405,1432379603.3420205,image,0,0.0,0,0.0,discrete
0,103,16,12,12,2319606.9788290076,41.38752334873463,96002787.99617335,2.2828057062558553,1672676960.0814085,image,0,0.0,1,0.210666736523762,continuous
0,104,17,12,12,3066125.673421282,36.1883889959228,110958148.5801551,4.615450797504254,1211721087.2610245,image,0,0.0,1,0.48335476672407285,continuous
0,105,17,12,12,6556514.945983147,92.50374709885656,606502200.4130982,1.6473792598897,1724632972.5401206,sensor,0,0.0,0,0.0,discrete
0,106,0,13,13,6520123.007164504,38.53286538814779,251239022.14923522,6.189999148949181,1627284979.1242948,sensor,0,0.0,0,0.0,discrete
0,107,0,13,13,4977701.015424678,101.09527325805058,503222044.35123366,1.8586637611150802,1668706390.0949383,text,0,0.0,1,0.6915277425373134,continuous
0,108,0,13,13,6163841.1166269295,47.89308005734683,295205336.0593796,5.179573525517786,1301739726.5752945,video,0,0.0,0,0.0,discrete
0,109,2,13,13,1460748.3188819895,50.76767814580867,74158800.50503193,2.876124492869825,1538879379.3763773,image,0,0.0,0,0.0,discrete
0,110,7,13,13,2432535.8683202984,32.91422458423896,80065031.87911102,3.301563043361897,951187116.0978656,image,0,0.0,1,0.2937408719843819,continuous
0,111,7,13,13,5547061.939657268,37.664095585842716,208925071.11584145,6.7722414719813875,1520149637.9652681,image,0,0.0,0,0.0,discrete
0,112,7,13,13,2592343.3746969006,41.56613147666776,107753685.54531997,2.088323985507396,1557841229.1374435,video,0,0.0,0,0.0,discrete
0,113,9,13,13,5658240.197800115,51.784415755900596,293008662.84963036,4.351392017962956,1351596900.4916222,text,1,14.25078773392783,0,0.0,discrete
0,114,10,13,13,1364103.707962657,102.44564069295163,139746478.33386537,3.526468474870767,1048268321.5345634,text,1,13.539649712306405,1,0.2965523551107673,continuous
0,115,12,13,13,2284543.241824489,44.5404735404039,101754637.81439221,6.8085419342980265,1098829382.6148555,image,0,0.0,1,0.6281193440265113,continuous
0,116,12,13,13,4753873.498155465,64.81394071277225,308117275.06546754,1.5035999444289625,1218623003.7243288,sensor,0,0.0,0,0.0,discrete
0,117,14,13,13,4750710.546167854,36.10833013229447,171540224.76400185,7.826947410640949,1223699831.4871354,image,0,0.0,0,0.0,discrete
0,118,14,13,13,1457386.1852595548,32.29333047633271,47063853.712228656,7.176481104813826,2088117954.0216975,image,0,0.0,0,0.0,discrete
0,119,14,13,13,2422043.370920248,38.422326501557905,93060541.19843169,1.8633596998440813,983247113.715256,text,0,0.0,0,0.0,discrete
0,120,14,13,13,2207442.7487311536,15.78649410369472,34847781.93708802,2.327407478041353,2034978724.1559854,image,0,0.0,0,0.0,discrete
0,121,1,14,14,4945558.568032536,20.281330660913856,100302508.62118348,7.794233982581886,1781689507.861867,video,0,0.0,0,0.0,discrete
0,122,3,14,14,6690987.423796689,25.681697361168702,171835914.0653324,2.1761979207994298,1210274808.7867882,video,1,14.63592342359399,0,0.0,discrete
0,123,3,14,14,2888488.3872984517,20.428458809916158,59007366.042847574,2.622765169055644,2490781517.154633,video,0,0.0,0,0.0,discrete
0,124,7,14,14,6143835.998165216,48.80281054887653,299836464.2618248,6.247345119866227,1671255660.260844,text,1,15.330600595992644,0,0.0,discrete
0,125,9,14,14,1778817.6701265061,23.885170824328366,42487363.916305386,5.20844229684495,745424822.20767,text,0,0.0,1,0.3930047688031314,continuous
0,126,10,14,14,3209615.9424176244,19.62982322659397,63004193.57491578,3.7515846396483985,642848236.9096632,sensor,0,0.0,0,0.0,discrete
0,127,17,14,14,4221278.6710795,62.99064285056741,265901057.14268658,3.3085395129171973,1449203720.3037734,text,0,0.0,0,0.0,discrete
0,128,4,15,15,1491172.8903350213,20.14176638505696,30034855.99685816,4.6021293641232095,1165504723.1641006,video,1,15.455699821696237,0,0.0,discrete
0,129,5,15,15,1827986.4251596532,59.83131544545759,109370832.43374157,1.342855219072296,1376071747.0484102,image,0,0.0,0,0.0,discrete
0,130,6,15,15,3738313.7544405656,25.915251073918864,96879339.53941153,7.322725002601697,1628689171.330473,sensor,0,0.0,1,0.24910976866930323,continuous
0,131,10,15,15,2046436.0364898897,22.25978159742332,45553219.22536156,3.0450572825550712,887077921.6645459,video,0,0.0,0,0.0,discrete
0,132,10,15,15,3962810.5259990776,30.960208513904593,122689440.18602738,7.598765517209541,1925220759.248668,sensor,0,0.0,0,0.0,discrete
0,133,11,15,15,1793130.1485562478,12.815540368985857,22979931.8056682,1.0287806747785169,1130594455.9100964,text,0,0.0,0,0.0,discrete
0,134,11,15,15,3250169.5363710094,29.042229765153866,94392170.45099047,1.1634659515478272,1179318822.143731,image,0,0.0,0,0.0,discrete
0,135,12,15,15,2675253.9138495037,17.823341834547804,47681965.00075161,3.68351956122352,1137865357.0757966,image,0,0.0,0,0.0,discrete
0,136,14,15,15,2313661.6797510763,50.13231432634484,115989214.57409994,4.138750736950071,1438818182.9991074,text,0,0.0,1,0.33976308648380266,continuous
0,137,15,15,15,6297515.813347291,14.882825686087298,93724830.105426,1.5739613029301824,1253129533.908764,video,1,15.332740180503906,1,0.1935333141894309,continuous
0,138,17,15,15,1241645.5101543446,5.541900909972045,6881076.382587067,7.221272357674639,1202266162.4474502,text,0,0.0,0,0.0,discrete
0,139,3,16,16,2082850.7167241245,58.545300896441894,121941121.93298353,3.2127991330255936,1135500526.0645134,image,0,0.0,0,0.0,discrete
0,140,7,16,16,3596298.1240321132,34.19013810411827,122957929.5242394,3.075056620805588,1620407054.8161974,image,0,0.0,0,0.0,discrete
0,141,8,16,16,2152922.7847426394,94.88997953504162,204290798.98475388,1.5808036399222056,1876979137.5623114,image,0,0.0,1,0.3728811196259847,continuous
0,142,13,16,16,3512558.0045690374,112.2609197324526,394322992.2065086,1.593200718693949,730478938.5354512,text,0,0.0,0,0.0,discrete
0,143,0,17,17,4189486.891949517,30.382045814805128,127285182.69173577,6.581964518556952,1571671548.7279623,image,0,0.0,1,0.7995770418986915,continuous
0,144,0,17,17,3707442.499903627,39.502423662370305,146452964.33507037,1.7458469566293608,607635789.1650099,sensor,0,0.0,0,0.0,discrete
0,145,1,17,17,986594.6998105417,31.910371807214077,31482603.693981145,5.19250681469928,1816571201.382172,sensor,0,0.0,0,0.0,discrete
0,146,3,17,17,5455467.017901252,39.49084767282798,215441016.98807546,3.2480877078618944,1858103699.4308014,text,0,0.0,0,0.0,discrete
0,147,7,17,17,2658292.4823099268,71.58669579938079,190298375.27690157,3.6304637158119775,1493367112.6275678,sensor,0,0.0,0,0.0,discrete
0,148,7,17,17,1757608.1044620017,32.91508325323528,57851817.08492784,2.322408687461971,1105750208.1742456,text,0,0.0,0,0.0,discrete
0,149,7,17,17,1637128.0502159316,36.96578246595696,60517719.3731984,6.734992732230603,1444096897.7424383,image,0,0.0,0,0.0,discrete
0,150,8,17,17,2430857.493445886,28.352322624720493,68920455.90889713,4.993397597747345,1944325227.3567705,video,1,17.98218323462726,0,0.0,discrete
0,151,11,17,17,1931252.3497868807,26.54735337290588,51269638.58204716,2.872589079631199,1193644890.750063,text,0,0.0,1,0.5080467034473821,continuous
0,152,11,17,17,3374662.1385558867,26.173205740907427,88325726.45847388,6.99294745805756,983310411.2589778,text,0,0.0,0,0.0,discrete
0,153,11,17,17,3799060.233106562,23.949040634182488,90983847.89437585,6.370303629101412,1201154438.1159215,image,0,0.0,0,0.0,discrete
0,154,13,17,17,7559075.6079521505,29.394556920041907,222195678.22084987,5.7015654078579905,1705718961.1864166,text,0,0.0,0,0.0,discrete
0,155,13,17,17,1823792.9545764953,56.738866155625416,103479944.3452884,5.313461574335312,1092021672.9524188,sensor,1,18.349514181053806,0,0.0,discrete
0,156,15,17,17,1783381.6661611793,71.09916053416333,126796939.37607737,3.733968366245396,1854473395.4981034,image,1,17.504172575769147,1,0.16101178299983318,continuous
0,157,16,17,17,4960166.198231679,26.86951297822802,133277250.03755404,4.467565146247504,813631538.9641496,sensor,0,0.0,1,0.31473382963523827,continuous
0,158,16,17,17,2255614.121585706,28.795677877123794,64951937.66027353,4.55047029609106,835024471.7535625,sensor,0,0.0,1,0.41407225899002575,continuous
0,159,17,17,17,4100629.4626538134,27.450289530875324,112563466.00868487,2.0156326021323574,1204022715.8330204,text,0,0.0,0,0.0,discrete
0,160,3,18,18,4335038.063870725,47.164143155470576,204458355.8288129,7.109155200878698,956486393.8234687,text,0,0.0,0,0.0,discrete
0,161,14,18,18,2440420.839619451,35.654675985741214,87012414.30548206,4.913618486070027,1333520899.9600706,text,0,0.0,0,0.0,discrete
0,162,1,19,19,6361087.514110472,38.32616076100251,243796062.6806038,1.737035188999887,818937651.7748958,text,0,0.0,0,0.0,discrete
0,163,1,19,19,5826817.621677299,39.566859906331004,230548876.5366465,7.6983258146408104,1091974092.2548473,video,0,0.0,0,0.0,discrete
0,164,8,19,19,5478683.492433868,28.74707717898366,157496137.19622016,6.1961108349797005,2020313743.0954206,text,0,0.0,0,0.0,discrete
0,165,13,19,19,3496424.56240706,22.052536862835723,77105031.55060595,4.7386976832273096,1215103707.006509,text,0,0.0,1,0.4449978252164779,continuous
0,166,13,19,19,1785081.4041305154,77.67383596740274,138654120.1728946,7.26246131936915,1301341058.577056,text,0,0.0,1,0.31636185842677345,continuous
0,167,14,19,19,4230058.189359903,87.02630591015385,368126338.00498646,5.149719264932637,2207285379.449268,image,0,0.0,0,0.0,discrete
0,168,14,19,19,2780308.575239576,19.32759403230752,53736675.42677385,7.545650095262675,1665259565.3404133,text,0,0.0,0,0.0,discrete
0,169,15,19,19,1621018.9670945895,47.474560744298344,76957163.42099185,3.948645484855387,1529352060.5592756,video,0,0.0,0,0.0,discrete
0,170,16,19,19,1919286.461415153,15.795934800184684,30316923.807390932,1.955637937152086,1336918122.177981,text,0,0.0,0,0.0,discrete
0,171,17,19,19,7296235.409470527,49.75342844963821,363012726.3968086,4.068480794438792,1166061137.7703311,text,0,0.0,0,0.0,discrete
0,172,17,19,19,3669353.0957095907,32.44651930197058,119057736.04568674,3.4389130054526382,779124411.1421818,image,0,0.0,0,0.0,discrete
0,173,1,20,20,6350320.827079751,32.91823364229794,209041344.68936193,3.981539491954256,1084072247.360917,video,0,0.0,1,0.3227610386090045,continuous
0,174,7,20,20,2145842.951124607,27.790465609130056,59633974.73582254,6.207140375464975,1513554815.4472928,image,0,0.0,0,0.0,discrete
0,175,10,20,20,2062021.0736662373,58.606975484908695,120848818.51372227,3.5157747492039277,1155263409.0474668,text,0,0.0,0,0.0,discrete
0,176,10,20,20,3014082.965423219,38.09632549707924,114825485.72596478,3.835372948916987,887263989.023389,text,0,0.0,0,0.0,discrete
0,177,15,20,20,4268197.6620597225,33.07764472976858,141181925.90204036,5.524147995789612,1295621184.4194636,sensor,0,0.0,0,0.0,discrete
0,178,15,20,20,1117204.1769020716,32.207573277113234,35982435.393070444,6.2044998423287,1055802758.6660945,image,0,0.0,0,0.0,discrete
0,179,1,21,21,3543201.439391894,46.11704514725063,163401980.74623936,1.7331123396336714,1036576872.056717,sensor,0,0.0,0,0.0,discrete
0,180,13,21,21,4903119.635215234,23.966766328147163,117511922.57615367,1.2473357984290412,1459343120.2532067,image,0,0.0,0,0.0,discrete
0,181,0,22,22,2844865.389666395,12.500389101327684,35561924.31173014,1.280956785306423,1131584488.317764,text,0,0.0,0,0.0,discrete
0,182,2,22,22,4995105.917550265,64.2148040833409,320759747.871027,1.9042276561659155,1349659264.0750258,video,0,0.0,0,0.0,discrete
0,183,9,22,22,8733935.014637168,27.649440125568184,241488413.24781388,2.7511305108769606,1192002782.3559203,text,0,0.0,0,0.0,discrete
0,184,9,22,22,10032172.291639902,10.288202057523932,103213015.61228421,4.457756319169106,1164272243.4725356,image,0,0.0,0,0.0,discrete
0,185,9,22,22,1740309.113448023,62.03855922964841,107966270.0125421,6.968400833657458,1380036659.9105163,image,0,0.0,0,0.0,discrete
0,186,10,22,22,3197676.287012042,76.01996619430925,243087243.23899975,1.9515218626456585,1675483741.905767,sensor,0,0.0,1,0.3641683807696885,continuous
0,187,11,23,23,1744372.7646093217,39.235289602160776,68440970.59356856,4.640299753523423,1247009017.4705079,image,0,0.0,0,0.0,discrete
0,188,12,23,23,1548119.4132706274,23.77233144045551,36802407.80167287,7.43507016548093,1597212908.451966,video,0,0.0,0,0.0,discrete
0,189,13,23,23,5784085.411841482,30.096192840247948,174078949.95924622,5.576500583343083,1353175868.2418053,image,1,23.364120136250744,0,0.0,discrete
0,190,15,23,23,1117075.3839562682,46.21440259487994,51624971.52298507,1.3921493585172617,1604707267.0839236,video,0,0.0,0,0.0,discrete
0,191,17,23,23,2896412.311147827,28.69225033790305,83104587.1132378,3.3913900790824867,1141363702.5259128,image,0,0.0,0,0.0,discrete
0,192,0,24,24,1927678.7885090974,27.247853474367915,52525109.17494294,2.951718740095068,855392414.1502551,video,0,0.0,1,0.5794347849941105,continuous
0,193,1,24,24,4718517.301909607,35.41530970450654,167107751.5932013,6.450654419554521,1364617446.9733531,image,0,0.0,0,0.0,discrete
