episode_id,t_slot,t_time,agent_id,task_id
0,41,41,17,336
0,41,41,17,337
0,42,42,1,338
0,42,42,5,339
0,42,42,10,340
0,43,43,0,341
0,43,43,5,342
0,43,43,6,343
0,43,43,7,344
0,43,43,9,345
0,43,43,10,346
0,43,43,14,347
0,43,43,14,348
0,43,43,17,349
0,44,44,0,350
0,44,44,1,351
0,44,44,13,352
0,44,44,13,353
0,44,44,17,354
0,45,45,0,355
0,45,45,0,356
0,45,45,9,357
0,45,45,10,358
0,45,45,10,359
0,45,45,14,360
0,45,45,17,361
0,46,46,0,362
0,46,46,1,363
0,46,46,1,364
0,46,46,1,365
0,46,46,3,366
0,46,46,5,367
0,46,46,7,368
0,46,46,11,369
0,46,46,11,370
0,46,46,11,371
0,46,46,14,372
0,46,46,17,373
0,46,46,17,374
0,47,47,0,375
0,47,47,5,376
0,47,47,10,377
0,47,47,10,378
0,47,47,15,379
0,47,47,17,380
0,47,47,17,381
0,48,48,9,382
0,48,48,11,383
0,49,49,0,384
0,49,49,7,385
0,49,49,10,386
0,49,49,10,387
0,49,49,14,388
0,49,49,14,389
0,49,49,15,390
0,50,50,0,391
0,50,50,0,392
0,50,50,0,393
0,50,50,6,394
0,50,50,7,395
0,50,50,12,396
0,50,50,15,397
0,50,50,16,398
0,50,50,17,399
0,51,51,1,400
0,51,51,2,401
0,51,51,7,402
0,51,51,10,403
0,51,51,11,404
0,51,51,15,405
0,51,51,16,406
0,51,51,17,407
0,52,52,2,408
0,52,52,4,409
0,52,52,6,410
0,52,52,10,411
0,52,52,10,412
0,52,52,14,413
0,52,52,17,414
0,53,53,0,415
0,53,53,0,416
0,53,53,0,417
0,53,53,1,418
0,53,53,2,419
0,53,53,7,420
0,53,53,11,421
0,53,53,12,422
0,54,54,0,423
0,54,54,1,424
0,54,54,7,425
0,54,54,7,426
0,54,54,9,427
0,54,54,11,428
0,54,54,12,429
0,54,54,16,430
0,54,54,17,431
0,55,55,7,432
0,55,55,9,433
0,55,55,12,434
0,55,55,13,435
0,55,55,14,436
0,55,55,14,437
0,55,55,14,438
0,55,55,15,439
0,55,55,15,440
0,55,55,17,441
0,55,55,17,442
0,56,56,1,443
0,56,56,1,444
0,56,56,6,445
0,56,56,10,446
0,56,56,11,447
0,56,56,14,448
0,56,56,14,449
0,56,56,14,450
0,56,56,16,451
0,56,56,16,452
0,56,56,17,453
0,56,56,17,454
0,57,57,9,455
0,57,57,16,456
0,57,57,17,457
0,58,58,0,458
0,58,58,2,459
0,58,58,5,460
0,58,58,7,461
0,58,58,7,462
0,58,58,10,463
0,58,58,10,464
0,58,58,11,465
0,58,58,14,466
0,58,58,14,467
0,58,58,15,468
0,59,59,0,469
0,59,59,0,470
0,59,59,1,471
0,59,59,1,472
0,59,59,5,473
0,59,59,5,474
0,59,59,7,475
0,59,59,10,476
0,59,59,12,477
0,59,59,12,478
0,59,59,14,479
0,59,59,17,480
0,60,60,1,481
0,60,60,1,482
0,60,60,2,483
0,60,60,2,484
0,60,60,5,485
0,60,60,6,486
0,60,60,7,487
0,60,60,14,488
0,60,60,14,489
0,60,60,15,490
0,60,60,15,491
0,60,60,15,492
0,61,61,0,493
0,61,61,0,494
0,61,61,1,495
0,61,61,5,496
0,61,61,9,497
0,61,61,14,498
0,61,61,14,499
0,61,61,14,500
0,61,61,16,501
0,61,61,16,502
0,62,62,0,503
0,62,62,1,504
0,62,62,1,505
0,62,62,3,506
0,62,62,9,507
0,62,62,9,508
0,62,62,11,509
0,62,62,12,510
0,62,62,12,511
0,62,62,12,512
0,62,62,15,513
0,62,62,17,514
0,63,63,2,515
0,63,63,9,516
0,63,63,12,517
0,63,63,12,518
0,63,63,17,519
0,64,64,1,520
0,64,64,7,521
0,64,64,9,522
0,64,64,9,523
0,64,64,12,524
0,64,64,12,525
0,65,65,0,526
0,65,65,1,527
0,65,65,1,528
0,65,65,7,529
0,65,65,9,530
0,65,65,12,531
0,65,65,13,532
0,65,65,14,533
0,65,65,17,534
0,65,65,17,535
0,66,66,0,536
0,66,66,1,537
0,66,66,7,538
0,66,66,10,539
0,66,66,10,540
0,66,66,10,541
0,66,66,12,542
0,66,66,14,543
0,66,66,14,544
0,66,66,17,545
0,67,67,0,546
0,67,67,5,547
0,67,67,6,548
0,67,67,10,549
0,67,67,14,550
0,67,67,14,551
0,67,67,16,552
0,67,67,17,553
0,67,67,17,554
0,68,68,0,555
0,68,68,0,556
0,68,68,0,557
0,68,68,0,558
0,68,68,1,559
0,68,68,6,560
0,68,68,12,561
0,68,68,13,562
0,68,68,13,563
0,68,68,14,564
0,69,69,0,565
0,69,69,7,566
0,69,69,8,567
0,69,69,9,568
0,69,69,12,569
0,69,69,12,570
0,69,69,14,571
0,69,69,14,572
0,69,69,17,573
0,70,70,1,574
0,70,70,2,575
0,70,70,4,576
0,70,70,5,577
0,70,70,7,578
0,70,70,11,579
0,71,71,2,580
0,71,71,7,581
0,71,71,7,582
0,71,71,10,583
0,72,72,2,584
0,72,72,10,585
0,72,72,11,586
0,72,72,11,587
0,72,72,11,588
0,72,72,16,589
0,72,72,17,590
0,72,72,17,591
0,72,72,17,592
0,73,73,10,593
0,73,73,12,594
0,73,73,14,595
0,73,73,15,596
0,73,73,17,597
0,74,74,3,598
0,74,74,5,599
0,74,74,10,600
0,74,74,11,601
0,74,74,14,602
0,74,74,14,603
0,74,74,15,604
0,74,74,17,605
0,75,75,1,606
0,75,75,5,607
0,75,75,10,608
0,75,75,11,609
0,75,75,11,610
0,75,75,13,611
0,75,75,14,612
0,75,75,17,613
0,75,75,17,614
0,76,76,0,615
0,76,76,0,616
0,76,76,6,617
0,76,76,10,618
0,76,76,14,619
0,76,76,14,620
0,76,76,14,621
0,76,76,14,622
0,76,76,15,623
0,76,76,17,624
0,77,77,0,625
0,77,77,5,626
0,77,77,9,627
0,77,77,12,628
0,77,77,15,629
0,77,77,16,630
0,78,78,0,631
0,78,78,1,632
0,78,78,5,633
0,78,78,7,634
0,78,78,10,635
0,78,78,11,636
0,78,78,12,637
0,79,79,0,638
0,79,79,1,639
0,79,79,2,640
0,79,79,5,641
0,79,79,11,642
0,79,79,12,643
0,79,79,14,644
0,79,79,14,645
0,79,79,17,646
0,80,80,10,647
0,80,80,12,648
0,80,80,12,649
0,80,80,16,650
0,81,81,0,651
0,81,81,2,652
0,81,81,7,653
0,81,81,8,654
0,81,81,15,655
0,81,81,16,656
0,81,81,17,657
0,82,82,0,658
0,82,82,0,659
0,82,82,0,660
0,82,82,5,661
0,82,82,7,662
0,82,82,7,663
0,82,82,9,664
0,82,82,10,665
0,82,82,12,666
0,82,82,14,667
0,82,82,16,668
0,82,82,17,669
0,83,83,1,670
0,83,83,2,671
0,83,83,10,672
0,83,83,12,673
0,83,83,13,674
0,83,83,14,675
0,83,83,14,676
0,83,83,15,677
0,83,83,16,678
0,84,84,0,679
0,84,84,7,680
0,84,84,9,681
0,84,84,10,682
0,84,84,15,683
0,84,84,15,684
0,84,84,17,685
0,84,84,17,686
0,85,85,0,687
0,85,85,1,688
0,85,85,1,689
0,85,85,1,690
0,85,85,3,691
0,85,85,5,692
0,85,85,11,693
0,85,85,12,694
0,85,85,14,695
0,85,85,14,696
0,85,85,16,697
0,85,85,17,698
0,86,86,1,699
0,86,86,1,700
0,86,86,7,701
0,86,86,10,702
0,86,86,10,703
0,86,86,10,704
0,86,86,12,705
0,87,87,0,706
0,87,87,7,707
0,87,87,9,708
0,87,87,9,709
0,87,87,14,710
0,87,87,15,711
0,87,87,15,712
0,87,87,16,713
0,88,88,3,714
0,88,88,7,715
0,88,88,7,716
0,88,88,10,717
0,88,88,10,718
0,88,88,14,719
0,88,88,16,720
0,88,88,17,721
0,89,89,1,722
0,89,89,1,723
0,89,89,5,724
0,89,89,7,725
0,89,89,7,726
0,89,89,10,727
0,89,89,10,728
0,89,89,12,729
0,89,89,13,730
0,89,89,13,731
0,89,89,15,732
0,89,89,17,733
0,90,90,0,734
0,90,90,5,735
0,90,90,6,736
0,90,90,7,737
0,90,90,14,738
0,90,90,15,739
0,91,91,0,740
0,91,91,10,741
0,91,91,12,742
0,91,91,13,743
0,92,92,0,744
0,92,92,3,745
0,92,92,10,746
0,92,92,17,747
0,92,92,17,748
0,93,93,0,749
0,93,93,0,750
0,93,93,1,751
0,93,93,1,752
0,93,93,3,753
0,93,93,9,754
0,93,93,11,755
0,93,93,14,756
0,93,93,14,757
0,93,93,16,758
0,93,93,17,759
0,93,93,17,760
0,94,94,0,761
0,94,94,7,762
0,94,94,11,763
0,94,94,11,764
0,94,94,12,765
0,94,94,15,766
0,94,94,16,767
0,94,94,16,768
0,94,94,17,769
0,95,95,1,770
0,95,95,2,771
0,95,95,3,772
0,95,95,4,773
0,95,95,5,774
0,95,95,5,775
0,95,95,10,776
0,95,95,12,777
0,95,95,14,778
0,95,95,15,779
0,95,95,17,780
0,96,96,10,781
0,96,96,10,782
0,96,96,10,783
0,96,96,10,784
0,96,96,11,785
0,97,97,0,786
0,97,97,1,787
0,97,97,7,788
0,97,97,7,789
0,97,97,14,790
0,97,97,17,791
0,98,98,0,792
0,98,98,0,793
0,98,98,1,794
0,98,98,1,795
0,98,98,1,796
0,98,98,5,797
0,98,98,11,798
0,98,98,12,799
0,98,98,12,800
0,98,98,13,801
0,98,98,14,802
0,99,99,1,803
0,99,99,1,804
0,99,99,2,805
0,99,99,5,806
0,99,99,5,807
0,99,99,5,808
0,99,99,9,809
0,99,99,10,810
0,99,99,10,811
0,99,99,14,812
0,99,99,17,813
0,100,100,0,814
0,100,100,5,815
0,100,100,7,816
0,100,100,10,817
0,100,100,14,818
0,100,100,14,819
0,100,100,14,820
0,100,100,14,821
0,101,101,5,822
0,101,101,5,823
0,101,101,7,824
0,101,101,11,825
0,101,101,12,826
0,101,101,17,827
0,102,102,1,828
0,102,102,5,829
0,102,102,11,830
0,102,102,11,831
0,102,102,12,832
0,102,102,14,833
0,102,102,15,834
0,103,103,0,835
0,103,103,0,836
0,103,103,0,837
0,103,103,1,838
0,103,103,9,839
0,103,103,10,840
0,103,103,10,841
0,103,103,10,842
0,103,103,15,843
0,103,103,15,844
0,103,103,16,845
0,104,104,0,846
0,104,104,0,847
0,104,104,1,848
0,104,104,1,849
0,104,104,4,850
0,104,104,5,851
0,104,104,9,852
0,104,104,9,853
0,104,104,9,854
0,104,104,13,855
0,104,104,14,856
0,105,105,4,857
0,105,105,7,858
0,105,105,7,859
0,105,105,9,860
0,105,105,9,861
0,105,105,14,862
0,105,105,14,863
0,105,105,15,864
0,106,106,1,865
0,106,106,7,866
0,106,106,9,867
0,106,106,11,868
0,106,106,12,869
0,107,107,0,870
0,107,107,0,871
0,107,107,1,872
0,107,107,7,873
0,107,107,14,874
0,107,107,15,875
0,107,107,17,876
0,108,108,0,877
0,108,108,0,878
0,108,108,1,879
0,108,108,4,880
0,108,108,8,881
0,108,108,10,882
0,108,108,10,883
0,108,108,11,884
0,108,108,12,885
0,108,108,14,886
0,108,108,14,887
0,108,108,14,888
0,108,108,15,889
0,108,108,17,890
0,109,109,0,891
0,109,109,1,892
0,109,109,3,893
0,109,109,3,894
0,109,109,6,895
0,109,109,7,896
0,109,109,7,897
0,109,109,8,898
0,109,109,11,899
0,109,109,16,900
0,110,110,0,901
0,110,110,1,902
0,110,110,1,903
0,110,110,9,904
0,110,110,10,905
0,110,110,14,906
0,110,110,14,907
0,110,110,17,908
0,110,110,17,909
0,111,111,0,910
0,111,111,5,911
0,111,111,7,912
0,111,111,9,913
0,111,111,9,914
0,111,111,12,915
0,111,111,12,916
0,111,111,12,917
0,111,111,12,918
0,111,111,14,919
0,111,111,17,920
0,112,112,0,921
0,112,112,1,922
0,112,112,7,923
0,112,112,9,924
0,112,112,10,925
0,112,112,10,926
0,112,112,12,927
0,112,112,15,928
0,112,112,17,929
0,113,113,3,930
0,113,113,5,931
0,113,113,6,932
0,113,113,7,933
0,113,113,11,934
0,113,113,12,935
0,113,113,15,936
0,113,113,17,937
0,114,114,0,938
0,114,114,0,939
0,114,114,4,940
0,114,114,7,941
0,114,114,8,942
0,114,114,16,943
0,114,114,17,944
0,115,115,0,945
0,115,115,0,946
0,115,115,1,947
0,115,115,4,948
0,115,115,10,949
0,115,115,12,950
0,115,115,16,951
0,116,116,1,952
0,116,116,1,953
0,116,116,4,954
0,116,116,5,955
0,116,116,9,956
0,116,116,10,957
0,116,116,16,958
0,117,117,0,959
0,117,117,1,960
0,117,117,9,961
0,117,117,11,962
0,117,117,15,963
0,117,117,17,964
0,117,117,17,965
0,118,118,1,966
0,118,118,1,967
0,118,118,1,968
0,118,118,2,969
0,118,118,3,970
0,118,118,6,971
0,118,118,9,972
0,118,118,9,973
0,118,118,10,974
0,118,118,12,975
0,118,118,16,976
0,119,119,0,977
0,119,119,1,978
0,119,119,1,979
0,119,119,2,980
0,119,119,6,981
0,119,119,6,982
0,119,119,9,983
0,119,119,10,984
0,119,119,13,985
0,119,119,13,986
0,119,119,17,987
0,120,120,2,988
0,120,120,12,989
0,120,120,17,990
0,121,121,1,991
0,121,121,1,992
0,121,121,6,993
0,121,121,7,994
0,121,121,10,995
0,121,121,10,996
0,121,121,11,997
0,121,121,15,998
0,121,121,15,999
0,122,122,7,1000
0,122,122,9,1001
0,122,122,11,1002
0,122,122,13,1003
0,122,122,15,1004
0,122,122,15,1005
0,122,122,16,1006
0,122,122,16,1007
0,123,123,0,1008
0,123,123,0,1009
0,123,123,2,1010
0,123,123,3,1011
0,123,123,4,1012
0,123,123,8,1013
0,123,123,9,1014
0,123,123,11,1015
0,123,123,13,1016
0,123,123,17,1017
0,124,124,5,1018
0,124,124,5,1019
0,124,124,8,1020
0,124,124,9,1021
0,124,124,12,1022
0,124,124,13,1023
0,124,124,16,1024
0,125,125,1,1025
0,125,125,1,1026
0,125,125,5,1027
0,125,125,6,1028
0,125,125,8,1029
0,125,125,9,1030
0,125,125,11,1031
0,125,125,12,1032
0,125,125,12,1033
0,125,125,13,1034
0,125,125,16,1035
0,125,125,16,1036
0,125,125,17,1037
0,126,126,5,1038
0,126,126,6,1039
0,126,126,9,1040
0,126,126,11,1041
0,126,126,14,1042
0,126,126,16,1043
0,127,127,1,1044
0,127,127,10,1045
0,127,127,10,1046
0,127,127,10,1047
0,127,127,14,1048
0,127,127,16,1049
0,127,127,17,1050
0,128,128,0,1051
0,128,128,0,1052
0,128,128,4,1053
0,128,128,5,1054
0,128,128,12,1055
0,128,128,13,1056
0,128,128,17,1057
0,128,128,17,1058
0,129,129,2,1059
0,129,129,5,1060
0,129,129,16,1061
0,130,130,2,1062
0,130,130,3,1063
0,130,130,5,1064
0,130,130,7,1065
0,130,130,9,1066
0,130,130,10,1067
0,130,130,16,1068
0,131,131,1,1069
0,131,131,3,1070
0,131,131,4,1071
0,131,131,7,1072
0,131,131,12,1073
0,131,131,13,1074
0,131,131,14,1075
0,132,132,1,1076
0,132,132,1,1077
0,132,132,1,1078
0,132,132,1,1079
0,132,132,2,1080
0,132,132,10,1081
0,132,132,11,1082
0,132,132,13,1083
0,132,132,17,1084
0,133,133,0,1085
0,133,133,14,1086
0,133,133,15,1087
0,134,134,1,1088
0,134,134,1,1089
0,134,134,3,1090
0,134,134,7,1091
0,134,134,14,1092
0,134,134,15,1093
0,135,135,0,1094
0,135,135,1,1095
0,135,135,7,1096
0,135,135,10,1097
0,135,135,10,1098
0,135,135,13,1099
0,135,135,15,1100
0,135,135,16,1101
0,136,136,0,1102
0,136,136,0,1103
0,136,136,0,1104
0,136,136,3,1105
0,136,136,12,1106
0,136,136,15,1107
0,136,136,17,1108
0,136,136,17,1109
0,137,137,0,1110
0,137,137,1,1111
0,137,137,1,1112
0,137,137,12,1113
0,137,137,16,1114
0,138,138,0,1115
0,138,138,0,1116
0,138,138,3,1117
0,138,138,11,1118
0,138,138,12,1119
0,138,138,16,1120
0,138,138,17,1121
0,139,139,12,1122
0,139,139,14,1123
0,139,139,14,1124
0,139,139,14,1125
0,140,140,0,1126
0,140,140,12,1127
0,141,141,5,1128
0,141,141,10,1129
0,141,141,13,1130
0,141,141,14,1131
0,141,141,17,1132
0,141,141,17,1133
0,141,141,17,1134
0,142,142,0,1135
0,142,142,3,1136
0,142,142,7,1137
0,142,142,7,1138
0,142,142,10,1139
0,142,142,14,1140
0,142,142,15,1141
0,143,143,0,1142
0,143,143,0,1143
0,143,143,3,1144
0,143,143,3,1145
0,143,143,6,1146
0,143,143,9,1147
0,143,143,9,1148
0,143,143,11,1149
0,143,143,12,1150
0,143,143,12,1151
0,143,143,15,1152
0,143,143,16,1153
0,143,143,17,1154
0,144,144,0,1155
0,144,144,1,1156
0,144,144,6,1157
0,144,144,7,1158
0,144,144,10,1159
0,144,144,12,1160
0,144,144,12,1161
0,144,144,14,1162
0,144,144,15,1163
0,144,144,17,1164
0,144,144,17,1165
0,145,145,0,1166
0,145,145,5,1167
0,145,145,7,1168
0,145,145,13,1169
0,145,145,14,1170
0,146,146,1,1171
0,146,146,2,1172
0,146,146,5,1173
0,146,146,13,1174
0,146,146,14,1175
0,146,146,16,1176
0,147,147,1,1177
0,147,147,5,1178
0,147,147,5,1179
0,147,147,5,1180
0,147,147,13,1181
0,147,147,14,1182
0,147,147,16,1183
0,147,147,16,1184
0,148,148,1,1185
0,148,148,2,1186
0,148,148,4,1187
0,148,148,6,1188
0,148,148,12,1189
0,148,148,14,1190
0,149,149,5,1191
0,149,149,9,1192
0,149,149,11,1193
0,149,149,11,1194
0,149,149,12,1195
0,149,149,12,1196
0,150,150,0,1197
0,150,150,7,1198
0,150,150,10,1199
0,150,150,16,1200
0,150,150,17,1201
0,151,151,0,1202
0,151,151,0,1203
0,151,151,1,1204
0,151,151,12,1205
0,151,151,13,1206
0,151,151,14,1207
0,151,151,14,1208
0,151,151,17,1209
0,152,152,0,1210
0,152,152,0,1211
0,152,152,2,1212
0,152,152,2,1213
0,152,152,6,1214
0,152,152,8,1215
0,152,152,8,1216
0,152,152,10,1217
0,152,152,13,1218
0,152,152,14,1219
0,152,152,17,1220
0,153,153,0,1221
0,153,153,1,1222
0,153,153,1,1223
0,153,153,5,1224
0,153,153,7,1225
0,153,153,7,1226
0,153,153,11,1227
0,153,153,13,1228
0,153,153,17,1229
0,153,153,17,1230
0,154,154,0,1231
0,154,154,7,1232
0,154,154,14,1233
0,154,154,15,1234
0,154,154,15,1235
0,155,155,0,1236
0,155,155,0,1237
0,155,155,0,1238
0,155,155,3,1239
0,155,155,5,1240
0,155,155,5,1241
0,155,155,11,1242
0,155,155,11,1243
0,155,155,12,1244
0,155,155,13,1245
0,155,155,14,1246
0,156,156,0,1247
0,156,156,6,1248
0,156,156,7,1249
0,156,156,7,1250
0,156,156,8,1251
0,156,156,11,1252
0,156,156,14,1253
0,156,156,17,1254
0,157,157,0,1255
0,157,157,0,1256
0,157,157,1,1257
0,157,157,1,1258
0,157,157,5,1259
0,157,157,9,1260
0,157,157,11,1261
0,157,157,16,1262
0,157,157,17,1263
0,158,158,4,1264
0,158,158,8,1265
0,158,158,9,1266
0,158,158,10,1267
0,158,158,14,1268
0,159,159,0,1269
0,159,159,1,1270
0,159,159,2,1271
0,159,159,5,1272
0,159,159,10,1273
0,159,159,12,1274
0,159,159,13,1275
0,159,159,16,1276
0,159,159,17,1277
0,160,160,1,1278
0,160,160,2,1279
0,160,160,3,1280
0,160,160,5,1281
0,160,160,10,1282
0,160,160,11,1283
0,160,160,12,1284
0,160,160,12,1285
0,161,161,8,1286
0,161,161,8,1287
0,161,161,14,1288
0,161,161,15,1289
0,161,161,17,1290
0,161,161,17,1291
0,162,162,0,1292
0,162,162,1,1293
0,162,162,1,1294
0,162,162,5,1295
0,162,162,6,1296
0,162,162,7,1297
0,162,162,11,1298
0,162,162,11,1299
0,162,162,12,1300
0,162,162,14,1301
0,162,162,15,1302
0,162,162,16,1303
0,162,162,17,1304
0,162,162,17,1305
0,163,163,0,1306
0,163,163,0,1307
0,163,163,1,1308
0,163,163,2,1309
0,163,163,3,1310
0,163,163,6,1311
0,163,163,10,1312
0,163,163,12,1313
0,163,163,14,1314
0,163,163,14,1315
0,163,163,15,1316
0,163,163,17,1317
0,164,164,1,1318
0,164,164,1,1319
0,164,164,1,1320
0,164,164,7,1321
0,164,164,9,1322
0,164,164,11,1323
0,164,164,11,1324
0,164,164,16,1325
0,164,164,16,1326
0,164,164,17,1327
0,164,164,17,1328
0,164,164,17,1329
0,164,164,17,1330
0,165,165,9,1331
0,166,166,2,1332
0,166,166,9,1333
0,166,166,10,1334
0,166,166,10,1335
0,166,166,11,1336
0,166,166,14,1337
0,167,167,0,1338
0,167,167,4,1339
0,167,167,9,1340
0,167,167,16,1341
0,167,167,16,1342
0,167,167,17,1343
0,168,168,6,1344
0,168,168,7,1345
0,168,168,14,1346
0,169,169,0,1347
0,169,169,1,1348
0,169,169,1,1349
0,169,169,2,1350
0,169,169,4,1351
0,169,169,11,1352
0,169,169,12,1353
0,169,169,12,1354
0,169,169,12,1355
0,169,169,13,1356
0,169,169,14,1357
0,169,169,17,1358
