scenario,episode_id,task_id,mec_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint
heavy,0,27,6,0,0.0,2.0,1354682500.0,2709365000.0,33.78272,text,0,,,0,0.0,discrete
heavy,0,28,6,0,0.0,2.0,1574258600.0,3148517000.0,39.46357,text,1,0.6370075,0.6370075,1,0.64563835,continuous
heavy,0,29,6,0,0.0,3.0,1992599400.0,5977798700.0,58.57203,text,0,,,1,0.4337586,continuous
heavy,0,30,7,0,0.0,5.0,1645616100.0,8228080600.0,59.88387,text,1,0.582532,0.582532,0,0.0,discrete
heavy,0,31,8,0,0.0,3.0,899854300.0,2699562800.0,82.901825,image,1,0.87742716,0.87742716,1,0.46373641,continuous
heavy,0,32,8,0,0.0,5.0,763765800.0,3818829300.0,78.158134,text,0,,,0,0.0,discrete
heavy,0,33,9,0,0.0,3.0,877465540.0,2632396500.0,84.66639,image,1,0.57972103,0.57972103,1,0.57413346,continuous
heavy,0,34,9,0,0.0,4.0,2020916000.0,8083664000.0,52.013203,text,1,0.6946301,0.6946301,0,0.0,discrete
heavy,0,35,9,0,0.0,2.0,3282271200.0,6564542500.0,64.83478,text,1,0.88434577,0.88434577,0,0.0,discrete
heavy,0,36,10,0,0.0,4.0,1610974300.0,6443897300.0,124.08647,text,0,,,0,0.0,discrete
heavy,0,37,11,0,0.0,3.0,1411544200.0,4234632700.0,38.51444,video,0,,,0,0.0,discrete
heavy,0,38,11,0,0.0,4.0,2031837400.0,8127350000.0,35.58159,text,0,,,0,0.0,discrete
heavy,0,39,11,0,0.0,5.0,2243996700.0,11219984000.0,41.372818,image,1,0.7549088,0.7549088,0,0.0,discrete
heavy,0,40,11,0,0.0,2.0,1020963800.0,2041927600.0,69.80442,image,1,0.8974735,0.8974735,0,0.0,discrete
heavy,0,41,12,0,0.0,4.0,2224141300.0,8896565000.0,38.655552,video,0,,,0,0.0,discrete
heavy,0,42,12,0,0.0,2.0,1867965600.0,3735931100.0,48.08566,text,0,,,0,0.0,discrete
heavy,0,43,12,0,0.0,5.0,4157851600.0,20789258000.0,94.220055,text,1,0.38468453,0.38468453,0,0.0,discrete
heavy,0,44,12,0,0.0,3.0,1257378000.0,3772134100.0,49.36259,video,1,0.713834,0.713834,1,0.7136056,continuous
heavy,0,45,13,0,0.0,4.0,2080487700.0,8321950700.0,83.97075,sensor,0,,,0,0.0,discrete
heavy,0,46,13,0,0.0,4.0,2676822000.0,10707288000.0,66.33598,text,0,,,1,0.56256837,continuous
heavy,0,47,13,0,0.0,5.0,1392539500.0,6962697700.0,45.954323,video,1,0.95992017,0.95992017,1,0.71249163,continuous
heavy,0,48,14,0,0.0,4.0,1615447800.0,6461791000.0,68.98071,sensor,1,0.683033,0.683033,0,0.0,discrete
heavy,0,49,14,0,0.0,4.0,1541558100.0,6166232600.0,62.783897,text,0,,,0,0.0,discrete
heavy,0,50,14,0,0.0,3.0,2247521800.0,6742565400.0,96.34101,video,0,,,1,0.48421854,continuous
heavy,0,51,14,0,0.0,3.0,1507633300.0,4522899500.0,71.1234,video,0,,,0,0.0,discrete
heavy,0,52,15,0,0.0,3.0,1044499140.0,3133497600.0,122.00748,image,0,,,1,0.7462893,continuous
heavy,0,53,16,0,0.0,3.0,780381800.0,2341145300.0,66.863846,image,0,,,1,0.7468985,continuous
heavy,0,54,16,0,0.0,3.0,1882116100.0,5646348300.0,164.37263,text,1,0.959851,0.959851,0,0.0,discrete
heavy,0,55,16,0,0.0,3.0,1920195800.0,5760587300.0,96.50578,image,0,,,1,0.5297141,continuous
heavy,0,56,16,0,0.0,5.0,2186827000.0,10934135000.0,43.203644,image,0,,,1,0.72086704,continuous
heavy,0,57,16,0,0.0,3.0,1364941300.0,4094824200.0,88.54322,image,0,,,0,0.0,discrete
heavy,0,58,16,0,0.0,4.0,1950281300.0,7801125400.0,74.026146,text,0,,,1,0.7722643,continuous
heavy,0,59,17,0,0.0,5.0,2978875100.0,14894376000.0,70.56475,video,0,,,1,0.58389896,continuous
heavy,0,60,17,0,0.0,2.0,953426400.0,1906852900.0,98.721306,video,0,,,0,0.0,discrete
heavy,0,61,17,0,0.0,4.0,1670785800.0,6683143000.0,20.708052,video,0,,,0,0.0,discrete
heavy,0,62,17,0,0.0,4.0,1247683800.0,4990735400.0,81.98716,text,0,,,0,0.0,discrete
heavy,0,63,17,0,0.0,4.0,900247360.0,3600989400.0,76.32822,image,1,0.53964794,0.53964794,0,0.0,discrete
heavy,0,64,17,0,0.0,3.0,1964766300.0,5894298600.0,132.14307,sensor,0,,,0,0.0,discrete
heavy,0,65,18,0,0.0,3.0,1052781600.0,3158344700.0,30.704708,image,1,0.5268256,0.5268256,0,0.0,discrete
heavy,0,66,18,0,0.0,2.0,1744862300.0,3489724700.0,32.912254,sensor,0,,,0,0.0,discrete
heavy,0,67,18,0,0.0,4.0,1185662100.0,4742648300.0,55.420483,image,1,0.60802776,0.60802776,1,0.74944293,continuous
heavy,0,68,18,0,0.0,4.0,2187094800.0,8748379000.0,64.51779,text,0,,,1,0.4130414,continuous
heavy,0,69,19,0,0.0,5.0,1189100500.0,5945502700.0,135.12672,video,0,,,0,0.0,discrete
heavy,0,70,0,1,1.0,4.0,1814347500.0,7257390000.0,86.72381,text,1,0.7344375,1.7344375,0,0.0,discrete
heavy,0,71,0,1,1.0,3.0,2301248500.0,6903745500.0,55.18817,image,0,,,0,0.0,discrete
heavy,0,72,1,1,1.0,3.0,1935072300.0,5805217000.0,48.89062,text,0,,,1,0.49954474,continuous
heavy,0,73,1,1,1.0,2.0,2330320000.0,4660640000.0,50.62433,sensor,0,,,1,0.6904149,continuous
heavy,0,74,1,1,1.0,3.0,1951768200.0,5855304000.0,34.804848,text,1,0.7831059,1.7831059,0,0.0,discrete
heavy,0,75,1,1,1.0,5.0,1199310100.0,5996550000.0,46.43225,image,0,,,0,0.0,discrete
heavy,0,76,1,1,1.0,5.0,1869893100.0,9349465000.0,87.14972,text,1,0.81926066,1.8192606,1,0.76483357,continuous
heavy,0,77,2,1,1.0,5.0,1299339400.0,6496697300.0,61.04457,video,1,0.8843113,1.8843113,0,0.0,discrete
heavy,0,78,2,1,1.0,3.0,1589043200.0,4767129600.0,109.93901,image,1,0.915459,1.9154589,1,0.61373687,continuous
heavy,0,79,3,1,1.0,5.0,2076040700.0,10380203000.0,70.909546,image,0,,,1,0.6341449,continuous
heavy,0,80,3,1,1.0,2.0,1621188700.0,3242377500.0,53.654465,video,0,,,1,0.6535896,continuous
heavy,0,81,4,1,1.0,5.0,1175139700.0,5875698000.0,64.68935,video,0,,,1,0.8007998,continuous
heavy,0,82,4,1,1.0,3.0,2796184800.0,8388555000.0,42.298405,sensor,0,,,1,0.61409456,continuous
heavy,0,83,4,1,1.0,4.0,4065144600.0,16260578000.0,40.38042,image,0,,,0,0.0,discrete
heavy,0,84,5,1,1.0,2.0,652677250.0,1305354500.0,119.6228,video,1,0.5175263,1.5175263,0,0.0,discrete
heavy,0,85,6,1,1.0,5.0,808413200.0,4042066000.0,143.6967,video,0,,,1,0.5457895,continuous
heavy,0,86,6,1,1.0,4.0,1990581600.0,7962326500.0,53.998455,image,0,,,1,0.63900214,continuous
heavy,0,87,6,1,1.0,4.0,1071617540.0,4286470100.0,49.233116,image,1,0.9859505,1.9859505,1,0.8490307,continuous
heavy,0,88,7,1,1.0,5.0,2044456700.0,10222284000.0,90.67238,video,0,,,0,0.0,discrete
heavy,0,89,7,1,1.0,4.0,1280714100.0,5122856400.0,36.60798,image,0,,,0,0.0,discrete
heavy,0,90,7,1,1.0,5.0,775237800.0,3876189200.0,119.49078,text,1,0.9126953,1.9126953,1,0.8341769,continuous
heavy,0,91,7,1,1.0,3.0,2591212800.0,7773638700.0,47.576004,text,0,,,0,0.0,discrete
heavy,0,92,7,1,1.0,2.0,896373950.0,1792747900.0,151.85901,text,0,,,1,0.8138444,continuous
heavy,0,93,8,1,1.0,3.0,2711542500.0,8134627300.0,60.66392,sensor,0,,,1,0.58675665,continuous
heavy,0,94,8,1,1.0,5.0,1799582800.0,8997915000.0,27.95321,image,1,0.5121212,1.5121212,0,0.0,discrete
heavy,0,95,8,1,1.0,5.0,2097126700.0,10485633000.0,88.81265,image,0,,,0,0.0,discrete
heavy,0,96,8,1,1.0,3.0,2035814800.0,6107444000.0,61.115166,text,1,0.70487076,1.7048708,0,0.0,discrete
heavy,0,97,9,1,1.0,3.0,1480932500.0,4442797600.0,56.248573,text,0,,,1,0.84079075,continuous
heavy,0,98,9,1,1.0,3.0,1157638000.0,3472914200.0,74.36901,video,1,0.8156812,1.8156812,0,0.0,discrete
heavy,0,99,9,1,1.0,2.0,2455872500.0,4911745000.0,67.64904,text,0,,,0,0.0,discrete
heavy,0,100,9,1,1.0,5.0,1346879000.0,6734395000.0,69.80678,image,1,0.38455793,1.384558,0,0.0,discrete
heavy,0,101,9,1,1.0,4.0,3249570000.0,12998280000.0,97.47213,video,0,,,0,0.0,discrete
heavy,0,102,10,1,1.0,3.0,1835641900.0,5506925600.0,72.27102,text,1,0.33458608,1.334586,1,0.7747125,continuous
heavy,0,103,10,1,1.0,4.0,2183627800.0,8734511000.0,61.585777,video,0,,,0,0.0,discrete
heavy,0,104,10,1,1.0,5.0,1383244300.0,6916221400.0,75.15199,sensor,1,0.5824744,1.5824745,0,0.0,discrete
heavy,0,105,10,1,1.0,4.0,790674100.0,3162696400.0,48.302494,text,1,0.34982505,1.349825,0,0.0,discrete
heavy,0,106,10,1,1.0,5.0,1410335900.0,7051679000.0,37.331566,video,1,0.4610631,1.461063,0,0.0,discrete
heavy,0,107,10,1,1.0,5.0,1277945000.0,6389725000.0,49.391586,text,1,0.9973886,1.9973886,1,0.49134818,continuous
heavy,0,108,11,1,1.0,5.0,863693600.0,4318467600.0,51.470478,text,0,,,1,0.4792492,continuous
heavy,0,109,11,1,1.0,4.0,2133334700.0,8533338600.0,56.173477,video,1,0.6065381,1.606538,0,0.0,discrete
heavy,0,110,11,1,1.0,3.0,3612571400.0,10837715000.0,54.60217,video,1,0.5605476,1.5605476,0,0.0,discrete
heavy,0,111,12,1,1.0,2.0,720848000.0,1441696000.0,82.45718,text,1,0.53900737,1.5390074,0,0.0,discrete
heavy,0,112,12,1,1.0,2.0,1531329200.0,3062658300.0,74.139114,image,1,0.6049428,1.6049428,1,0.5390374,continuous
heavy,0,113,12,1,1.0,2.0,3470601500.0,6941203000.0,95.94992,image,0,,,1,0.6215144,continuous
heavy,0,114,13,1,1.0,5.0,1216461200.0,6082306000.0,43.322937,text,0,,,0,0.0,discrete
heavy,0,115,13,1,1.0,3.0,2736350200.0,8209050000.0,81.891045,image,0,,,1,0.7048836,continuous
heavy,0,116,14,1,1.0,4.0,1740219600.0,6960878600.0,63.85078,sensor,1,0.79399496,1.793995,0,0.0,discrete
heavy,0,117,14,1,1.0,4.0,1106353800.0,4425415000.0,81.15776,sensor,0,,,0,0.0,discrete
heavy,0,118,15,1,1.0,2.0,1907945100.0,3815890200.0,49.942047,image,0,,,1,0.54423094,continuous
heavy,0,119,15,1,1.0,3.0,1128099800.0,3384299500.0,116.3595,image,0,,,1,0.7983767,continuous
heavy,0,120,15,1,1.0,3.0,2151047000.0,6453141000.0,62.322483,sensor,0,,,0,0.0,discrete
heavy,0,121,16,1,1.0,4.0,1123618200.0,4494472700.0,100.24231,sensor,0,,,1,0.66906583,continuous
heavy,0,122,16,1,1.0,3.0,3446661600.0,10339984000.0,87.32043,text,0,,,0,0.0,discrete
heavy,0,123,16,1,1.0,2.0,1831741400.0,3663483000.0,143.77446,sensor,1,0.8293614,1.8293613,1,0.7869536,continuous
heavy,0,124,16,1,1.0,5.0,899502700.0,4497513500.0,73.134476,image,1,0.5218665,1.5218664,1,0.5279611,continuous
heavy,0,125,17,1,1.0,2.0,1554822100.0,3109644300.0,164.37263,text,1,0.94299954,1.9429995,1,0.7707592,continuous
heavy,0,126,17,1,1.0,2.0,2302641000.0,4605282000.0,63.33906,image,0,,,1,0.612634,continuous
heavy,0,127,17,1,1.0,3.0,425063100.0,1275189200.0,36.021084,text,1,0.3300441,1.3300442,0,0.0,discrete
heavy,0,128,17,1,1.0,2.0,1217182200.0,2434364400.0,42.008015,text,1,0.53212184,1.5321218,0,0.0,discrete
heavy,0,129,17,1,1.0,4.0,1512761700.0,6051047000.0,41.650246,text,0,,,0,0.0,discrete
heavy,0,130,18,1,1.0,2.0,2523090000.0,5046180000.0,58.09943,sensor,1,0.6271139,1.6271139,0,0.0,discrete
heavy,0,131,18,1,1.0,3.0,1194755000.0,3584265000.0,45.164917,image,1,0.6688235,1.6688235,0,0.0,discrete
heavy,0,132,18,1,1.0,3.0,1833426700.0,5500280300.0,78.039825,sensor,1,0.81932795,1.819328,0,0.0,discrete
heavy,0,133,19,1,1.0,4.0,465030700.0,1860122800.0,44.87483,image,1,0.53118294,1.531183,0,0.0,discrete
heavy,0,134,19,1,1.0,3.0,2149048600.0,6447146000.0,42.539967,text,1,0.78707033,1.7870704,1,0.42120692,continuous
heavy,0,135,19,1,1.0,5.0,1447812200.0,7239061000.0,39.45059,image,0,,,0,0.0,discrete
heavy,0,136,19,1,1.0,2.0,1587446400.0,3174892800.0,77.69356,image,0,,,0,0.0,discrete
heavy,0,137,0,2,2.0,5.0,3165997800.0,15829988000.0,39.695717,text,0,,,1,0.77483314,continuous
heavy,0,138,0,2,2.0,5.0,919058100.0,4595290600.0,19.22727,sensor,0,,,0,0.0,discrete
heavy,0,139,0,2,2.0,5.0,2239307300.0,11196537000.0,51.596916,video,1,0.68114537,2.6811454,0,0.0,discrete
heavy,0,140,1,2,2.0,2.0,1145564400.0,2291128800.0,164.37263,video,1,0.8427852,2.8427851,1,0.41667065,continuous
heavy,0,141,1,2,2.0,3.0,1840909700.0,5522729000.0,114.17119,text,0,,,0,0.0,discrete
heavy,0,142,2,2,2.0,5.0,810373400.0,4051867000.0,52.994858,sensor,0,,,1,0.84936297,continuous
heavy,0,143,2,2,2.0,5.0,3844459300.0,19222297000.0,48.918243,video,1,0.82809067,2.8280907,0,0.0,discrete
heavy,0,144,2,2,2.0,3.0,1874809200.0,5624427500.0,31.523993,text,0,,,1,0.5928322,continuous
heavy,0,145,3,2,2.0,3.0,3418527200.0,10255581000.0,63.9533,video,0,,,0,0.0,discrete
heavy,0,146,3,2,2.0,4.0,1472268800.0,5889075000.0,112.243706,text,1,0.64227873,2.6422787,0,0.0,discrete
heavy,0,147,3,2,2.0,4.0,1964045700.0,7856183000.0,59.393272,video,1,0.5403176,2.5403175,1,0.521348,continuous
heavy,0,148,3,2,2.0,4.0,1636944900.0,6547779600.0,58.234035,text,0,,,1,0.583853,continuous
heavy,0,149,4,2,2.0,3.0,1669657100.0,5008971300.0,32.06341,sensor,0,,,1,0.63017696,continuous
heavy,0,150,5,2,2.0,2.0,997312830.0,1994625700.0,56.141525,text,1,0.95433146,2.9543314,1,0.5029879,continuous
heavy,0,151,5,2,2.0,2.0,774092540.0,1548185100.0,53.67418,image,0,,,1,0.57213694,continuous
heavy,0,152,5,2,2.0,5.0,1265305200.0,6326526000.0,164.37263,image,0,,,0,0.0,discrete
heavy,0,153,6,2,2.0,2.0,1093546800.0,2187093500.0,64.6549,image,0,,,0,0.0,discrete
heavy,0,154,6,2,2.0,2.0,2198839300.0,4397678600.0,58.76698,image,1,0.7203048,2.7203047,0,0.0,discrete
heavy,0,155,6,2,2.0,3.0,792243300.0,2376730000.0,98.29354,text,0,,,1,0.5744606,continuous
heavy,0,156,7,2,2.0,5.0,1939912600.0,9699562000.0,82.745476,text,0,,,0,0.0,discrete
heavy,0,157,7,2,2.0,2.0,2529440800.0,5058881500.0,64.67408,text,1,0.9819414,2.9819415,0,0.0,discrete
heavy,0,158,7,2,2.0,5.0,1050194600.0,5250973000.0,66.9017,image,0,,,1,0.6000651,continuous
heavy,0,159,8,2,2.0,2.0,2712674000.0,5425348000.0,39.61924,video,0,,,1,0.67445165,continuous
heavy,0,160,8,2,2.0,2.0,1840590200.0,3681180400.0,87.69677,text,0,,,1,0.5647761,continuous
heavy,0,161,8,2,2.0,2.0,1953417500.0,3906835000.0,49.215492,image,0,,,0,0.0,discrete
heavy,0,162,8,2,2.0,3.0,3699373000.0,11098119000.0,37.51739,text,0,,,1,0.6402326,continuous
heavy,0,163,9,2,2.0,5.0,1336155100.0,6680775700.0,37.264645,text,1,0.51440805,2.514408,1,0.45883584,continuous
heavy,0,164,9,2,2.0,4.0,1348897800.0,5395591000.0,39.746086,image,0,,,0,0.0,discrete
heavy,0,165,9,2,2.0,2.0,1246693200.0,2493386500.0,53.60452,image,0,,,0,0.0,discrete
heavy,0,166,9,2,2.0,2.0,1237529700.0,2475059500.0,81.42585,video,0,,,1,0.7891487,continuous
heavy,0,167,9,2,2.0,3.0,1690356700.0,5071070000.0,44.22484,text,1,0.9631609,2.963161,0,0.0,discrete
heavy,0,168,10,2,2.0,2.0,1357425500.0,2714851000.0,39.297157,text,0,,,1,0.6607186,continuous
heavy,0,169,10,2,2.0,2.0,1640900600.0,3281801200.0,60.293896,text,0,,,1,0.60778904,continuous
heavy,0,170,11,2,2.0,2.0,1496639200.0,2993278500.0,69.963646,text,0,,,1,0.6576579,continuous
heavy,0,171,11,2,2.0,5.0,1152022700.0,5760113000.0,59.337433,image,1,0.73873895,2.738739,0,0.0,discrete
heavy,0,172,11,2,2.0,5.0,1393778800.0,6968894500.0,62.99927,image,0,,,0,0.0,discrete
heavy,0,173,12,2,2.0,2.0,2086453100.0,4172906200.0,70.07621,image,0,,,0,0.0,discrete
heavy,0,174,12,2,2.0,4.0,1917788700.0,7671154700.0,45.854565,image,0,,,1,0.8267475,continuous
heavy,0,175,13,2,2.0,2.0,1932245400.0,3864490800.0,32.596012,video,0,,,0,0.0,discrete
heavy,0,176,13,2,2.0,3.0,1065607200.0,3196821500.0,53.258366,sensor,0,,,0,0.0,discrete
heavy,0,177,14,2,2.0,3.0,1000764200.0,3002292700.0,56.937714,sensor,0,,,0,0.0,discrete
heavy,0,178,15,2,2.0,2.0,925831400.0,1851662800.0,59.99763,video,0,,,1,0.5696075,continuous
heavy,0,179,15,2,2.0,2.0,957584500.0,1915169000.0,81.51106,text,1,0.8337618,2.833762,1,0.50868845,continuous
heavy,0,180,16,2,2.0,4.0,1149952800.0,4599811000.0,52.73132,text,0,,,1,0.4480658,continuous
heavy,0,181,16,2,2.0,2.0,912945200.0,1825890400.0,85.27831,video,1,0.53739333,2.5373933,1,0.6349691,continuous
heavy,0,182,16,2,2.0,5.0,1327813000.0,6639065000.0,101.60973,video,1,0.9557614,2.9557614,1,0.4355046,continuous
heavy,0,183,16,2,2.0,2.0,2540819000.0,5081638000.0,26.947285,image,1,0.6485134,2.6485133,1,0.45029736,continuous
heavy,0,184,17,2,2.0,5.0,858414900.0,4292074500.0,73.97229,sensor,1,0.8884644,2.8884645,0,0.0,discrete
heavy,0,185,17,2,2.0,2.0,2386292500.0,4772585000.0,60.626938,text,0,,,0,0.0,discrete
heavy,0,186,17,2,2.0,3.0,862306700.0,2586920000.0,133.74274,video,1,0.67763174,2.6776316,0,0.0,discrete
heavy,0,187,17,2,2.0,5.0,1572950300.0,7864751600.0,61.57559,sensor,1,0.49938652,2.4993865,0,0.0,discrete
heavy,0,188,17,2,2.0,5.0,2155182000.0,10775910000.0,44.028343,video,1,0.50490564,2.5049057,1,0.810445,continuous
heavy,0,189,17,2,2.0,5.0,1217066200.0,6085331000.0,60.745182,text,0,,,0,0.0,discrete
heavy,0,190,17,2,2.0,3.0,1435055600.0,4305167000.0,36.8605,image,0,,,0,0.0,discrete
heavy,0,191,17,2,2.0,2.0,907687100.0,1815374200.0,28.093975,text,1,0.5048839,2.5048838,1,0.684052,continuous
heavy,0,192,17,2,2.0,4.0,2412101600.0,9648407000.0,42.38433,video,1,0.34319013,2.3431902,1,0.73588264,continuous
heavy,0,193,18,2,2.0,2.0,1858064800.0,3716129500.0,49.82842,image,1,0.97813195,2.978132,1,0.62458146,continuous
heavy,0,194,18,2,2.0,5.0,1044031900.0,5220159000.0,60.780537,text,0,,,0,0.0,discrete
heavy,0,195,19,2,2.0,2.0,1416631800.0,2833263600.0,65.05186,image,0,,,0,0.0,discrete
heavy,0,196,19,2,2.0,5.0,2053697700.0,10268489000.0,83.777054,text,0,,,0,0.0,discrete
heavy,0,197,19,2,2.0,4.0,751307460.0,3005229800.0,50.766182,image,0,,,0,0.0,discrete
heavy,0,198,0,3,3.0,3.0,1526520300.0,4579561000.0,52.198326,image,0,,,0,0.0,discrete
heavy,0,199,0,3,3.0,3.0,2550880500.0,7652641300.0,78.66961,text,1,0.43421438,3.4342144,1,0.75551623,continuous
heavy,0,200,0,3,3.0,4.0,1519089500.0,6076358000.0,49.147133,text,0,,,1,0.5476072,continuous
heavy,0,201,0,3,3.0,4.0,1526177500.0,6104710000.0,37.30761,image,0,,,1,0.55263656,continuous
heavy,0,202,0,3,3.0,4.0,1320172200.0,5280688600.0,47.937016,sensor,0,,,0,0.0,discrete
heavy,0,203,0,3,3.0,2.0,1748364300.0,3496728600.0,80.13511,text,1,0.418539,3.418539,0,0.0,discrete
heavy,0,204,0,3,3.0,2.0,1688157200.0,3376314400.0,94.80394,sensor,0,,,0,0.0,discrete
heavy,0,205,0,3,3.0,4.0,3449415200.0,13797661000.0,66.093994,image,0,,,0,0.0,discrete
heavy,0,206,0,3,3.0,5.0,2713089500.0,13565447000.0,81.43491,text,0,,,0,0.0,discrete
heavy,0,207,0,3,3.0,4.0,2535631600.0,10142526000.0,82.32211,image,1,0.5061625,3.5061624,1,0.77019876,continuous
heavy,0,208,1,3,3.0,3.0,1446082400.0,4338247000.0,110.83702,text,0,,,0,0.0,discrete
heavy,0,209,1,3,3.0,5.0,1378958200.0,6894790700.0,88.48715,image,0,,,0,0.0,discrete
heavy,0,210,1,3,3.0,4.0,2235560200.0,8942241000.0,56.65724,video,1,0.4968582,3.4968581,0,0.0,discrete
heavy,0,211,1,3,3.0,2.0,4018862300.0,8037724700.0,99.94367,text,0,,,0,0.0,discrete
heavy,0,212,1,3,3.0,5.0,2420838700.0,12104193000.0,60.677864,video,0,,,1,0.5923084,continuous
heavy,0,213,1,3,3.0,5.0,3382360000.0,16911800000.0,76.43291,text,0,,,1,0.41501176,continuous
heavy,0,214,1,3,3.0,2.0,2390644200.0,4781288400.0,72.85112,image,0,,,0,0.0,discrete
heavy,0,215,1,3,3.0,4.0,1054004200.0,4216017000.0,63.404995,image,0,,,0,0.0,discrete
heavy,0,216,1,3,3.0,5.0,1151647600.0,5758238000.0,60.293552,sensor,0,,,0,0.0,discrete
heavy,0,217,2,3,3.0,3.0,949562430.0,2848687000.0,42.757103,text,0,,,0,0.0,discrete
heavy,0,218,2,3,3.0,2.0,1548929800.0,3097859600.0,65.73744,image,1,0.30702177,3.3070219,0,0.0,discrete
heavy,0,219,2,3,3.0,5.0,1214189200.0,6070946000.0,90.88504,video,0,,,0,0.0,discrete
heavy,0,220,3,3,3.0,5.0,2256681200.0,11283406000.0,59.428078,sensor,1,0.37959358,3.3795936,0,0.0,discrete
heavy,0,221,3,3,3.0,4.0,2143161300.0,8572645400.0,25.065624,text,0,,,1,0.4277896,continuous
heavy,0,222,4,3,3.0,2.0,1605210900.0,3210421800.0,41.769382,text,1,0.6785981,3.6785982,1,0.49267188,continuous
heavy,0,223,5,3,3.0,4.0,633627500.0,2534510000.0,57.520916,video,0,,,1,0.7628243,continuous
heavy,0,224,5,3,3.0,2.0,2082026000.0,4164052000.0,100.7365,image,0,,,0,0.0,discrete
heavy,0,225,6,3,3.0,4.0,1805945600.0,7223782400.0,69.87827,image,1,0.4529604,3.4529605,0,0.0,discrete
heavy,0,226,6,3,3.0,5.0,2483858400.0,12419292000.0,49.63427,sensor,1,0.35820678,3.3582067,0,0.0,discrete
heavy,0,227,7,3,3.0,5.0,1309154000.0,6545770500.0,84.94518,text,0,,,1,0.7641874,continuous
heavy,0,228,7,3,3.0,4.0,2068105200.0,8272421000.0,65.42955,text,0,,,0,0.0,discrete
heavy,0,229,7,3,3.0,2.0,1069780400.0,2139560800.0,57.180573,image,0,,,1,0.47138602,continuous
