scenario,episode_id,t_slot,t_time,mec_id,task_id
heavy,0,5,5.0,9,377
heavy,0,5,5.0,9,378
heavy,0,5,5.0,9,379
heavy,0,5,5.0,9,380
heavy,0,5,5.0,9,381
heavy,0,5,5.0,10,382
heavy,0,5,5.0,10,383
heavy,0,5,5.0,10,384
heavy,0,5,5.0,10,385
heavy,0,5,5.0,10,386
heavy,0,5,5.0,10,387
heavy,0,5,5.0,10,388
heavy,0,5,5.0,11,389
heavy,0,5,5.0,11,390
heavy,0,5,5.0,11,391
heavy,0,5,5.0,11,392
heavy,0,5,5.0,11,393
heavy,0,5,5.0,11,394
heavy,0,5,5.0,12,395
heavy,0,5,5.0,12,396
heavy,0,5,5.0,12,397
heavy,0,5,5.0,12,398
heavy,0,5,5.0,12,399
heavy,0,5,5.0,12,400
heavy,0,5,5.0,12,401
heavy,0,5,5.0,13,402
heavy,0,5,5.0,13,403
heavy,0,5,5.0,13,404
heavy,0,5,5.0,13,405
heavy,0,5,5.0,14,406
heavy,0,5,5.0,14,407
heavy,0,5,5.0,15,408
heavy,0,5,5.0,15,409
heavy,0,5,5.0,15,410
heavy,0,5,5.0,15,411
heavy,0,5,5.0,15,412
heavy,0,5,5.0,15,413
heavy,0,5,5.0,16,414
heavy,0,5,5.0,16,415
heavy,0,5,5.0,16,416
heavy,0,5,5.0,16,417
heavy,0,5,5.0,16,418
heavy,0,5,5.0,16,419
heavy,0,5,5.0,16,420
heavy,0,5,5.0,17,421
heavy,0,5,5.0,17,422
heavy,0,5,5.0,17,423
heavy,0,5,5.0,17,424
heavy,0,5,5.0,17,425
heavy,0,5,5.0,17,426
heavy,0,5,5.0,17,427
heavy,0,5,5.0,17,428
heavy,0,5,5.0,18,429
heavy,0,5,5.0,18,430
heavy,0,5,5.0,18,431
heavy,0,5,5.0,18,432
heavy,0,5,5.0,19,433
heavy,0,5,5.0,19,434
heavy,0,6,6.0,0,435
heavy,0,6,6.0,0,436
heavy,0,6,6.0,0,437
heavy,0,6,6.0,0,438
heavy,0,6,6.0,0,439
heavy,0,6,6.0,0,440
heavy,0,6,6.0,0,441
heavy,0,6,6.0,1,442
heavy,0,6,6.0,1,443
heavy,0,6,6.0,1,444
heavy,0,6,6.0,1,445
heavy,0,6,6.0,2,446
heavy,0,6,6.0,2,447
heavy,0,6,6.0,2,448
heavy,0,6,6.0,2,449
heavy,0,6,6.0,2,450
heavy,0,6,6.0,2,451
heavy,0,6,6.0,3,452
heavy,0,6,6.0,3,453
heavy,0,6,6.0,3,454
heavy,0,6,6.0,3,455
heavy,0,6,6.0,4,456
heavy,0,6,6.0,4,457
heavy,0,6,6.0,4,458
heavy,0,6,6.0,4,459
heavy,0,6,6.0,4,460
heavy,0,6,6.0,4,461
heavy,0,6,6.0,4,462
heavy,0,6,6.0,5,463
heavy,0,6,6.0,6,464
heavy,0,6,6.0,6,465
heavy,0,6,6.0,7,466
heavy,0,6,6.0,7,467
heavy,0,6,6.0,7,468
heavy,0,6,6.0,7,469
heavy,0,6,6.0,7,470
heavy,0,6,6.0,7,471
heavy,0,6,6.0,8,472
heavy,0,6,6.0,8,473
heavy,0,6,6.0,9,474
heavy,0,6,6.0,9,475
heavy,0,6,6.0,9,476
heavy,0,6,6.0,9,477
heavy,0,6,6.0,10,478
heavy,0,6,6.0,10,479
heavy,0,6,6.0,10,480
heavy,0,6,6.0,11,481
heavy,0,6,6.0,11,482
heavy,0,6,6.0,12,483
heavy,0,6,6.0,12,484
heavy,0,6,6.0,12,485
heavy,0,6,6.0,13,486
heavy,0,6,6.0,13,487
heavy,0,6,6.0,13,488
heavy,0,6,6.0,13,489
heavy,0,6,6.0,13,490
heavy,0,6,6.0,13,491
heavy,0,6,6.0,14,492
heavy,0,6,6.0,14,493
heavy,0,6,6.0,14,494
heavy,0,6,6.0,15,495
heavy,0,6,6.0,15,496
heavy,0,6,6.0,15,497
heavy,0,6,6.0,15,498
heavy,0,6,6.0,16,499
heavy,0,6,6.0,16,500
heavy,0,6,6.0,16,501
heavy,0,6,6.0,16,502
heavy,0,6,6.0,16,503
heavy,0,6,6.0,16,504
heavy,0,6,6.0,17,505
heavy,0,6,6.0,17,506
heavy,0,6,6.0,17,507
heavy,0,6,6.0,17,508
heavy,0,6,6.0,17,509
heavy,0,6,6.0,17,510
heavy,0,6,6.0,17,511
heavy,0,6,6.0,18,512
heavy,0,6,6.0,18,513
heavy,0,6,6.0,18,514
heavy,0,6,6.0,18,515
heavy,0,6,6.0,18,516
heavy,0,6,6.0,18,517
heavy,0,6,6.0,18,518
heavy,0,6,6.0,18,519
heavy,0,6,6.0,18,520
heavy,0,6,6.0,18,521
heavy,0,6,6.0,18,522
heavy,0,6,6.0,19,523
heavy,0,6,6.0,19,524
heavy,0,6,6.0,19,525
heavy,0,6,6.0,19,526
heavy,0,6,6.0,19,527
heavy,0,7,7.0,0,528
heavy,0,7,7.0,0,529
heavy,0,7,7.0,0,530
heavy,0,7,7.0,1,531
heavy,0,7,7.0,1,532
heavy,0,7,7.0,1,533
heavy,0,7,7.0,1,534
heavy,0,7,7.0,2,535
heavy,0,7,7.0,2,536
heavy,0,7,7.0,2,537
heavy,0,7,7.0,2,538
heavy,0,7,7.0,3,539
heavy,0,7,7.0,3,540
heavy,0,7,7.0,3,541
heavy,0,7,7.0,4,542
heavy,0,7,7.0,5,543
heavy,0,7,7.0,5,544
heavy,0,7,7.0,6,545
heavy,0,7,7.0,6,546
heavy,0,7,7.0,7,547
heavy,0,7,7.0,7,548
heavy,0,7,7.0,7,549
heavy,0,7,7.0,7,550
heavy,0,7,7.0,7,551
heavy,0,7,7.0,7,552
heavy,0,7,7.0,7,553
heavy,0,7,7.0,8,554
heavy,0,7,7.0,8,555
heavy,0,7,7.0,8,556
heavy,0,7,7.0,8,557
heavy,0,7,7.0,8,558
heavy,0,7,7.0,8,559
heavy,0,7,7.0,9,560
heavy,0,7,7.0,9,561
heavy,0,7,7.0,9,562
heavy,0,7,7.0,10,563
heavy,0,7,7.0,10,564
heavy,0,7,7.0,10,565
heavy,0,7,7.0,10,566
heavy,0,7,7.0,10,567
heavy,0,7,7.0,11,568
heavy,0,7,7.0,11,569
heavy,0,7,7.0,11,570
heavy,0,7,7.0,11,571
heavy,0,7,7.0,11,572
heavy,0,7,7.0,12,573
heavy,0,7,7.0,12,574
heavy,0,7,7.0,12,575
heavy,0,7,7.0,12,576
heavy,0,7,7.0,13,577
heavy,0,7,7.0,13,578
heavy,0,7,7.0,14,579
heavy,0,7,7.0,14,580
heavy,0,7,7.0,14,581
heavy,0,7,7.0,14,582
heavy,0,7,7.0,14,583
heavy,0,7,7.0,15,584
heavy,0,7,7.0,15,585
heavy,0,7,7.0,15,586
heavy,0,7,7.0,15,587
heavy,0,7,7.0,15,588
heavy,0,7,7.0,15,589
heavy,0,7,7.0,16,590
heavy,0,7,7.0,16,591
heavy,0,7,7.0,16,592
heavy,0,7,7.0,16,593
heavy,0,7,7.0,16,594
heavy,0,7,7.0,17,595
heavy,0,7,7.0,17,596
heavy,0,7,7.0,17,597
heavy,0,7,7.0,17,598
heavy,0,7,7.0,17,599
heavy,0,7,7.0,17,600
heavy,0,7,7.0,18,601
heavy,0,7,7.0,18,602
heavy,0,7,7.0,18,603
heavy,0,7,7.0,18,604
heavy,0,7,7.0,18,605
heavy,0,7,7.0,18,606
heavy,0,7,7.0,19,607
heavy,0,7,7.0,19,608
heavy,0,7,7.0,19,609
heavy,0,7,7.0,19,610
heavy,0,7,7.0,19,611
heavy,0,8,8.0,0,612
heavy,0,8,8.0,0,613
heavy,0,8,8.0,0,614
heavy,0,8,8.0,0,615
heavy,0,8,8.0,0,616
heavy,0,8,8.0,0,617
heavy,0,8,8.0,0,618
heavy,0,8,8.0,1,619
heavy,0,8,8.0,2,620
heavy,0,8,8.0,2,621
heavy,0,8,8.0,2,622
heavy,0,8,8.0,2,623
heavy,0,8,8.0,2,624
heavy,0,8,8.0,2,625
heavy,0,8,8.0,3,626
heavy,0,8,8.0,3,627
heavy,0,8,8.0,4,628
heavy,0,8,8.0,4,629
heavy,0,8,8.0,4,630
heavy,0,8,8.0,4,631
heavy,0,8,8.0,5,632
heavy,0,8,8.0,5,633
heavy,0,8,8.0,5,634
heavy,0,8,8.0,5,635
heavy,0,8,8.0,6,636
heavy,0,8,8.0,6,637
heavy,0,8,8.0,7,638
heavy,0,8,8.0,7,639
heavy,0,8,8.0,8,640
heavy,0,8,8.0,8,641
heavy,0,8,8.0,8,642
heavy,0,8,8.0,8,643
heavy,0,8,8.0,8,644
heavy,0,8,8.0,8,645
heavy,0,8,8.0,8,646
heavy,0,8,8.0,9,647
heavy,0,8,8.0,9,648
heavy,0,8,8.0,10,649
heavy,0,8,8.0,10,650
heavy,0,8,8.0,10,651
heavy,0,8,8.0,10,652
heavy,0,8,8.0,10,653
heavy,0,8,8.0,10,654
heavy,0,8,8.0,11,655
heavy,0,8,8.0,11,656
heavy,0,8,8.0,11,657
heavy,0,8,8.0,11,658
heavy,0,8,8.0,11,659
heavy,0,8,8.0,11,660
heavy,0,8,8.0,12,661
heavy,0,8,8.0,12,662
heavy,0,8,8.0,12,663
heavy,0,8,8.0,12,664
heavy,0,8,8.0,12,665
heavy,0,8,8.0,12,666
heavy,0,8,8.0,12,667
heavy,0,8,8.0,13,668
heavy,0,8,8.0,13,669
heavy,0,8,8.0,14,670
heavy,0,8,8.0,14,671
heavy,0,8,8.0,14,672
heavy,0,8,8.0,14,673
heavy,0,8,8.0,14,674
heavy,0,8,8.0,14,675
heavy,0,8,8.0,14,676
heavy,0,8,8.0,15,677
heavy,0,8,8.0,15,678
heavy,0,8,8.0,15,679
heavy,0,8,8.0,16,680
heavy,0,8,8.0,16,681
heavy,0,8,8.0,16,682
heavy,0,8,8.0,16,683
heavy,0,8,8.0,16,684
heavy,0,8,8.0,17,685
heavy,0,8,8.0,17,686
heavy,0,8,8.0,17,687
heavy,0,8,8.0,17,688
heavy,0,8,8.0,17,689
heavy,0,8,8.0,18,690
heavy,0,8,8.0,18,691
heavy,0,8,8.0,18,692
heavy,0,8,8.0,18,693
heavy,0,8,8.0,18,694
heavy,0,8,8.0,19,695
heavy,0,8,8.0,19,696
heavy,0,8,8.0,19,697
heavy,0,8,8.0,19,698
heavy,0,9,9.0,0,699
heavy,0,9,9.0,0,700
heavy,0,9,9.0,0,701
heavy,0,9,9.0,0,702
heavy,0,9,9.0,1,703
heavy,0,9,9.0,1,704
heavy,0,9,9.0,1,705
heavy,0,9,9.0,1,706
heavy,0,9,9.0,2,707
heavy,0,9,9.0,2,708
heavy,0,9,9.0,2,709
heavy,0,9,9.0,2,710
heavy,0,9,9.0,2,711
heavy,0,9,9.0,2,712
heavy,0,9,9.0,3,713
heavy,0,9,9.0,3,714
heavy,0,9,9.0,3,715
heavy,0,9,9.0,3,716
heavy,0,9,9.0,3,717
heavy,0,9,9.0,3,718
heavy,0,9,9.0,3,719
heavy,0,9,9.0,4,720
heavy,0,9,9.0,4,721
heavy,0,9,9.0,4,722
heavy,0,9,9.0,4,723
heavy,0,9,9.0,5,724
heavy,0,9,9.0,5,725
heavy,0,9,9.0,5,726
heavy,0,9,9.0,5,727
heavy,0,9,9.0,6,728
heavy,0,9,9.0,6,729
heavy,0,9,9.0,7,730
heavy,0,9,9.0,7,731
heavy,0,9,9.0,8,732
heavy,0,9,9.0,8,733
heavy,0,9,9.0,8,734
heavy,0,9,9.0,8,735
heavy,0,9,9.0,8,736
heavy,0,9,9.0,9,737
heavy,0,9,9.0,10,738
heavy,0,9,9.0,10,739
heavy,0,9,9.0,10,740
heavy,0,9,9.0,11,741
heavy,0,9,9.0,11,742
heavy,0,9,9.0,11,743
heavy,0,9,9.0,12,744
heavy,0,9,9.0,12,745
heavy,0,9,9.0,13,746
heavy,0,9,9.0,13,747
heavy,0,9,9.0,13,748
heavy,0,9,9.0,13,749
heavy,0,9,9.0,14,750
heavy,0,9,9.0,14,751
heavy,0,9,9.0,14,752
heavy,0,9,9.0,14,753
heavy,0,9,9.0,14,754
heavy,0,9,9.0,15,755
heavy,0,9,9.0,15,756
heavy,0,9,9.0,15,757
heavy,0,9,9.0,15,758
heavy,0,9,9.0,15,759
heavy,0,9,9.0,15,760
heavy,0,9,9.0,15,761
heavy,0,9,9.0,15,762
heavy,0,9,9.0,16,763
heavy,0,9,9.0,16,764
heavy,0,9,9.0,16,765
heavy,0,9,9.0,16,766
heavy,0,9,9.0,16,767
heavy,0,9,9.0,16,768
heavy,0,9,9.0,16,769
heavy,0,9,9.0,17,770
heavy,0,9,9.0,17,771
heavy,0,9,9.0,17,772
heavy,0,9,9.0,17,773
heavy,0,9,9.0,17,774
heavy,0,9,9.0,17,775
heavy,0,9,9.0,18,776
heavy,0,9,9.0,18,777
heavy,0,9,9.0,18,778
heavy,0,9,9.0,18,779
heavy,0,9,9.0,18,780
heavy,0,9,9.0,19,781
heavy,0,9,9.0,19,782
heavy,0,9,9.0,19,783
heavy,0,9,9.0,19,784
heavy,0,9,9.0,19,785
heavy,0,9,9.0,19,786
heavy,0,9,9.0,19,787
heavy,0,10,10.0,0,788
heavy,0,10,10.0,0,789
heavy,0,10,10.0,0,790
heavy,0,10,10.0,0,791
heavy,0,10,10.0,1,792
heavy,0,10,10.0,1,793
heavy,0,10,10.0,1,794
heavy,0,10,10.0,1,795
heavy,0,10,10.0,1,796
heavy,0,10,10.0,2,797
heavy,0,10,10.0,2,798
heavy,0,10,10.0,2,799
heavy,0,10,10.0,2,800
heavy,0,10,10.0,2,801
heavy,0,10,10.0,3,802
heavy,0,10,10.0,4,803
heavy,0,10,10.0,4,804
heavy,0,10,10.0,5,805
heavy,0,10,10.0,5,806
heavy,0,10,10.0,5,807
heavy,0,10,10.0,6,808
heavy,0,10,10.0,6,809
heavy,0,10,10.0,7,810
heavy,0,10,10.0,7,811
heavy,0,10,10.0,7,812
heavy,0,10,10.0,7,813
heavy,0,10,10.0,7,814
heavy,0,10,10.0,8,815
heavy,0,10,10.0,8,816
heavy,0,10,10.0,8,817
heavy,0,10,10.0,8,818
heavy,0,10,10.0,9,819
heavy,0,10,10.0,9,820
heavy,0,10,10.0,10,821
heavy,0,10,10.0,10,822
heavy,0,10,10.0,10,823
heavy,0,10,10.0,10,824
heavy,0,10,10.0,10,825
heavy,0,10,10.0,10,826
heavy,0,10,10.0,10,827
heavy,0,10,10.0,10,828
heavy,0,10,10.0,10,829
heavy,0,10,10.0,11,830
heavy,0,10,10.0,11,831
heavy,0,10,10.0,11,832
heavy,0,10,10.0,11,833
heavy,0,10,10.0,12,834
heavy,0,10,10.0,12,835
heavy,0,10,10.0,12,836
heavy,0,10,10.0,12,837
heavy,0,10,10.0,13,838
heavy,0,10,10.0,13,839
heavy,0,10,10.0,13,840
heavy,0,10,10.0,14,841
heavy,0,10,10.0,14,842
heavy,0,10,10.0,14,843
heavy,0,10,10.0,14,844
heavy,0,10,10.0,14,845
heavy,0,10,10.0,15,846
heavy,0,10,10.0,15,847
heavy,0,10,10.0,15,848
heavy,0,10,10.0,15,849
heavy,0,10,10.0,15,850
heavy,0,10,10.0,16,851
heavy,0,10,10.0,16,852
heavy,0,10,10.0,16,853
heavy,0,10,10.0,17,854
heavy,0,10,10.0,17,855
heavy,0,10,10.0,17,856
heavy,0,10,10.0,18,857
heavy,0,10,10.0,18,858
heavy,0,10,10.0,18,859
heavy,0,10,10.0,18,860
heavy,0,10,10.0,18,861
heavy,0,10,10.0,18,862
heavy,0,10,10.0,19,863
heavy,0,10,10.0,19,864
heavy,0,10,10.0,19,865
heavy,0,11,11.0,0,866
heavy,0,11,11.0,0,867
heavy,0,11,11.0,0,868
heavy,0,11,11.0,0,869
heavy,0,11,11.0,1,870
