scenario,episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint
heavy,0,137,4,17,17,5.000007306,1499998300,7500002461,64.00004531,video,1,0.537393316,17.53739332,1,0.634969136,continuous
heavy,0,138,4,17,17,4.999990681,1499999583,7499983934,64.00007296,video,1,0.955761361,17.95576136,1,0.435504587,continuous
heavy,0,139,5,17,17,4.999996165,1500001807,7500003283,64.00010849,video,1,0.884659807,17.88465981,0,0,discrete
heavy,0,140,6,17,17,4.999995136,1499998669,7499986052,64.00003163,sensor,0,,,1,0.721233636,continuous
heavy,0,141,6,17,17,5.000001786,1499996456,7499984960,63.99994498,sensor,0,,,0,0,discrete
heavy,0,142,8,17,17,4.999998443,1499999839,7499996858,63.99991915,text,0,,,1,0.642763256,continuous
heavy,0,143,9,17,17,4.999999524,1499999170,7499995136,63.99998052,image,0,,,0,0,discrete
heavy,0,144,11,17,17,4.999989986,1500000172,7499985840,63.99994044,sensor,0,,,1,0.66292702,continuous
heavy,0,145,13,17,17,4.999999495,1499997959,7499989037,64.00000154,text,0,,,0,0,discrete
heavy,0,146,14,17,17,4.999996751,1499999110,7499990676,63.99999448,image,0,,,0,0,discrete
heavy,0,147,14,17,17,4.999997127,1500002757,7500009477,64.00005933,image,0,,,1,0.477084152,continuous
heavy,0,148,2,18,18,5.000010919,1500001061,7500021684,63.99994708,text,0,,,0,0,discrete
heavy,0,149,3,18,18,4.999992729,1499999283,7499985508,63.99985987,image,1,0.437763997,18.437764,0,0,discrete
heavy,0,150,4,18,18,5.000003584,1500000996,7500010357,64.00007051,text,0,,,0,0,discrete
heavy,0,151,7,18,18,5.000007155,1500002105,7500021259,63.99999544,text,0,,,0,0,discrete
heavy,0,152,8,18,18,5.000004821,1499999708,7500005769,64.00000256,text,1,0.728424563,18.72842456,0,0,discrete
heavy,0,153,8,18,18,5.000006058,1500000763,7500012904,63.99998843,image,1,0.443030118,18.44303012,0,0,discrete
heavy,0,154,8,18,18,5.000003989,1500000043,7500006200,63.99995832,text,0,,,1,0.547607211,continuous
heavy,0,155,10,18,18,5.000001947,1499997544,7499990640,64.00009469,image,1,0.695600596,18.6956006,0,0,discrete
heavy,0,156,12,18,18,5.000001493,1499998939,7499996933,64.00005702,text,0,,,0,0,discrete
heavy,0,157,12,18,18,4.999999814,1500001454,7500006990,64.00009692,sensor,0,,,0,0,discrete
heavy,0,158,13,18,18,5.000000919,1499999883,7500000794,64.00004441,sensor,1,0.839472844,18.83947284,0,0,discrete
heavy,0,159,14,18,18,5.000003105,1500000549,7500007401,64.00007275,image,1,0.875864753,18.87586475,0,0,discrete
heavy,0,160,15,18,18,5.000003202,1500001384,7500011725,63.99999456,image,1,0.892654171,18.89265417,1,0.547306112,continuous
heavy,0,161,15,18,18,5.000000514,1499997873,7499990135,63.99989972,image,0,,,1,0.796394465,continuous
heavy,0,162,15,18,18,5.000004637,1499999852,7500006218,64.00005827,video,1,0.421164573,18.42116457,1,0.684519051,continuous
heavy,0,163,0,19,19,5.000008006,1499999725,7500010634,64.0000699,image,0,,,0,0,discrete
heavy,0,164,4,19,19,4.99999378,1499999860,7499989969,64.00002588,text,0,,,0,0,discrete
heavy,0,165,6,19,19,4.999999161,1499998267,7499990075,63.99993509,video,0,,,1,0.832358963,continuous
heavy,0,166,6,19,19,5.000002364,1499999505,7500001071,64.00004664,text,1,0.352837675,19.35283767,0,0,discrete
heavy,0,167,6,19,19,4.999995026,1500001804,7500001558,64.00010011,text,0,,,0,0,discrete
heavy,0,168,13,19,19,5.000008173,1499998412,7500004317,64.00002527,sensor,1,0.757359583,19.75735958,0,0,discrete
heavy,0,169,14,19,19,4.999990953,1499999324,7499983049,64.00005211,image,0,,,0,0,discrete
heavy,0,170,14,19,19,4.999997977,1499998596,7499989945,63.99996697,image,0,,,1,0.710473582,continuous
heavy,0,171,15,19,19,5.000004561,1500000178,7500007733,63.99989269,image,1,0.332659235,19.33265924,0,0,discrete
heavy,0,172,16,19,19,4.999999005,1500000601,7500001515,64.00006307,text,0,,,1,0.425381616,continuous
heavy,0,173,17,19,19,4.999996762,1500001814,7500004215,63.99997334,text,0,,,1,0.410669423,continuous
heavy,0,174,2,20,20,4.999996865,1500000594,7499998266,63.99992194,image,0,,,1,0.530021043,continuous
heavy,0,175,7,20,20,4.999993906,1499999872,7499990217,64.0000469,text,0,,,0,0,discrete
heavy,0,176,7,20,20,5.000001772,1499998843,7499996873,63.99998222,image,0,,,1,0.471386013,continuous
heavy,0,177,17,20,20,5.000004734,1499999761,7500005907,64.00017073,video,1,0.496227873,20.49622787,1,0.519843098,continuous
heavy,0,178,2,21,21,5.000009481,1500000347,7500015957,63.99998636,image,0,,,1,0.626122523,continuous
heavy,0,179,2,21,21,5.000000707,1499998150,7499991812,64.00000299,text,0,,,0,0,discrete
heavy,0,180,4,21,21,4.999999909,1499999893,7499999326,64.00005047,image,0,,,0,0,discrete
heavy,0,181,5,21,21,5.0000053,1500003683,7500026368,64.00002578,text,0,,,0,0,discrete
heavy,0,182,8,21,21,5.00000629,1500000198,7500010427,64.00004284,text,0,,,1,0.633274331,continuous
heavy,0,183,10,21,21,5.000004939,1500001104,7500012928,63.99990251,text,0,,,1,0.600027757,continuous
heavy,0,184,15,21,21,4.999996379,1500001054,7499999841,64.00004194,text,1,0.870401929,21.87040193,0,0,discrete
heavy,0,185,16,21,21,4.999993596,1499999041,7499985602,64.00003952,text,0,,,0,0,discrete
heavy,0,186,17,21,21,5.000006937,1500000443,7500012620,63.99990869,sensor,0,,,0,0,discrete
heavy,0,187,0,22,22,4.999997474,1500001605,7500004238,64.00004667,sensor,0,,,0,0,discrete
heavy,0,188,1,22,22,5.000004855,1500001151,7500013035,64.00002946,image,0,,,0,0,discrete
heavy,0,189,3,22,22,4.999998776,1499999305,7499994686,63.9999528,image,0,,,1,0.455171623,continuous
heavy,0,190,6,22,22,4.999992668,1500003203,7500005017,64.00001508,video,0,,,0,0,discrete
heavy,0,191,7,22,22,4.999995371,1500000425,7499995182,64.00007147,sensor,0,,,0,0,discrete
heavy,0,192,9,22,22,4.999999969,1500001736,7500008631,63.99996872,text,0,,,1,0.75233354,continuous
heavy,0,193,11,22,22,4.999996816,1500001366,7500002055,63.99999057,sensor,1,0.884960168,22.88496017,0,0,discrete
heavy,0,194,13,22,22,4.99999822,1500001471,7500004685,64.00003235,sensor,0,,,0,0,discrete
heavy,0,195,15,22,22,5.000007746,1499999793,7500010583,63.99996103,text,0,,,0,0,discrete
heavy,0,196,17,22,22,5.000007317,1499999581,7500008878,63.99999812,image,0,,,0,0,discrete
heavy,0,197,17,22,22,4.999995569,1500001611,7500001410,64.00006877,image,0,,,1,0.516992725,continuous
heavy,0,198,0,23,23,5.000001534,1499999591,7500000254,63.99987639,text,1,0.361840156,23.36184016,1,0.48159359,continuous
heavy,0,199,0,23,23,4.999994221,1500002903,7500005844,64.00004183,video,0,,,0,0,discrete
heavy,0,200,5,23,23,5.000003582,1500000506,7500007903,63.99997766,text,0,,,0,0,discrete
heavy,0,201,7,23,23,5.000012113,1499999891,7500017624,64.00004767,text,0,,,0,0,discrete
heavy,0,202,8,23,23,4.999999928,1499999618,7499997982,64.00004112,text,1,0.602079393,23.60207939,0,0,discrete
heavy,0,203,8,23,23,5.00000381,1500000871,7500010069,63.99993472,image,0,,,1,0.474503293,continuous
heavy,0,204,10,23,23,5.000002492,1499999833,7500002903,64.00008243,sensor,0,,,1,0.475838049,continuous
heavy,0,205,11,23,23,5.000002051,1500000319,7500004673,64.00003712,sensor,0,,,0,0,discrete
heavy,0,206,13,23,23,4.999997805,1499999497,7499994191,64.00001319,sensor,0,,,0,0,discrete
heavy,0,207,14,23,23,4.999998522,1500001046,7500003011,63.9999309,image,0,,,0,0,discrete
heavy,0,208,16,23,23,5.00000582,1499999193,7500004694,63.99994838,image,0,,,0,0,discrete
heavy,0,209,2,24,24,5.000003859,1499999413,7500002856,63.99992888,sensor,0,,,1,0.423845045,continuous
heavy,0,210,4,24,24,5.000002836,1499998802,7499998262,63.9999588,text,1,0.891368981,24.89136898,1,0.823346522,continuous
heavy,0,211,6,24,24,5.000002766,1500000651,7500007403,64.0000297,video,0,,,1,0.721689595,continuous
heavy,0,212,9,24,24,4.999996482,1500000573,7499997586,63.99998166,video,0,,,1,0.481134649,continuous
heavy,0,213,11,24,24,5.000000025,1500000759,7500003832,64.00005132,text,0,,,1,0.672638216,continuous
heavy,0,214,13,24,24,4.999990214,1500001155,7499991098,64.00002581,video,0,,,0,0,discrete
heavy,0,215,0,25,25,4.999996184,1499999861,7499993584,64.0000162,text,0,,,0,0,discrete
heavy,0,216,3,25,25,4.999992885,1499998640,7499982527,64.0000504,video,1,0.785641973,25.78564197,1,0.561642283,continuous
heavy,0,217,3,25,25,5.000003732,1500000150,7500006348,63.99994236,text,0,,,1,0.412542386,continuous
heavy,0,218,4,25,25,5.000002407,1499998538,7499996300,64.00006497,image,0,,,0,0,discrete
heavy,0,219,5,25,25,4.999998854,1500000282,7499999690,64.00008496,image,0,,,1,0.505586184,continuous
heavy,0,220,6,25,25,4.999996915,1500000946,7500000101,64.0000241,image,0,,,1,0.802050162,continuous
heavy,0,221,7,25,25,5.000001731,1499998755,7499996370,64.00001221,sensor,0,,,0,0,discrete
heavy,0,222,8,25,25,4.999997033,1500003839,7500014744,63.99991147,text,1,0.41406564,25.41406564,0,0,discrete
heavy,0,223,10,25,25,4.99999239,1499998498,7499981076,64.00000626,sensor,1,0.701786641,25.70178664,0,0,discrete
heavy,0,224,11,25,25,4.999999792,1499998484,7499992110,64.00002646,text,1,0.497128689,25.49712869,1,0.716341654,continuous
heavy,0,225,11,25,25,5.000002532,1499999570,7500001650,63.99991331,image,0,,,1,0.655553694,continuous
heavy,0,226,12,25,25,4.999998522,1499998744,7499991504,63.99990386,image,0,,,0,0,discrete
heavy,0,227,15,25,25,4.999997642,1499999525,7499994088,63.99995186,sensor,0,,,1,0.437220499,continuous
heavy,0,228,15,25,25,5.000008165,1499998847,7500006485,63.99997029,sensor,1,0.794110973,25.79411097,0,0,discrete
heavy,0,229,3,26,26,5.000004912,1499998855,7500001644,63.99989345,image,1,0.919396159,26.91939616,0,0,discrete
heavy,0,230,4,26,26,5.000002572,1499999273,7500000221,63.99985067,text,0,,,1,0.467415965,continuous
heavy,0,231,7,26,26,5.000002953,1500000971,7500009284,64.00004747,text,1,0.377029528,26.37702953,0,0,discrete
heavy,0,232,8,26,26,5.000007723,1499998813,7500005651,63.99981872,sensor,1,0.712426227,26.71242623,1,0.492573619,continuous
heavy,0,233,13,26,26,5.000007043,1500001807,7500019601,63.99996625,sensor,0,,,1,0.682633999,continuous
heavy,0,234,13,26,26,4.999992296,1499998754,7499982212,64.0000281,sensor,0,,,0,0,discrete
heavy,0,235,15,26,26,5.000002203,1500000877,7500007690,63.99989028,text,1,0.859580461,26.85958046,0,0,discrete
heavy,0,236,15,26,26,4.999999224,1500001468,7500006175,63.99993063,video,0,,,1,0.549187151,continuous
heavy,0,237,9,27,27,4.999998501,1500000696,7500001229,64.00016693,text,0,,,0,0,discrete
heavy,0,238,9,27,27,5.000000439,1499999849,7499999902,64.00002735,text,1,0.408787389,27.40878739,1,0.428684208,continuous
heavy,0,239,9,27,27,5.000003719,1499998379,7499997477,63.99996047,video,0,,,0,0,discrete
heavy,0,240,9,27,27,5.000004653,1500000139,7500007676,63.99990696,text,1,0.818669239,27.81866924,1,0.570900721,continuous
heavy,0,241,9,27,27,5.000010525,1500002209,7500026831,64.00008814,video,0,,,1,0.622352331,continuous
heavy,0,242,12,27,27,5.000002906,1499999910,7500003911,64.00004385,video,0,,,0,0,discrete
heavy,0,243,12,27,27,4.999998871,1500001443,7500005519,64.00002572,image,0,,,0,0,discrete
heavy,0,244,12,27,27,5.000000706,1499999602,7499999070,64.00004047,image,0,,,0,0,discrete
heavy,0,245,15,27,27,5.000006906,1500002669,7500023706,63.99996977,image,0,,,0,0,discrete
heavy,0,246,15,27,27,4.999996891,1499998769,7499989182,64.00001327,text,1,0.82887314,27.82887314,0,0,discrete
heavy,0,247,15,27,27,5.000004314,1499999835,7500005648,64.00007095,sensor,0,,,0,0,discrete
