scenario,episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio
moderate,0,44,4,16,16.0,3.010283432562513,945876677.6878034,2847356892.0908666,68.60015036311722,sensor,0,,,0,0.0
moderate,0,45,2,17,17.0,1.9761369556328916,1509301676.0998557,2982586819.3395896,67.75946474771165,video,0,,,0,0.0
moderate,0,46,13,17,17.0,4.936473810784802,1258784358.8233147,6213956020.756832,58.45079515188341,sensor,1,0.833801834450143,17.833801834450142,1,0.5032617476175429
moderate,0,47,17,17,17.0,2.0593370905047754,999434304.2300448,2058172132.2237651,65.54589179562694,sensor,0,,,1,0.4945629946877101
moderate,0,48,0,18,18.0,1.6882738676137574,1217885032.635759,2056123474.3568802,59.910069065388704,video,1,0.8042900607955528,18.80429006079555,0,0.0
moderate,0,49,12,18,18.0,2.7761971431260735,1503740460.8870127,4174679971.5176096,55.25674323417666,sensor,0,,,0,0.0
moderate,0,50,3,19,19.0,2.374919537903762,1134929021.7767391,2695365107.951582,64.09033572226731,text,0,,,0,0.0
moderate,0,51,9,19,19.0,2.351504665212377,1290223754.4042065,3033967177.6493196,63.84639780236129,video,0,,,0,0.0
moderate,0,52,0,20,20.0,1.7755602128824086,1106902651.6098053,1965372307.7324085,66.29444267661505,image,0,,,0,0.0
moderate,0,53,3,20,20.0,1.0343490756849096,1083832914.2289886,1121061573.0296364,57.04185200648481,sensor,1,0.47468097811173154,20.47468097811173,0,0.0
moderate,0,54,12,20,20.0,3.4386210407933318,1142854889.1047404,3929844868.24909,71.26749366806004,image,0,,,0,0.0
moderate,0,55,14,20,20.0,3.283921292491949,1174576078.6912787,3857215394.4659896,62.530397845820715,sensor,0,,,0,0.0
moderate,0,56,17,20,20.0,5.843349039628433,846004958.8655891,4943502263.908133,63.06279836645766,text,0,,,1,0.4446403566526068
moderate,0,57,0,21,21.0,3.586779061821604,1650557857.671901,5920186364.222698,62.7058917648175,image,0,,,0,0.0
moderate,0,58,13,21,21.0,4.512591883625196,1636038107.1519814,7382772283.635559,73.72206060482297,text,0,,,1,0.6751635790067442
moderate,0,59,1,22,22.0,1.6173079228290075,1088459189.2245338,1760373670.4088764,68.28637652727856,image,0,,,1,0.40973002810891596
moderate,0,60,4,22,22.0,7.150119587508891,1269485106.5585718,9076970326.455257,67.7699272121797,sensor,0,,,0,0.0
moderate,0,61,0,23,23.0,1.882578631041318,993518615.2443949,1870376914.600859,62.42068599653212,sensor,0,,,0,0.0
moderate,0,62,8,23,23.0,4.318663043014036,1065099075.3429302,4599804013.831935,51.19504600228811,text,0,,,0,0.0
moderate,0,63,4,24,24.0,1.546011398475512,605668753.1858443,936370796.1257669,62.73503628212476,image,0,,,0,0.0
moderate,0,64,1,25,25.0,5.353662176082724,1288620613.5612922,6898839438.143602,60.81654731623001,sensor,1,1.4389423035278472,26.438942303527845,0,0.0
moderate,0,65,3,25,25.0,2.596263653421954,1194658234.879505,3101647753.478886,56.83695018935463,image,0,,,1,0.4371649862237993
moderate,0,66,7,25,25.0,5.745694277466808,1292656590.9949799,7427209577.609608,52.59494125636437,sensor,0,,,1,0.6871228833327556
moderate,0,67,7,25,25.0,3.4064101201403463,1533855846.627977,5224942078.789979,66.05125834097723,video,0,,,0,0.0
moderate,0,68,14,25,25.0,3.639763969535401,1299162867.1401122,4728646194.374887,60.57092950106462,image,0,,,0,0.0
moderate,0,69,6,27,27.0,4.231375485980122,1231062985.210907,5209089737.318941,55.00113388865618,image,0,,,0,0.0
moderate,0,70,17,27,27.0,3.1012184232090307,1452443917.4807196,4504345835.569105,66.80547784574632,image,0,,,1,0.39885020339274807
moderate,0,71,0,28,28.0,2.715732284768611,877654426.9871905,2383474462.2392087,71.73661678929945,image,0,,,0,0.0
moderate,0,72,0,28,28.0,2.6633404795268207,955515975.7459248,2544864377.0386896,58.72834383700384,image,0,,,0,0.0
moderate,0,73,1,28,28.0,4.88824782671443,744098693.771708,3637338822.690598,62.316114079562034,sensor,0,,,0,0.0
moderate,0,74,2,28,28.0,7.430755255141336,974736205.2451801,7243026179.502146,63.156844100920694,video,0,,,0,0.0
moderate,0,75,8,28,28.0,2.5512855298501567,931626791.0184525,2376845951.146114,62.5953728726482,text,1,0.4737921821757153,28.473792182175714,1,0.4178720128814157
moderate,0,76,1,29,29.0,3.8749297513578,1078909464.1497498,4180698381.655367,65.83538008777849,text,0,,,0,0.0
moderate,0,77,6,29,29.0,2.895763257139519,1055964724.3827257,3057823849.702956,69.93486541230988,image,1,1.1971076789458746,30.197107678945876,1,0.3533273871411302
moderate,0,78,7,29,29.0,1.8957501169049054,942004521.547792,1785805181.849176,64.98842206347358,image,0,,,1,0.5807395237458131
moderate,0,79,12,29,29.0,1.5594112777396796,1219925113.716454,1902364980.3272996,65.94143635904742,video,0,,,1,0.748712341463428
moderate,0,80,15,29,29.0,2.353448693969879,1103146818.3959846,2596199439.0110574,60.77744943242637,video,0,,,0,0.0
moderate,0,81,3,30,30.0,5.240063831269277,1206208869.5183125,6320611470.119111,66.99115552499234,sensor,0,,,0,0.0
moderate,0,82,10,30,30.0,2.8807669382143577,1252607668.7580035,3608470758.711818,64.1120075495952,video,0,,,0,0.0
moderate,0,83,5,31,31.0,4.7500950221701554,985149589.6358515,4679554161.822229,79.88620261053889,video,0,,,1,0.6617511400047217
moderate,0,84,0,32,32.0,1.9704740116985997,1356057932.2520535,2672076913.8604116,66.12465112171162,image,1,1.1111642686649126,33.111164268664915,1,0.4635003731093965
moderate,0,85,5,32,32.0,3.1670264708354283,934701753.1534474,2960225194.5732503,70.7054595497267,image,0,,,0,0.0
moderate,0,86,9,32,32.0,6.271486675716991,1264656498.0209203,7931276376.697113,62.623129850110786,video,0,,,0,0.0
moderate,0,87,1,33,33.0,5.0209123111671285,1313636331.5296464,6595652829.373625,72.73052164128771,sensor,0,,,1,0.7040504309435816
moderate,0,88,5,33,33.0,2.5351729582313625,1128714214.09652,2861485753.148862,65.48120700095284,text,0,,,0,0.0
moderate,0,89,5,33,33.0,4.491655451052712,826416503.9518762,3711978194.81537,64.19972669221858,video,0,,,0,0.0
moderate,0,90,12,33,33.0,2.95897000419359,1266598355.7491434,3747826542.022637,62.72342044540847,video,1,0.878407752575145,33.87840775257514,1,0.6913393363417508
moderate,0,91,1,34,34.0,1.0216026520938635,1159647940.5052326,1184699411.5153325,65.05822551879672,image,0,,,0,0.0
moderate,0,92,16,34,34.0,2.0341327078315277,1421957528.8815804,2892450318.6453166,70.78444381779833,image,0,,,0,0.0
moderate,0,93,16,34,34.0,8.57241895859591,1373929613.6842966,11777900268.123617,71.51320113740123,image,0,,,0,0.0
moderate,0,94,3,35,35.0,2.607754592097899,1102152278.532539,2874142665.534391,62.987203432715155,sensor,1,1.285077001862165,36.28507700186216,0,0.0
moderate,0,95,8,35,35.0,3.493456734603465,1335238719.8272638,4664598698.083864,64.31008033044164,video,0,,,1,0.6689230526134351
moderate,0,96,15,35,35.0,2.3753216756605937,1200991721.262535,2852741667.8038254,65.8514903061967,video,0,,,0,0.0
moderate,0,97,1,37,37.0,3.002183200980683,1183251139.994684,3552336695.0332823,58.7371092669766,video,0,,,0,0.0
moderate,0,98,0,38,38.0,4.192765693778782,1258277684.6973689,5275663509.6465225,68.3444807653529,sensor,0,,,0,0.0
moderate,0,99,1,38,38.0,4.18026384010494,1293150863.2877965,5405711793.602463,61.35328765530801,image,0,,,0,0.0
moderate,0,100,8,38,38.0,3.663781802808973,1171712467.7810793,4292898817.5807133,59.20202232039482,text,0,,,0,0.0
moderate,0,101,14,38,38.0,3.959581680029556,998456159.8750826,3953468718.954038,74.1151351493405,text,0,,,1,0.5225232614173425
moderate,0,102,15,38,38.0,4.349231154910639,1343250799.558168,5842108226.297009,57.70668094877897,text,1,0.9402049836372903,38.94020498363729,1,0.5722851427071792
moderate,0,103,15,40,40.0,2.864699140869829,981690934.9794123,2812249178.0352216,59.86611673785189,sensor,0,,,0,0.0
moderate,0,104,4,41,41.0,1.9427615750527703,1581158048.2052271,3071813100.138551,67.39844501635689,image,0,,,0,0.0
moderate,0,105,12,41,41.0,2.826856618434457,1434495044.1903708,4055111809.780978,73.21710101123686,video,0,,,1,0.7690601151388763
moderate,0,106,8,42,42.0,1.9163672716001974,1474620423.000833,2825914316.672035,75.0321429718124,sensor,0,,,0,0.0
moderate,0,107,1,43,43.0,2.8619174505709233,1214166127.7556725,3474843228.916084,67.3487320066424,image,0,,,0,0.0
moderate,0,108,16,43,43.0,3.8003950966142246,1312079438.2478323,4986420263.485408,55.09584612660628,image,0,,,0,0.0
moderate,0,109,17,43,43.0,2.7962511740123954,1223355761.5533535,3420809984.478393,70.04198939372013,sensor,0,,,0,0.0
moderate,0,110,12,44,44.0,2.385958780315361,1366470155.0173864,3260341464.4026256,59.776706025679886,video,0,,,1,0.5925450003144628
moderate,0,111,14,44,44.0,2.8606339572758137,1415415646.9955652,4048986063.45503,72.45836376249673,text,0,,,0,0.0
moderate,0,112,0,45,45.0,5.096570856606511,1056601965.6283604,5385046785.054656,60.6095198397969,video,1,0.7503168594444722,45.750316859444474,0,0.0
moderate,0,113,6,45,45.0,4.986117704031273,1435890474.7594368,7159518917.247898,62.61194492858449,video,1,0.5580278719006214,45.55802787190062,0,0.0
moderate,0,114,1,46,46.0,3.9987727427772297,1065193754.0054883,4259467749.2937,71.0575191846116,text,0,,,0,0.0
moderate,0,115,1,46,46.0,4.574389852946547,1227154262.5263817,5613482006.500784,68.74837331207682,video,0,,,1,0.7498021027642634
moderate,0,116,4,46,46.0,3.317173719908848,1293194410.360379,4289750512.7804675,63.570692868466544,image,0,,,1,0.42991286342559293
moderate,0,117,15,46,46.0,6.798472413076881,1495463788.843104,10166869313.205273,69.65601540537918,video,0,,,0,0.0
moderate,0,118,1,47,47.0,1.5207975930531974,1125682517.3653734,1711935262.951324,63.84071284539666,sensor,0,,,0,0.0
moderate,0,119,5,47,47.0,3.1481804606941473,1044109413.2853514,3287044853.7317734,76.18488662435917,sensor,0,,,0,0.0
moderate,0,120,10,47,47.0,3.479578860668504,920407471.0719776,3202630379.543411,68.73970971611442,video,0,,,0,0.0
moderate,0,121,15,47,47.0,3.623596540269233,919381719.9325112,3331468419.5342245,68.37182986869715,sensor,0,,,0,0.0
moderate,0,122,1,49,49.0,6.619862328135232,1394189767.3757756,9229344319.32252,57.48011137457551,image,0,,,0,0.0
moderate,0,123,8,49,49.0,2.2989757739531194,1464527707.703426,3366913720.293271,64.87945209057648,image,0,,,0,0.0
moderate,0,124,17,49,49.0,2.3794694436499593,1112287153.0395954,2646653293.222123,66.42040870963692,image,0,,,0,0.0
moderate,0,125,0,51,51.0,2.513005589374047,1826393951.3145392,4589738208.052388,64.36049284439788,text,1,1.469581756544891,52.46958175654489,0,0.0
moderate,0,126,10,51,51.0,0.9304646256310234,1577154979.946787,1467486917.9782915,60.64504759469897,text,0,,,1,0.6379057249936441
moderate,0,127,10,51,51.0,5.19228670372372,956106496.9163436,4964379051.282595,64.71601510846492,text,0,,,0,0.0
moderate,0,128,11,52,52.0,4.623662827906854,1600634788.3133888,7400795571.779172,66.08266189406217,sensor,1,0.3846617893849378,52.384661789384936,0,0.0
moderate,0,129,11,52,52.0,4.235325549104731,1079480588.3108473,4571951715.435537,60.907736582395344,text,0,,,0,0.0
moderate,0,130,12,52,52.0,2.6471776693610147,1300738432.3782344,3443285731.8713145,65.8635905320026,sensor,1,1.4905691201431817,53.490569120143185,0,0.0
moderate,0,131,5,53,53.0,2.024696242525451,1209107906.639424,2448076235.380656,68.83026562929518,video,0,,,1,0.5671271232895048
moderate,0,132,10,53,53.0,2.281303153130247,1559258841.2113335,3557142111.0016303,67.97988585013873,text,0,,,1,0.6646951854060368
moderate,0,133,12,53,53.0,3.041822969403963,1070977019.1847643,3257722496.6600046,57.68748883605903,image,0,,,1,0.6290841788949707
moderate,0,134,12,53,53.0,6.325887834287877,1454026191.5990553,9198006596.172398,67.41590682170862,video,1,1.3236665332920337,54.323666533292034,0,0.0
moderate,0,135,17,53,53.0,2.8978435419373163,864234322.8268982,2504415851.124497,68.72782337190331,sensor,0,,,1,0.4520171442835852
moderate,0,136,0,54,54.0,2.201541277599379,1454981339.9804196,3203201478.1037493,63.73571890964002,image,0,,,0,0.0
moderate,0,137,9,54,54.0,3.912466507308124,1009122935.1776408,3948159685.638987,61.568955685608124,sensor,0,,,0,0.0
moderate,0,138,14,54,54.0,5.836040741477262,879424066.435978,5132354680.755975,69.13717042655693,image,1,0.8671808007185269,54.86718080071853,0,0.0
moderate,0,139,16,54,54.0,5.233854448678109,977206393.3943006,5114556029.343451,67.25822096070094,image,1,0.3623726512150011,54.362372651215004,1,0.4959750171169498
moderate,0,140,0,55,55.0,2.325366190124688,1583033110.5571392,3681131673.1374884,66.92938915978405,sensor,1,1.3027215881999263,56.30272158819993,0,0.0
moderate,0,141,1,55,55.0,2.3270548306286267,1161560139.2864108,2703014133.192103,62.54336794831725,sensor,1,0.847184360153661,55.84718436015366,1,0.579770143428411
moderate,0,142,11,55,55.0,2.1882461756856406,1081101663.966737,2365716581.7025948,66.98256993513678,sensor,0,,,1,0.447970752835183
moderate,0,143,3,56,56.0,2.7766309222642445,1091278113.9012096,3030076555.848301,56.16617956403204,sensor,0,,,0,0.0
moderate,0,144,3,58,58.0,2.469967271624707,1491249905.7582338,3683338461.0362663,64.019023448851,image,0,,,0,0.0
moderate,0,145,3,58,58.0,6.566881013105426,1334511397.136951,8763577555.631437,57.76219892019767,sensor,0,,,0,0.0
moderate,0,146,14,58,58.0,3.1959582837027236,1023329619.6979514,3270518775.032026,65.58347401277491,image,0,,,1,0.42155849037243054
moderate,0,147,14,58,58.0,3.516737035715252,1318773423.776482,4637779341.111759,65.25150148191887,text,0,,,0,0.0
moderate,0,148,0,59,59.0,0.9888074746783989,1532239542.5359418,1515089912.6573498,64.13006332456327,image,0,,,0,0.0
moderate,0,149,2,60,60.0,5.505858350788241,1295813700.6454391,7134566684.764505,65.28322247127123,text,1,0.7393869016615148,60.73938690166151,1,0.5006624599148417
moderate,0,150,4,60,60.0,3.5879966237824474,1384147242.5480409,4966315633.080155,62.497206889976574,sensor,0,,,0,0.0
moderate,0,151,1,61,61.0,3.9165124217049803,1000307953.7465488,3917718526.378649,73.88911778495603,image,0,,,0,0.0
moderate,0,152,3,61,61.0,4.632590672005948,1182424124.1323192,5477686967.810185,66.73664640881285,text,1,0.8868780782265591,61.88687807822656,0,0.0
moderate,0,153,7,61,61.0,3.1108969493803675,1166942836.4258711,3630238909.9385157,70.48664891309228,video,1,0.8846817946821275,61.88468179468213,0,0.0
moderate,0,154,10,61,61.0,1.5220687336697412,1627418889.4573696,2477043408.226595,62.78078522088021,sensor,1,0.4100963937086876,61.410096393708685,0,0.0
moderate,0,155,5,62,62.0,2.539754660478981,1039179853.4801239,2639261875.952009,74.74188987599454,image,0,,,1,0.3728384250254094
moderate,0,156,9,62,62.0,4.444577513082881,978328245.6916354,4348255721.214867,59.58628354378671,text,1,0.4899262128983215,62.48992621289832,0,0.0
moderate,0,157,14,63,63.0,1.2805274400302578,1100717015.6386087,1409498342.2334528,78.53592034033181,text,0,,,1,0.3837984256084471
moderate,0,158,0,64,64.0,3.238980886750868,766140311.317319,2481513824.926156,66.54231438233073,text,0,,,0,0.0
moderate,0,159,9,64,64.0,1.4542059140678296,1441218730.6541264,2095828801.582561,53.93783679957663,video,1,0.6301570984321138,64.63015709843211,1,0.5861369100574154
moderate,0,160,14,64,64.0,1.7362840109039068,1075621017.4822536,1867583574.4466286,58.03108894528891,image,0,,,1,0.5043206996826033
moderate,0,161,1,65,65.0,2.817127158659193,1833920810.5607176,5166388122.260879,61.217120157346706,image,1,0.6925630515571692,65.69256305155717,0,0.0
moderate,0,162,5,65,65.0,2.328034008262343,930604054.8648251,2166477887.952148,60.303915603520124,sensor,0,,,0,0.0
moderate,0,163,14,65,65.0,3.4171103471197166,1467202300.702135,5013592163.04712,67.44659853563799,video,1,0.48697821256662555,65.48697821256663,1,0.6975295555331239
moderate,0,164,5,66,66.0,5.158329074098228,1064902047.0532517,5493115190.381508,76.4510153262749,sensor,1,0.7719338198312424,66.77193381983125,0,0.0
moderate,0,165,11,66,66.0,4.605962126130009,1450993512.3332362,6683221163.067243,69.59234299269421,sensor,0,,,1,0.769007855079886
moderate,0,166,9,67,67.0,6.63640547892946,1070815712.6761202,7106367262.527558,46.442670031823,image,0,,,0,0.0
moderate,0,167,16,68,68.0,4.628458245571446,1161340930.6343107,5375218006.3139925,73.53588203890043,image,1,0.8860732038498293,68.88607320384983,0,0.0
moderate,0,168,17,68,68.0,3.26258554093745,889919877.2884479,2903439724.23412,58.111821362406616,image,1,1.2393624045450875,69.23936240454509,1,0.3807290297680901
moderate,0,169,1,69,69.0,2.877645332749669,1342631802.9225886,3863618141.2814603,62.345626486089316,text,0,,,0,0.0
moderate,0,170,3,69,69.0,3.0395068580903146,1487582080.8492167,4521515936.713455,63.16304181125254,video,0,,,0,0.0
moderate,0,171,8,69,69.0,3.686106993845912,1062935599.6815282,3918094347.99388,67.75834512426036,image,1,0.7335096064766794,69.73350960647667,1,0.40880037274581765
moderate,0,172,10,69,69.0,1.4290255433262327,1364011744.438927,1949207624.2002,63.17786217806828,text,1,0.9013507018053777,69.90135070180538,0,0.0
moderate,0,173,0,70,70.0,3.9986603585036766,1405239174.2810378,5619074180.414025,66.22529715542126,text,0,,,0,0.0
moderate,0,174,1,71,71.0,6.050609470505064,1229045411.9906893,7436473809.4716625,56.64278479007514,video,0,,,0,0.0
moderate,0,175,1,71,71.0,3.7378068044776223,1579753752.1108403,5904814324.038954,62.767952990697744,image,0,,,0,0.0
moderate,0,176,10,71,71.0,2.5705692880270936,1250529585.8698518,3214572947.206281,73.6720027256536,text,0,,,0,0.0
moderate,0,177,2,72,72.0,1.5861010447991226,1766407861.8465598,2801701355.2162127,66.43804815323341,sensor,0,,,0,0.0
moderate,0,178,3,72,72.0,2.026162772268655,1415549430.273025,2868133557.9253078,57.77112352841256,video,1,0.9466157530492021,72.9466157530492,1,0.5716731130950452
moderate,0,179,6,72,72.0,1.1572428851545746,973508459.2704676,1126585738.1285408,71.53060462414751,image,1,1.1687746318449381,73.16877463184494,0,0.0
moderate,0,180,9,72,72.0,3.3018326813080545,1128175921.0250244,3725048126.30524,76.37692515358205,text,0,,,0,0.0
moderate,0,181,10,72,72.0,2.076323999748449,993194427.7620194,2062193426.778708,64.813035280276,video,0,,,1,0.45088302557849563
moderate,0,182,4,73,73.0,4.355520762454952,1354959719.1120093,5901555188.882486,54.62399665318536,image,0,,,1,0.4296480700841362
moderate,0,183,10,73,73.0,2.8533322304752584,1531173306.9576404,4368946147.185621,62.86665183614836,video,0,,,1,0.67301870440767
moderate,0,184,12,73,73.0,3.5656872028695656,1333027827.4371617,4753160265.361707,69.72645602625599,sensor,1,0.7319630059484619,73.73196300594846,0,0.0
moderate,0,185,0,74,74.0,3.22083638668087,1233199828.2185833,3971934878.7750115,71.04800789670671,image,0,,,0,0.0
moderate,0,186,2,74,74.0,3.4513583672435812,1833920810.5607176,6329517934.390863,57.98263788337326,sensor,0,,,0,0.0
moderate,0,187,6,75,75.0,5.021694148030364,1491865275.8077443,7491691125.173454,74.07425255582994,image,1,0.5669286941965013,75.5669286941965,1,0.6984881063381564
moderate,0,188,17,75,75.0,4.398127037346862,1362368663.314838,5991870452.959093,58.346227706910994,image,0,,,1,0.6299622916687257
moderate,0,189,1,77,77.0,2.8024592507554273,1404326040.1172028,3935566502.203192,71.59052302494872,image,0,,,0,0.0
moderate,0,190,3,77,77.0,3.2801113881868726,1346986694.4682155,4418266396.261385,58.23041178337387,sensor,0,,,1,0.6551403812156775
moderate,0,191,12,77,77.0,4.030972876216755,1101547090.716221,4440306444.552565,48.19150768632219,image,1,0.7857186485931805,77.78571864859317,0,0.0
moderate,0,192,0,78,78.0,6.113184321984713,1529686354.9054239,9351254642.36178,79.88620261053889,video,1,1.2632322552258675,79.26323225522587,0,0.0
moderate,0,193,16,78,78.0,2.3440280280176538,1365066942.6877072,3199755173.780354,68.05920054124748,text,0,,,1,0.5414625021212722
moderate,0,194,1,79,79.0,1.4342447661515285,1164086994.0333138,1669585678.537346,62.69865204656615,text,0,,,0,0.0
moderate,0,195,10,79,79.0,2.2904066567974426,1062298633.3949059,2433095861.434519,61.44475232834893,video,0,,,0,0.0
moderate,0,196,13,79,79.0,3.1122345680787706,899139025.4668126,2798331556.5664725,57.65987658505456,text,0,,,0,0.0
moderate,0,197,12,80,80.0,1.7054657376603652,1307052205.3676422,2229132753.587933,63.653449415666536,video,0,,,0,0.0
moderate,0,198,9,81,81.0,1.6251234668116614,1521995034.6125133,2473429847.119622,66.45000148638412,video,0,,,0,0.0
moderate,0,199,7,82,82.0,3.231668877882652,1128444556.473184,3646759153.570482,71.84742078766789,sensor,0,,,1,0.31222108798639214
moderate,0,200,9,82,82.0,3.3477654754907915,1313937318.8626685,4398753993.047378,65.91354657940091,video,0,,,0,0.0
moderate,0,201,16,82,82.0,3.3295901660688725,1108326667.2732124,3690273572.1447754,59.310868588726365,sensor,0,,,0,0.0
moderate,0,202,10,84,84.0,2.209064786848265,1248230414.5276458,2757421854.606035,73.75430914251203,text,1,1.094919797320136,85.09491979732013,1,0.767095743235787
moderate,0,203,10,84,84.0,4.1160364288467335,1335540909.3096838,5497135034.93375,58.66317203195719,sensor,0,,,0,0.0
moderate,0,204,4,86,86.0,4.405792578390447,1312112637.3840036,5780896119.7987585,68.80078695318606,image,0,,,0,0.0
moderate,0,205,1,87,87.0,8.9529378639823,1134390598.813159,10156128544.659885,69.09579931471634,text,0,,,0,0.0
