scenario,episode_id,t_slot,t_time,agent_id,task_id
moderate,0,61,61.0,7,153
moderate,0,61,61.0,10,154
moderate,0,62,62.0,5,155
moderate,0,62,62.0,9,156
moderate,0,63,63.0,14,157
moderate,0,64,64.0,0,158
moderate,0,64,64.0,9,159
moderate,0,64,64.0,14,160
moderate,0,65,65.0,1,161
moderate,0,65,65.0,5,162
moderate,0,65,65.0,14,163
moderate,0,66,66.0,5,164
moderate,0,66,66.0,11,165
moderate,0,67,67.0,9,166
moderate,0,68,68.0,16,167
moderate,0,68,68.0,17,168
moderate,0,69,69.0,1,169
moderate,0,69,69.0,3,170
moderate,0,69,69.0,8,171
moderate,0,69,69.0,10,172
moderate,0,70,70.0,0,173
moderate,0,71,71.0,1,174
moderate,0,71,71.0,1,175
moderate,0,71,71.0,10,176
moderate,0,72,72.0,2,177
moderate,0,72,72.0,3,178
moderate,0,72,72.0,6,179
moderate,0,72,72.0,9,180
moderate,0,72,72.0,10,181
moderate,0,73,73.0,4,182
moderate,0,73,73.0,10,183
moderate,0,73,73.0,12,184
moderate,0,74,74.0,0,185
moderate,0,74,74.0,2,186
moderate,0,75,75.0,6,187
moderate,0,75,75.0,17,188
moderate,0,77,77.0,1,189
moderate,0,77,77.0,3,190
moderate,0,77,77.0,12,191
moderate,0,78,78.0,0,192
moderate,0,78,78.0,16,193
moderate,0,79,79.0,1,194
moderate,0,79,79.0,10,195
moderate,0,79,79.0,13,196
moderate,0,80,80.0,12,197
moderate,0,81,81.0,9,198
moderate,0,82,82.0,7,199
moderate,0,82,82.0,9,200
moderate,0,82,82.0,16,201
moderate,0,84,84.0,10,202
moderate,0,84,84.0,10,203
moderate,0,86,86.0,4,204
moderate,0,87,87.0,1,205
moderate,0,88,88.0,8,206
moderate,0,88,88.0,14,207
moderate,0,89,89.0,0,208
moderate,0,89,89.0,14,209
moderate,0,89,89.0,16,210
moderate,0,91,91.0,9,211
moderate,0,91,91.0,9,212
moderate,0,91,91.0,15,213
moderate,0,92,92.0,9,214
moderate,0,92,92.0,10,215
moderate,0,93,93.0,13,216
moderate,0,93,93.0,17,217
moderate,0,94,94.0,2,218
moderate,0,94,94.0,2,219
moderate,0,94,94.0,3,220
moderate,0,95,95.0,4,221
moderate,0,95,95.0,17,222
moderate,0,96,96.0,16,223
moderate,0,97,97.0,1,224
moderate,0,97,97.0,2,225
moderate,0,98,98.0,1,226
moderate,0,98,98.0,4,227
moderate,0,98,98.0,14,228
moderate,0,99,99.0,10,229
moderate,0,99,99.0,10,230
