scenario,episode_id,task_id,agent_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint
light,0,39,11,58,58,2.000001469,999999577.1,2000000623,64.00010529,text,1,1.205007181,59.20500718,1,0.35249746,continuous
light,0,40,2,59,59,1.999998415,999997732.4,1999993879,63.99998738,sensor,0,,,0,0,discrete
light,0,41,15,59,59,2.000001158,1000000724,2000002607,63.99998818,image,0,,,1,0.275767025,continuous
light,0,42,1,60,60,2.00000034,999997919.9,1999996180,63.99998214,image,0,,,0,0,discrete
light,0,43,15,60,60,2.000002483,1000000909,2000004301,63.99997586,image,0,,,0,0,discrete
light,0,44,14,61,61,2.000000201,999999490.6,1999999182,64.00003842,sensor,0,,,1,0.271542161,continuous
light,0,45,15,62,62,1.999998263,999999976.1,1999998216,63.99987836,video,0,,,0,0,discrete
light,0,46,3,63,63,2.000002434,999999087.3,2000000608,63.99995348,video,1,1.614593686,64.61459369,0,0,discrete
light,0,47,10,65,65,2.000000999,999999454.4,1999999907,63.99986661,text,0,,,0,0,discrete
light,0,48,12,70,70,1.99999874,1000000629,1999999998,64.00000758,image,0,,,1,0.250258519,continuous
light,0,49,1,71,71,1.9999998,999999990.5,1999999781,63.99994592,image,0,,,0,0,discrete
light,0,50,6,71,71,1.999998199,999999967.2,1999998133,63.99999732,text,0,,,0,0,discrete
light,0,51,14,71,71,1.999997991,999999609.2,1999997210,64.00005306,text,0,,,1,0.669198881,continuous
light,0,52,3,72,72,2.00000191,1000001236,2000004383,64.00011686,sensor,1,1.035556159,73.03555616,0,0,discrete
light,0,53,14,73,73,1.999999177,999999740.6,1999998658,64.00003726,text,0,,,0,0,discrete
light,0,54,12,75,75,2.00000185,999999417.5,2000000685,64.00001625,image,0,,,0,0,discrete
light,0,55,6,80,80,2.000002569,999999278.7,2000001127,63.99999133,image,1,1.045609816,81.04560982,0,0,discrete
light,0,56,8,81,81,2.000000765,1000000976,2000002717,63.99995341,sensor,1,1.455223974,82.45522397,0,0,discrete
light,0,57,4,86,86,2.00000331,1000000525,2000004361,63.99995657,image,0,,,1,0.401728818,continuous
light,0,58,17,87,87,2.000007873,1000000488,2000008848,64.00011947,text,0,,,1,0.329953313,continuous
light,0,59,11,89,89,1.999999369,999998534.2,1999996437,64.00010304,video,0,,,0,0,discrete
light,0,60,6,91,91,2.000000665,999999146.4,1999998958,64.00001314,image,0,,,1,0.636968228,continuous
light,0,61,7,91,91,1.999998607,999999082.6,1999996772,64.0000082,image,0,,,1,0.557385067,continuous
light,0,62,14,91,91,2.000001024,999997193,1999995410,64.00001195,sensor,0,,,0,0,discrete
light,0,63,7,93,93,1.999999159,999999641.9,1999998442,64.00012365,video,0,,,0,0,discrete
light,0,64,9,93,93,1.999999136,1000000660,2000000456,64.00001268,video,0,,,0,0,discrete
light,0,65,13,93,93,1.999999903,1000001207,2000002317,63.9998955,sensor,0,,,0,0,discrete
light,0,66,8,95,95,2.000005135,1000000016,2000005167,64.00001907,image,0,,,1,0.463650499,continuous
light,0,67,9,96,96,1.999998075,1000000719,1999999513,63.99998978,video,0,,,0,0,discrete
light,0,68,1,97,97,1.999999864,999999900.7,1999999665,64.00004411,image,1,1.976288548,98.97628855,0,0,discrete
light,0,69,15,99,99,1.999998557,1000000432,1999999420,64.00004212,video,1,1.880190504,100.8801905,1,0.562029906,continuous
light,0,70,12,100,100,1.999999585,1000001666,2000002918,64.00000307,image,0,,,0,0,discrete
light,0,71,4,103,103,1.99999721,999999888.2,1999996987,64.00008197,text,0,,,0,0,discrete
light,0,72,12,108,108,2.000000324,999999551.5,1999999427,63.9999842,sensor,1,1.238709515,109.2387095,0,0,discrete
light,0,73,16,114,114,1.999998365,1000000557,1999999480,63.99998395,sensor,1,1.816906045,115.816906,0,0,discrete
light,0,74,4,115,115,1.999997821,1000000041,1999997903,64.00008701,video,0,,,0,0,discrete
light,0,75,13,115,115,2.000001097,999999753.8,2000000605,63.99998403,sensor,0,,,0,0,discrete
light,0,76,7,119,119,1.999996952,1000000517,1999997985,64.00003369,video,0,,,0,0,discrete
light,0,77,10,119,119,1.999999181,1000000923,2000001027,64.00000023,video,0,,,1,0.694120732,continuous
light,0,78,17,121,121,2.000000041,999999824.5,1999999689,64.00013237,sensor,0,,,0,0,discrete
light,0,79,7,124,124,2.000004741,999998582.6,2000001907,63.99991501,video,0,,,0,0,discrete
light,0,80,10,124,124,1.999999485,999999614.4,1999998714,64.00011622,text,0,,,0,0,discrete
light,0,81,1,126,126,1.999998556,1000001171,2000000899,64.00002521,video,1,1.814463374,127.8144634,1,0.455444534,continuous
light,0,82,4,129,129,2.000000367,999999065.1,1999998497,63.99998655,video,0,,,0,0,discrete
light,0,83,4,129,129,1.999995902,999999352.9,1999994608,64.00001881,sensor,0,,,0,0,discrete
light,0,84,8,129,129,1.999998756,999998883.7,1999996523,63.99996418,text,0,,,0,0,discrete
light,0,85,3,131,131,1.999999851,999999949.7,1999999751,64.0001095,video,0,,,1,0.710267482,continuous
light,0,86,12,131,131,1.999999911,1000000140,2000000190,63.99994756,image,0,,,0,0,discrete
light,0,87,17,131,131,2.000003132,999999589.8,2000002311,63.99997397,video,0,,,0,0,discrete
light,0,88,2,133,133,2.000000928,999998946.1,1999998820,64.00012994,image,0,,,1,0.315411974,continuous
light,0,89,14,134,134,1.999998635,999998947.3,1999996530,63.99994343,image,0,,,0,0,discrete
light,0,90,12,138,138,2.000000577,1000000030,2000000638,63.99998097,video,0,,,1,0.541177112,continuous
light,0,91,12,138,138,2.00000191,1000000778,2000003465,64.00012513,text,1,0.878781166,138.8787812,0,0,discrete
light,0,92,14,142,142,2.000000956,999999386.5,1999999729,64.00008298,text,1,1.050394708,143.0503947,1,0.706536007,continuous
light,0,93,3,146,146,1.999998547,1000001491,2000001529,64.0001333,sensor,0,,,0,0,discrete
light,0,94,3,147,147,2.000000797,1000001221,2000003238,63.99989565,video,1,1.466030024,148.46603,0,0,discrete
light,0,95,4,150,150,2.000001828,999999849.9,2000001528,64.00003678,sensor,0,,,1,0.384937209,continuous
light,0,96,10,153,153,1.999997862,1000002027,2000001916,63.9999045,image,0,,,1,0.64208948,continuous
light,0,97,4,159,159,1.99999838,1000000488,1999999356,63.99979959,video,0,,,0,0,discrete
light,0,98,11,160,160,1.999998463,999999182.8,1999996829,64.00006885,sensor,0,,,0,0,discrete
light,0,99,1,161,161,2.000000346,999999883.2,2000000112,63.99994624,text,0,,,0,0,discrete
light,0,100,10,163,163,1.999999707,999999949,1999999605,63.99996904,image,0,,,1,0.717888309,continuous
light,0,101,4,166,166,1.999999689,999999117,1999997923,63.99998441,text,0,,,1,0.641503662,continuous
light,0,102,9,167,167,2.000001736,999998292.1,1999998320,64.0000039,sensor,0,,,0,0,discrete
light,0,103,9,169,169,2.000003137,1000001278,2000005694,63.99994142,text,0,,,1,0.67471934,continuous
light,0,104,10,170,170,2.00000229,999999657,2000001604,63.99991205,image,0,,,0,0,discrete
light,0,105,13,171,171,2.000002135,1000000003,2000002140,64.0001205,video,0,,,0,0,discrete
light,0,106,10,174,174,1.999999243,999999351.6,1999997946,64.0000261,sensor,0,,,0,0,discrete
light,0,107,10,174,174,2.000000624,999999516.7,1999999658,63.99986311,text,0,,,1,0.445648383,continuous
light,0,108,3,179,179,2.000000845,999999054.9,1999998955,64.000072,sensor,0,,,0,0,discrete
light,0,109,15,179,179,1.999998808,1000002138,2000003083,64.00002934,sensor,0,,,0,0,discrete
light,0,110,0,180,180,2.000002499,999999608.6,2000001716,64.0000342,image,0,,,0,0,discrete
light,0,111,15,180,180,1.99999748,1000000467,1999998414,63.9999847,sensor,0,,,0,0,discrete
light,0,112,4,182,182,2.000001384,1000000355,2000002094,64.00008748,sensor,0,,,0,0,discrete
light,0,113,12,185,185,1.999997028,1000000329,1999997687,64.00004214,image,0,,,0,0,discrete
light,0,114,14,185,185,2.000001169,1000001253,2000003675,64.00000682,sensor,0,,,0,0,discrete
light,0,115,14,186,186,2.000005552,999999673.7,2000004900,64.00005827,text,0,,,0,0,discrete
light,0,116,15,189,189,2.000001139,999999800.2,2000000739,63.99999723,sensor,0,,,0,0,discrete
light,0,117,9,193,193,1.999999462,999998621.3,1999996705,63.99997972,image,0,,,1,0.286267743,continuous
light,0,118,4,194,194,1.999999751,999999787.6,1999999326,64.00010337,text,0,,,0,0,discrete
light,0,119,3,196,196,1.999999613,999998911,1999997435,63.99999598,video,0,,,0,0,discrete
light,0,120,15,196,196,2.000002322,1000000642,2000003605,63.99992216,image,0,,,0,0,discrete
light,0,121,5,198,198,2.000002651,1000000660,2000003970,63.99997882,image,0,,,0,0,discrete
light,0,122,6,198,198,2.000001285,1000000205,2000001694,63.99999246,video,0,,,1,0.409923667,continuous
light,0,123,1,201,201,1.999998002,1000000599,1999999200,64.00010222,sensor,0,,,0,0,discrete
light,0,124,12,204,204,1.999997464,999998545.4,1999994555,63.99998501,text,0,,,0,0,discrete
light,0,125,1,206,206,2.000000888,999999118,1999999124,64.00000386,image,0,,,0,0,discrete
light,0,126,3,206,206,1.999999842,999999139.3,1999998121,63.99981865,image,0,,,0,0,discrete
light,0,127,7,207,207,2.000001371,1000000512,2000002395,63.99998693,sensor,1,1.916605827,208.9166058,0,0,discrete
light,0,128,7,207,207,2.000000215,1000000047,2000000310,64.00001019,image,0,,,0,0,discrete
light,0,129,8,209,209,2.000002574,999999151.7,2000000878,64.00006079,text,0,,,1,0.722999475,continuous
light,0,130,17,211,211,2.000000064,1000000522,2000001108,63.99999812,sensor,0,,,1,0.681153318,continuous
light,0,131,9,213,213,1.999997205,999999586.5,1999996378,64.00001551,text,0,,,0,0,discrete
light,0,132,9,214,214,1.999999488,999999765.8,1999999019,64.00008507,sensor,0,,,0,0,discrete
light,0,133,4,215,215,1.999997686,1000001002,1999999690,63.99992596,image,0,,,0,0,discrete
light,0,134,1,216,216,1.999997942,1000001919,2000001780,63.99997267,video,0,,,1,0.576172426,continuous
light,0,135,2,217,217,1.999998699,999999179.3,1999997057,64.00006778,text,0,,,0,0,discrete
light,0,136,10,221,221,1.999998942,1000000850,2000000642,64.00000203,video,0,,,0,0,discrete
light,0,137,12,223,223,1.999997326,1000001112,1999999550,63.99993685,image,0,,,1,0.539345604,continuous
light,0,138,16,226,226,2.000003483,1000000854,2000005192,64.00002367,image,0,,,0,0,discrete
light,0,139,8,227,227,1.999997282,1000001057,1999999396,64.00000363,text,0,,,1,0.362080895,continuous
light,0,140,8,227,227,2.000002925,1000000003,2000002931,64.00000039,sensor,0,,,0,0,discrete
light,0,141,16,227,227,2.000001714,999999918,2000001550,63.9999862,text,0,,,1,0.446156394,continuous
light,0,142,9,228,228,1.999999461,999999727.9,1999998917,63.99989604,image,0,,,0,0,discrete
light,0,143,6,229,229,1.999997616,999998660.8,1999994937,64.00004841,video,0,,,0,0,discrete
light,0,144,7,229,229,2.000000181,1000000039,2000000260,64.00000855,image,0,,,0,0,discrete
light,0,145,8,229,229,1.999999515,999999345.2,1999998206,64.00003056,sensor,0,,,0,0,discrete
light,0,146,15,229,229,2.000001192,999997783.8,1999996759,64.00001806,image,0,,,0,0,discrete
light,0,147,17,231,231,1.999998411,1000000513,1999999437,63.99994542,image,0,,,0,0,discrete
light,0,148,8,237,237,2.000001073,1000000280,2000001634,64.00007759,image,1,0.908781452,237.9087815,1,0.581938701,continuous
light,0,149,7,238,238,1.999999763,999999471.7,1999998706,64.00004096,image,0,,,1,0.297380748,continuous
light,0,150,6,241,241,1.999999699,1000001241,2000002181,64.00000359,text,0,,,0,0,discrete
light,0,151,3,242,242,1.999997388,1000001297,1999999981,64.0000642,video,0,,,0,0,discrete
light,0,152,4,249,249,2.000001605,1000000940,2000003485,64.00002324,sensor,0,,,1,0.362676186,continuous
light,0,153,4,250,250,2.000002915,1000000572,2000004059,64.00004503,text,0,,,0,0,discrete
light,0,154,8,250,250,2.000000014,999998820.7,1999997656,64.00003893,sensor,1,1.617181913,251.6171819,0,0,discrete
light,0,155,3,251,251,2.000001775,999999954.1,2000001683,64.00003183,text,1,1.022267199,252.0222672,1,0.41926857,continuous
light,0,156,10,251,251,2.000002849,999999581.6,2000002012,64.00004643,image,0,,,0,0,discrete
light,0,157,13,251,251,2.000001245,1000001286,2000003816,64.00008381,text,1,0.898066852,251.8980669,0,0,discrete
light,0,158,2,252,252,1.999996364,1000001185,1999998734,63.99995051,image,1,1.642361692,253.6423617,0,0,discrete
light,0,159,8,252,252,2.000000764,999999725.6,2000000216,64.00003077,sensor,0,,,0,0,discrete
light,0,160,9,253,253,1.999998549,999999337.7,1999997224,64.00005088,video,0,,,0,0,discrete
light,0,161,10,263,263,1.999999098,999999980.5,1999999059,63.99991436,text,0,,,0,0,discrete
light,0,162,2,269,269,1.999998857,999999632.4,1999998122,63.99996202,video,0,,,0,0,discrete
light,0,163,12,270,270,2.000001838,1000000537,2000002912,64.0000113,image,0,,,0,0,discrete
light,0,164,8,271,271,1.999999043,1000001597,2000002237,63.99996405,sensor,0,,,1,0.620380142,continuous
light,0,165,9,272,272,2.000000974,1000000249,2000001471,64.00003158,image,0,,,1,0.300313892,continuous
light,0,166,12,272,272,1.999998164,1000002433,2000003031,64.00004534,text,0,,,0,0,discrete
light,0,167,1,273,273,2.000000309,1000000228,2000000766,64.00004272,video,1,1.143349632,274.1433496,1,0.25283103,continuous
light,0,168,7,274,274,1.99999727,1000000441,1999998151,64.00002008,image,0,,,0,0,discrete
light,0,169,8,275,275,2.000000589,999999751.6,2000000092,64.00012184,text,0,,,0,0,discrete
light,0,170,10,277,277,2.000001178,999999485.3,2000000148,64.00001896,video,0,,,0,0,discrete
light,0,171,14,277,277,1.999999082,1000000573,2000000228,63.99989476,text,0,,,0,0,discrete
light,0,172,9,287,287,2.000001418,999998503.8,1999998426,64.00004694,image,0,,,1,0.367868191,continuous
light,0,173,7,291,291,1.999999699,1000000248,2000000194,64.00009108,image,0,,,0,0,discrete
light,0,174,2,293,293,2.000000718,1000000106,2000000931,64.00015506,image,0,,,0,0,discrete
light,0,175,7,295,295,1.999999983,1000001522,2000003028,64.00000005,text,0,,,0,0,discrete
light,0,176,13,298,298,1.999996913,999998976.7,1999994867,64.00001152,text,0,,,0,0,discrete
light,0,177,10,301,301,1.999997885,999999624.6,1999997134,63.99998749,video,1,1.914874028,302.914874,0,0,discrete
light,0,178,15,303,303,2.000001233,1000003581,2000008396,64.00016299,text,0,,,0,0,discrete
light,0,179,9,304,304,1.999999199,1000000819,2000000837,63.99992344,video,0,,,0,0,discrete
light,0,180,13,304,304,2.000000043,999998529.8,1999997102,64.00007758,image,0,,,0,0,discrete
light,0,181,11,306,306,1.999996504,1000000479,1999997463,63.99999506,image,0,,,0,0,discrete
light,0,182,12,311,311,2.000000214,1000002605,2000005424,63.99998358,text,0,,,1,0.565291949,continuous
light,0,183,5,312,312,1.99999941,1000000238,1999999885,64.00000579,video,0,,,0,0,discrete
light,0,184,17,313,313,1.999998938,1000001466,2000001869,64.0000834,video,0,,,0,0,discrete
light,0,185,4,317,317,1.999998091,1000000162,1999998415,64.00006265,text,0,,,0,0,discrete
light,0,186,10,319,319,1.999999819,999998688.8,1999997196,64.0000002,image,0,,,0,0,discrete
light,0,187,15,324,324,2.000002353,1000001315,2000004983,64.00004946,image,0,,,0,0,discrete
light,0,188,10,327,327,1.999998811,1000000918,2000000647,63.99995637,text,0,,,1,0.306576854,continuous
light,0,189,4,328,328,2.000002921,1000000241,2000003403,63.99998433,text,0,,,0,0,discrete
light,0,190,11,329,329,2.000000423,999999834.9,2000000093,64.00013964,image,0,,,0,0,discrete
light,0,191,8,330,330,2.000001908,1000001220,2000004349,64.00005463,video,1,0.945310312,330.9453103,0,0,discrete
light,0,192,3,331,331,1.999998284,1000000118,1999998520,64.00006581,sensor,0,,,0,0,discrete
light,0,193,15,331,331,2.00000267,1000000143,2000002956,64.00012203,text,0,,,1,0.357039548,continuous
light,0,194,8,334,334,1.999999317,999998843.2,1999997003,64.00001071,text,0,,,0,0,discrete
light,0,195,12,334,334,2.000001148,999999262.7,1999999673,64.00012727,video,0,,,0,0,discrete
light,0,196,8,335,335,1.999997767,999998506.9,1999994781,64.00001163,image,0,,,0,0,discrete
light,0,197,3,336,336,1.999999244,1000001278,2000001800,63.99998878,image,0,,,0,0,discrete
light,0,198,12,336,336,2.00000133,999999452.5,2000000235,64.00000596,text,0,,,0,0,discrete
light,0,199,4,337,337,2.000002792,1000000051,2000002894,63.99991062,video,0,,,0,0,discrete
light,0,200,16,337,337,1.999997684,1000000153,1999997990,64.00001883,text,0,,,0,0,discrete
light,0,201,10,338,338,2.000000692,999999720.8,2000000133,63.99998643,sensor,0,,,1,0.543890067,continuous
light,0,202,17,338,338,2.000004069,1000000103,2000004275,64.00002188,image,0,,,0,0,discrete
light,0,203,3,339,339,1.999999295,999999897.3,1999999090,63.99991631,text,0,,,1,0.424880965,continuous
light,0,204,12,339,339,2.000000581,1000000861,2000002303,63.99996474,image,0,,,0,0,discrete
light,0,205,7,342,342,2.000001421,1000000708,2000002838,63.99996202,image,0,,,0,0,discrete
light,0,206,7,342,342,2.00000258,1000000515,2000003611,63.99988896,image,0,,,0,0,discrete
light,0,207,0,345,345,2.00000254,999999495.3,2000001531,64.00003016,image,0,,,0,0,discrete
light,0,208,9,347,347,2.000001462,999999104.9,1999999672,64.00008096,image,0,,,0,0,discrete
light,0,209,8,351,351,1.999998468,999999323.1,1999997115,64.00000106,image,0,,,0,0,discrete
light,0,210,7,353,353,1.999999311,1000001706,2000002723,63.99996815,text,0,,,0,0,discrete
light,0,211,16,355,355,1.999999566,999999580.8,1999998727,64.00001501,video,0,,,0,0,discrete
light,0,212,12,358,358,2.000004878,999997665.9,2000000210,63.99998373,image,0,,,0,0,discrete
light,0,213,7,359,359,1.999996835,1000000274,1999997384,63.99986445,video,1,1.636800392,360.6368004,1,0.496017227,continuous
light,0,214,13,362,362,1.999999972,999998692.6,1999997358,63.99997295,text,0,,,0,0,discrete
light,0,215,14,366,366,1.99999878,1000002733,2000004245,63.99986993,image,0,,,0,0,discrete
light,0,216,12,367,367,2.000001062,1000001006,2000003075,64.00001368,image,0,,,0,0,discrete
light,0,217,1,370,370,1.999999513,999999423,1999998359,63.99998367,text,0,,,0,0,discrete
light,0,218,14,370,370,1.999998093,1000000614,1999999320,64.00002232,sensor,1,1.176508074,371.1765081,1,0.527313554,continuous
light,0,219,15,370,370,1.999999647,999998788.3,1999997224,64.00008208,video,0,,,0,0,discrete
light,0,220,0,372,372,2.00000118,999999145.1,1999999470,63.99994261,image,0,,,0,0,discrete
light,0,221,0,373,373,1.999996731,1000001534,1999999799,63.99999612,image,0,,,0,0,discrete
light,0,222,1,375,375,2.000000254,1000000327,2000000908,64.00005008,image,1,1.318622873,376.3186229,0,0,discrete
light,0,223,1,376,376,2.000001938,999999669.1,2000001276,64.00002055,image,0,,,0,0,discrete
light,0,224,11,380,380,2.000001275,1000000411,2000002097,64.00004185,text,0,,,0,0,discrete
light,0,225,5,384,384,2.000000597,1000000839,2000002276,63.99997155,video,0,,,0,0,discrete
light,0,226,10,385,385,2.000001458,1000001865,2000005187,64.00004904,text,0,,,0,0,discrete
light,0,227,10,387,387,2.000005153,1000002595,2000010343,63.99992181,image,0,,,0,0,discrete
light,0,228,14,387,387,1.999996425,999999351.3,1999995128,64.00007314,sensor,0,,,0,0,discrete
light,0,229,2,390,390,1.999996747,1000000039,1999996825,63.99984672,text,0,,,0,0,discrete
light,0,230,15,392,392,2.000002534,999999070.7,2000000675,63.99993009,video,0,,,1,0.387251772,continuous
light,0,231,15,392,392,1.99999827,1000001991,2000002253,64.00003064,image,0,,,0,0,discrete
light,0,232,16,393,393,1.999999675,1000000464,2000000604,64.00007871,video,0,,,0,0,discrete
light,0,233,1,394,394,1.999996643,999998295.4,1999993234,64.00005819,image,0,,,0,0,discrete
light,0,234,8,394,394,2.000002561,999999290.5,2000001142,63.99986155,sensor,0,,,1,0.355287347,continuous
light,0,235,10,394,394,1.999998297,1000001253,2000000803,63.99999417,text,0,,,0,0,discrete
light,0,236,9,396,396,1.999998289,999999111.7,1999996513,63.99994221,image,0,,,0,0,discrete
light,0,237,9,396,396,2.000002286,1000000313,2000002912,64.0000611,image,0,,,0,0,discrete
light,0,238,16,396,396,2.000003533,1000000018,2000003570,63.99991877,image,0,,,0,0,discrete
light,0,239,3,398,398,1.999996697,999998937.9,1999994573,64.00007209,video,0,,,1,0.434439816,continuous
light,0,240,17,399,399,2.000001144,999999661,2000000466,63.99988473,text,0,,,0,0,discrete
light,0,241,1,400,400,2.000000111,1000000275,2000000661,64.00004859,text,0,,,0,0,discrete
light,0,242,10,403,403,2.000000679,999999636,1999999952,64.00001909,image,0,,,0,0,discrete
light,0,243,8,404,404,1.999998507,999999373.6,1999997254,64.00013505,text,0,,,0,0,discrete
light,0,244,4,405,405,2.000000266,1000001059,2000002384,64.00003764,sensor,0,,,1,0.424308816,continuous
light,0,245,6,408,408,1.999997229,1000000644,1999998517,64.0000693,video,0,,,1,0.475521573,continuous
light,0,246,4,411,411,1.999997881,1000000144,1999998170,63.99990008,image,0,,,0,0,discrete
light,0,247,11,411,411,1.99999699,999999431.2,1999995852,63.99989245,video,0,,,1,0.252727545,continuous
light,0,248,16,411,411,2.000000656,1000000027,2000000709,64.00006092,video,1,1.447302442,412.4473024,0,0,discrete
light,0,249,7,413,413,2.000000591,1000000419,2000001428,63.99990316,text,0,,,0,0,discrete
light,0,250,15,417,417,2.000002393,999999463.7,2000001320,64.00000068,video,0,,,1,0.347512394,continuous
light,0,251,8,418,418,1.999997502,1000000497,1999998495,63.99997261,image,0,,,1,0.476859052,continuous
light,0,252,8,419,419,2.000000309,999999017.9,1999998345,63.9999133,sensor,1,0.981100163,419.9811002,1,0.298100545,continuous
light,0,253,15,423,423,2.000001128,999999562.4,2000000253,64.00000327,image,0,,,0,0,discrete
light,0,254,8,430,430,2.000002532,999998962.1,2000000457,64.00010466,sensor,0,,,0,0,discrete
light,0,255,16,431,431,2.000004165,999999742.1,2000003650,63.99993646,sensor,0,,,1,0.689662589,continuous
light,0,256,11,432,432,2.000000809,1000002138,2000005085,63.9999913,sensor,0,,,1,0.542914843,continuous
light,0,257,17,432,432,2.000001626,1000000614,2000002853,64.00005808,image,0,,,0,0,discrete
light,0,258,2,433,433,2.000000757,1000000391,2000001538,64.00002874,sensor,0,,,0,0,discrete
light,0,259,14,433,433,2.000001584,1000000497,2000002578,63.99996567,image,0,,,0,0,discrete
light,0,260,5,434,434,1.99999869,1000000353,1999999395,63.99993065,sensor,1,0.926476439,434.9264764,0,0,discrete
light,0,261,0,435,435,1.999999379,1000001435,2000002249,64.00001554,sensor,1,1.347729979,436.34773,0,0,discrete
light,0,262,10,439,439,1.99999834,999999175.1,1999996690,63.99999264,video,0,,,1,0.394552734,continuous
light,0,263,15,439,439,2.000001089,1000000138,2000001364,64.00007413,video,0,,,1,0.702913949,continuous
light,0,264,10,441,441,1.999997491,999998603.5,1999994698,64.00004284,sensor,0,,,0,0,discrete
light,0,265,11,444,444,1.999998183,1000000450,1999999082,63.99991273,video,0,,,1,0.54336258,continuous
light,0,266,13,448,448,1.999999881,999999304.3,1999998490,64.00004874,sensor,0,,,0,0,discrete
light,0,267,2,449,449,2.000001109,999999882.9,2000000875,64.00001259,image,0,,,0,0,discrete
light,0,268,3,454,454,2.000001083,999999197.6,1999999478,63.99993051,text,0,,,1,0.592319977,continuous
