scenario,episode_id,task_id,mec_id,t_arrival_slot,t_arrival_time,b_mb,rho_cyc_per_mb,c_cycles,mem_mb,modality,has_deadline,deadline_s,deadline_time,non_atomic,split_ratio,action_space_hint
moderate,0,116,0,2,2.0,4.0,1118032300.0,4472129000.0,50.43047,image,0,,,0,0.0,discrete
moderate,0,117,0,2,2.0,4.0,789667100.0,3158668300.0,54.471508,text,0,,,0,0.0,discrete
moderate,0,118,0,2,2.0,5.0,878604860.0,4393024000.0,65.51711,text,0,,,1,0.49073488,continuous
moderate,0,119,1,2,2.0,2.0,789120200.0,1578240400.0,43.092987,text,0,,,1,0.6318308,continuous
moderate,0,120,1,2,2.0,2.0,1410102400.0,2820204800.0,60.967464,video,0,,,0,0.0,discrete
moderate,0,121,1,2,2.0,3.0,888580740.0,2665742300.0,43.00678,image,0,,,1,0.719161,continuous
moderate,0,122,2,2,2.0,5.0,1332392700.0,6661963300.0,70.38537,sensor,0,,,0,0.0,discrete
moderate,0,123,3,2,2.0,3.0,1816069100.0,5448207400.0,91.20866,text,1,1.0257875,3.0257874,0,0.0,discrete
moderate,0,124,3,2,2.0,3.0,1083004700.0,3249013800.0,47.455894,video,1,1.0407441,3.040744,0,0.0,discrete
moderate,0,125,3,2,2.0,3.0,1475949200.0,4427847700.0,107.55028,text,0,,,1,0.41158837,continuous
moderate,0,126,4,2,2.0,5.0,2062136800.0,10310685000.0,60.557686,sensor,1,1.180892,3.180892,0,0.0,discrete
moderate,0,127,4,2,2.0,2.0,770292200.0,1540584400.0,64.41503,sensor,1,1.2511024,3.2511024,1,0.61618936,continuous
moderate,0,128,4,2,2.0,5.0,880920300.0,4404601300.0,33.37309,text,0,,,0,0.0,discrete
moderate,0,129,5,2,2.0,4.0,1411865200.0,5647461000.0,48.562973,video,1,0.7953793,2.7953792,0,0.0,discrete
moderate,0,130,6,2,2.0,4.0,1738440300.0,6953761300.0,103.13166,text,0,,,1,0.703238,continuous
moderate,0,131,6,2,2.0,4.0,1157135500.0,4628542000.0,77.998955,text,1,0.9007921,2.9007921,0,0.0,discrete
moderate,0,132,6,2,2.0,4.0,717667650.0,2870670600.0,86.24789,sensor,0,,,0,0.0,discrete
moderate,0,133,8,2,2.0,3.0,1406585600.0,4219756800.0,116.68422,sensor,0,,,0,0.0,discrete
moderate,0,134,8,2,2.0,2.0,1044271300.0,2088542600.0,45.354332,text,0,,,1,0.7831436,continuous
moderate,0,135,9,2,2.0,2.0,1830525800.0,3661051600.0,99.04601,video,0,,,0,0.0,discrete
moderate,0,136,10,2,2.0,4.0,1640768400.0,6563073500.0,68.582436,text,0,,,0,0.0,discrete
moderate,0,137,12,2,2.0,5.0,1632429800.0,8162149000.0,43.561985,sensor,0,,,0,0.0,discrete
moderate,0,138,13,2,2.0,3.0,708381250.0,2125143800.0,68.17289,image,0,,,1,0.7949147,continuous
moderate,0,139,13,2,2.0,5.0,925415400.0,4627077000.0,28.732285,text,1,0.83545065,2.8354506,0,0.0,discrete
moderate,0,140,14,2,2.0,4.0,1814066700.0,7256267000.0,44.314114,image,0,,,0,0.0,discrete
moderate,0,141,14,2,2.0,4.0,549741600.0,2198966300.0,65.85537,text,0,,,1,0.46956846,continuous
moderate,0,142,15,2,2.0,3.0,1743452900.0,5230358500.0,76.39946,text,0,,,1,0.60065925,continuous
moderate,0,143,16,2,2.0,2.0,650491300.0,1300982700.0,36.327034,text,1,1.3874416,3.3874416,1,0.7359447,continuous
moderate,0,144,16,2,2.0,4.0,1799208400.0,7196834000.0,90.483765,sensor,1,0.63597244,2.6359725,0,0.0,discrete
moderate,0,145,16,2,2.0,3.0,1601445900.0,4804337700.0,61.99824,video,1,0.71715784,2.7171578,0,0.0,discrete
moderate,0,146,17,2,2.0,4.0,1685109600.0,6740438500.0,65.6192,image,0,,,1,0.37110412,continuous
moderate,0,147,17,2,2.0,5.0,450372380.0,2251861800.0,119.51856,video,0,,,1,0.79203194,continuous
moderate,0,148,17,2,2.0,3.0,1074369400.0,3223108000.0,66.852936,image,0,,,0,0.0,discrete
moderate,0,149,18,2,2.0,2.0,995637500.0,1991275000.0,40.938824,image,0,,,0,0.0,discrete
moderate,0,150,19,2,2.0,2.0,905533600.0,1811067100.0,48.559074,image,0,,,1,0.3354067,continuous
moderate,0,151,19,2,2.0,4.0,1499803400.0,5999213600.0,62.922855,image,0,,,0,0.0,discrete
moderate,0,152,19,2,2.0,3.0,735576640.0,2206729700.0,67.12528,sensor,0,,,0,0.0,discrete
moderate,0,153,19,2,2.0,3.0,1257263100.0,3771789000.0,55.11333,video,0,,,1,0.35835728,continuous
moderate,0,154,0,3,3.0,4.0,1615356500.0,6461426000.0,25.443851,image,0,,,0,0.0,discrete
moderate,0,155,0,3,3.0,3.0,1611174000.0,4833522000.0,64.9955,sensor,0,,,0,0.0,discrete
moderate,0,156,0,3,3.0,5.0,1389597000.0,6947985400.0,35.273552,sensor,1,0.74066865,3.7406685,0,0.0,discrete
moderate,0,157,1,3,3.0,4.0,1900327300.0,7601309000.0,39.13817,sensor,1,1.2163497,4.2163496,1,0.47029826,continuous
moderate,0,158,2,3,3.0,4.0,495702240.0,1982809000.0,80.59163,sensor,0,,,0,0.0,discrete
moderate,0,159,4,3,3.0,3.0,466539800.0,1399619500.0,83.90131,video,0,,,1,0.36908263,continuous
moderate,0,160,4,3,3.0,4.0,775988160.0,3103952600.0,79.546616,sensor,0,,,0,0.0,discrete
moderate,0,161,4,3,3.0,2.0,590577400.0,1181154800.0,58.45887,video,0,,,0,0.0,discrete
moderate,0,162,5,3,3.0,2.0,539343360.0,1078686700.0,46.74767,video,0,,,0,0.0,discrete
moderate,0,163,5,3,3.0,4.0,938848060.0,3755392300.0,66.86728,sensor,0,,,0,0.0,discrete
moderate,0,164,5,3,3.0,5.0,2401843200.0,12009215000.0,51.879627,video,0,,,1,0.76242405,continuous
moderate,0,165,5,3,3.0,2.0,1154486300.0,2308972500.0,42.907677,text,1,1.4098941,4.409894,1,0.3184055,continuous
moderate,0,166,6,3,3.0,5.0,621674100.0,3108370700.0,32.520004,text,0,,,0,0.0,discrete
moderate,0,167,6,3,3.0,5.0,515469860.0,2577349400.0,61.13201,video,0,,,0,0.0,discrete
moderate,0,168,6,3,3.0,4.0,1631805800.0,6527223300.0,63.570934,text,1,0.6706322,3.6706321,1,0.46200284,continuous
moderate,0,169,7,3,3.0,2.0,1200330400.0,2400660700.0,98.0879,text,1,1.0565541,4.056554,0,0.0,discrete
moderate,0,170,8,3,3.0,3.0,1513707100.0,4541121500.0,37.163166,video,1,0.83628637,3.8362863,0,0.0,discrete
moderate,0,171,8,3,3.0,3.0,883022400.0,2649067300.0,72.27538,text,0,,,0,0.0,discrete
moderate,0,172,8,3,3.0,5.0,1572295200.0,7861476000.0,111.43113,image,1,0.5561283,3.5561283,1,0.7036808,continuous
moderate,0,173,9,3,3.0,4.0,1941394400.0,7765577700.0,104.32543,video,0,,,1,0.6532352,continuous
moderate,0,174,9,3,3.0,3.0,777878340.0,2333635000.0,145.08455,text,0,,,0,0.0,discrete
moderate,0,175,9,3,3.0,4.0,755610560.0,3022442200.0,70.647766,video,0,,,0,0.0,discrete
moderate,0,176,9,3,3.0,3.0,1459205500.0,4377617000.0,87.87769,image,0,,,1,0.57630223,continuous
moderate,0,177,9,3,3.0,5.0,1621933700.0,8109668400.0,47.67012,video,0,,,1,0.49280056,continuous
moderate,0,178,9,3,3.0,3.0,817313300.0,2451939800.0,42.134804,text,0,,,0,0.0,discrete
moderate,0,179,10,3,3.0,5.0,784953900.0,3924769800.0,52.112392,image,0,,,0,0.0,discrete
moderate,0,180,10,3,3.0,3.0,1614474000.0,4843422000.0,91.3732,image,0,,,1,0.6819,continuous
moderate,0,181,10,3,3.0,5.0,2439130400.0,12195652000.0,97.229256,sensor,0,,,0,0.0,discrete
moderate,0,182,11,3,3.0,4.0,1024821950.0,4099287800.0,43.821377,sensor,0,,,0,0.0,discrete
moderate,0,183,11,3,3.0,3.0,1835186200.0,5505558500.0,79.31596,sensor,0,,,0,0.0,discrete
moderate,0,184,11,3,3.0,4.0,1374172500.0,5496690000.0,75.6608,sensor,0,,,1,0.6065257,continuous
moderate,0,185,11,3,3.0,5.0,811098800.0,4055494100.0,33.8302,text,1,1.0754972,4.075497,0,0.0,discrete
moderate,0,186,12,3,3.0,4.0,1070202500.0,4280810000.0,60.10054,text,1,0.89605165,3.8960516,0,0.0,discrete
moderate,0,187,13,3,3.0,5.0,1511310500.0,7556552000.0,79.45232,image,0,,,0,0.0,discrete
moderate,0,188,14,3,3.0,2.0,2321119700.0,4642239500.0,110.340195,sensor,0,,,0,0.0,discrete
moderate,0,189,14,3,3.0,5.0,1193651800.0,5968259000.0,89.00507,video,0,,,0,0.0,discrete
moderate,0,190,15,3,3.0,4.0,1315613000.0,5262452000.0,118.48108,text,0,,,0,0.0,discrete
moderate,0,191,15,3,3.0,5.0,1023707600.0,5118537700.0,107.066605,text,0,,,0,0.0,discrete
moderate,0,192,15,3,3.0,2.0,1219999400.0,2439998700.0,53.542366,image,0,,,1,0.30949968,continuous
moderate,0,193,15,3,3.0,4.0,1501958800.0,6007835000.0,49.36155,text,0,,,1,0.48336592,continuous
moderate,0,194,15,3,3.0,4.0,1895335700.0,7581342700.0,136.71278,video,1,0.90474004,3.90474,1,0.67857635,continuous
moderate,0,195,15,3,3.0,4.0,1045125700.0,4180502800.0,70.837845,text,0,,,0,0.0,discrete
moderate,0,196,16,3,3.0,5.0,1164103400.0,5820517400.0,59.031837,sensor,0,,,0,0.0,discrete
moderate,0,197,16,3,3.0,5.0,1474887800.0,7374439400.0,64.074135,image,0,,,1,0.54174745,continuous
moderate,0,198,16,3,3.0,2.0,1151441300.0,2302882600.0,54.951153,text,0,,,0,0.0,discrete
moderate,0,199,17,3,3.0,4.0,788016060.0,3152064300.0,80.5008,video,1,0.8626251,3.8626251,0,0.0,discrete
moderate,0,200,17,3,3.0,3.0,1432650600.0,4297951700.0,85.84175,video,0,,,0,0.0,discrete
moderate,0,201,17,3,3.0,4.0,1504820400.0,6019281400.0,62.591526,sensor,0,,,0,0.0,discrete
moderate,0,202,17,3,3.0,5.0,1642300200.0,8211501000.0,35.00813,text,0,,,0,0.0,discrete
moderate,0,203,17,3,3.0,2.0,1095073500.0,2190147000.0,87.589264,image,0,,,1,0.7072703,continuous
moderate,0,204,18,3,3.0,2.0,853712800.0,1707425500.0,78.60094,video,0,,,1,0.52055544,continuous
moderate,0,205,18,3,3.0,3.0,1291082200.0,3873246700.0,73.473595,text,0,,,0,0.0,discrete
moderate,0,206,18,3,3.0,3.0,1507923700.0,4523771400.0,68.91588,sensor,0,,,0,0.0,discrete
moderate,0,207,19,3,3.0,3.0,1590742100.0,4772226600.0,67.34885,video,1,1.2452774,4.2452774,0,0.0,discrete
moderate,0,208,19,3,3.0,3.0,1159527200.0,3478581500.0,144.32431,video,0,,,0,0.0,discrete
moderate,0,209,0,4,4.0,3.0,1556333200.0,4668999700.0,38.692707,sensor,0,,,0,0.0,discrete
moderate,0,210,0,4,4.0,2.0,1032786100.0,2065572200.0,54.150692,video,0,,,1,0.43895203,continuous
moderate,0,211,1,4,4.0,3.0,1314185000.0,3942555000.0,51.447018,sensor,1,1.4926196,5.4926195,0,0.0,discrete
moderate,0,212,1,4,4.0,5.0,1509903000.0,7549515300.0,96.48931,video,0,,,0,0.0,discrete
moderate,0,213,2,4,4.0,5.0,1733441700.0,8667209000.0,71.9242,video,0,,,0,0.0,discrete
moderate,0,214,2,4,4.0,2.0,897516100.0,1795032200.0,64.12193,sensor,0,,,0,0.0,discrete
moderate,0,215,3,4,4.0,5.0,1529137300.0,7645686300.0,69.34442,sensor,0,,,1,0.79598427,continuous
moderate,0,216,3,4,4.0,3.0,1492055200.0,4476165600.0,74.57424,text,0,,,1,0.71482503,continuous
moderate,0,217,3,4,4.0,3.0,1898449800.0,5695349000.0,151.9071,image,0,,,0,0.0,discrete
moderate,0,218,3,4,4.0,5.0,1645647600.0,8228238300.0,70.5812,text,0,,,1,0.787542,continuous
moderate,0,219,3,4,4.0,3.0,1672851200.0,5018553300.0,82.46543,image,0,,,0,0.0,discrete
moderate,0,220,4,4,4.0,3.0,2219907300.0,6659722000.0,93.801384,video,0,,,0,0.0,discrete
moderate,0,221,4,4,4.0,2.0,897750900.0,1795501800.0,75.47799,sensor,1,0.7957699,4.7957697,1,0.6244078,continuous
moderate,0,222,6,4,4.0,2.0,1623179000.0,3246358000.0,49.961086,video,0,,,0,0.0,discrete
moderate,0,223,6,4,4.0,2.0,664513100.0,1329026200.0,58.236942,image,0,,,1,0.4836186,continuous
moderate,0,224,6,4,4.0,5.0,1195531000.0,5977655000.0,57.374157,image,0,,,1,0.58261764,continuous
moderate,0,225,7,4,4.0,5.0,678967550.0,3394837800.0,103.2562,image,0,,,1,0.68697304,continuous
moderate,0,226,7,4,4.0,4.0,1547679500.0,6190718000.0,44.06326,video,0,,,1,0.72278476,continuous
moderate,0,227,7,4,4.0,5.0,767410900.0,3837054200.0,71.44293,video,0,,,0,0.0,discrete
moderate,0,228,7,4,4.0,5.0,469540740.0,2347703800.0,86.54788,text,1,1.1787428,5.178743,0,0.0,discrete
moderate,0,229,8,4,4.0,5.0,1358340000.0,6791700000.0,64.33569,video,0,,,0,0.0,discrete
moderate,0,230,8,4,4.0,2.0,1419472600.0,2838945300.0,23.355104,image,0,,,1,0.77999306,continuous
moderate,0,231,9,4,4.0,4.0,1489985300.0,5959941000.0,36.25797,image,0,,,0,0.0,discrete
moderate,0,232,10,4,4.0,3.0,1020104300.0,3060312800.0,46.520775,text,0,,,0,0.0,discrete
moderate,0,233,10,4,4.0,5.0,2436849000.0,12184244000.0,55.26124,image,1,0.6086411,4.608641,0,0.0,discrete
moderate,0,234,10,4,4.0,4.0,609507800.0,2438031000.0,48.935745,sensor,0,,,1,0.7732331,continuous
moderate,0,235,10,4,4.0,3.0,1604133000.0,4812399000.0,97.6352,text,0,,,0,0.0,discrete
moderate,0,236,10,4,4.0,5.0,1201641900.0,6008209400.0,37.20302,image,0,,,1,0.6923417,continuous
moderate,0,237,11,4,4.0,2.0,1096628500.0,2193257000.0,43.534042,text,0,,,0,0.0,discrete
